# META
module,esp32
measurement,boot
boot_number,7
session,20260330_150910
shunt_ohms,1.1000

# DATA
type,timestamp_or_event,value_or_time,boot_number

EVENT,unplug,2026-03-30T15:11:40.386,7
METER,2026-03-30T15:11:40.390,-1.28764000E-05,7
METER,2026-03-30T15:11:40.396,-1.28764000E-05,7
METER,2026-03-30T15:11:40.400,-1.28764000E-05,7
METER,2026-03-30T15:11:40.403,-1.28764000E-05,7
METER,2026-03-30T15:11:40.411,-1.28764000E-05,7
METER,2026-03-30T15:11:40.415,-1.28764000E-05,7
METER,2026-03-30T15:11:40.418,-1.28764000E-05,7
METER,2026-03-30T15:11:40.421,-1.28764000E-05,7
METER,2026-03-30T15:11:40.425,-1.28764000E-05,7
METER,2026-03-30T15:11:40.428,-1.28764000E-05,7
METER,2026-03-30T15:11:40.431,-1.28764000E-05,7
METER,2026-03-30T15:11:40.434,-1.28764000E-05,7
METER,2026-03-30T15:11:40.437,-1.28764000E-05,7
METER,2026-03-30T15:11:40.440,-1.28764000E-05,7
METER,2026-03-30T15:11:40.450,-1.28764000E-05,7
METER,2026-03-30T15:11:40.453,-1.28764000E-05,7
METER,2026-03-30T15:11:40.456,-1.28764000E-05,7
METER,2026-03-30T15:11:40.459,-1.28764000E-05,7
METER,2026-03-30T15:11:40.462,-1.28764000E-05,7
METER,2026-03-30T15:11:40.468,-1.28764000E-05,7
METER,2026-03-30T15:11:40.471,-1.28764000E-05,7
METER,2026-03-30T15:11:40.474,-1.28764000E-05,7
METER,2026-03-30T15:11:40.477,-1.28764000E-05,7
METER,2026-03-30T15:11:40.481,-1.28764000E-05,7
METER,2026-03-30T15:11:40.484,-1.28764000E-05,7
METER,2026-03-30T15:11:40.488,-1.28764000E-05,7
METER,2026-03-30T15:11:40.491,-1.28764000E-05,7
METER,2026-03-30T15:11:40.499,-1.28764000E-05,7
METER,2026-03-30T15:11:40.509,-1.28764000E-05,7
METER,2026-03-30T15:11:40.512,-1.28764000E-05,7
METER,2026-03-30T15:11:40.515,-1.28764000E-05,7
METER,2026-03-30T15:11:40.518,-1.28764000E-05,7
METER,2026-03-30T15:11:40.522,-1.28764000E-05,7
METER,2026-03-30T15:11:40.527,-1.28764000E-05,7
METER,2026-03-30T15:11:40.530,-1.28764000E-05,7
METER,2026-03-30T15:11:40.534,-1.28764000E-05,7
METER,2026-03-30T15:11:40.560,-1.28764000E-05,7
METER,2026-03-30T15:11:40.564,-1.28764000E-05,7
METER,2026-03-30T15:11:40.567,-1.28764000E-05,7
METER,2026-03-30T15:11:40.570,-1.28764000E-05,7
METER,2026-03-30T15:11:40.573,-1.28764000E-05,7
METER,2026-03-30T15:11:40.576,-1.28764000E-05,7
METER,2026-03-30T15:11:40.579,-1.28764000E-05,7
METER,2026-03-30T15:11:40.584,-1.28764000E-05,7
METER,2026-03-30T15:11:40.587,-1.28764000E-05,7
METER,2026-03-30T15:11:40.590,-1.28764000E-05,7
METER,2026-03-30T15:11:40.593,-1.28764000E-05,7
METER,2026-03-30T15:11:40.596,-1.28764000E-05,7
