# META
module,ble_nrf52
strategy,full_payload
run,18
session,20260413_153849
baseline_s,5.0
shunt_ohms,1.000000
v_supply,3.300


# EVENTS
18,1,1,1,2026-04-13T15:57:21.283,2026-04-13T15:57:22.040,True,True,
18,2,2,2,2026-04-13T15:57:23.042,2026-04-13T15:57:23.589,True,True,
18,4,4,4,2026-04-13T15:57:24.590,2026-04-13T15:57:25.114,True,True,
18,8,8,8,2026-04-13T15:57:26.116,2026-04-13T15:57:26.665,True,True,
18,16,16,16,2026-04-13T15:57:27.666,2026-04-13T15:57:28.215,True,True,
18,32,32,32,2026-04-13T15:57:29.215,2026-04-13T15:57:29.739,True,True,
18,64,64,64,2026-04-13T15:57:30.740,2026-04-13T15:57:31.291,True,True,
18,128,128,128,2026-04-13T15:57:32.292,2026-04-13T15:57:32.840,True,True,
18,256,256,256,2026-04-13T15:57:33.841,2026-04-13T15:57:34.392,True,True,
18,512,512,512,2026-04-13T15:57:35.393,2026-04-13T15:57:35.968,True,True,
18,1024,1024,1024,2026-04-13T15:57:36.970,2026-04-13T15:57:37.590,True,True,
18,2048,2048,2048,2026-04-13T15:57:38.591,2026-04-13T15:57:39.342,True,True,
18,4096,4096,4096,2026-04-13T15:57:40.343,2026-04-13T15:57:41.289,True,True,
18,8192,8192,8192,2026-04-13T15:57:42.291,2026-04-13T15:57:43.615,True,True,
18,16384,16384,16384,2026-04-13T15:57:44.617,2026-04-13T15:57:46.918,True,True,
18,32768,32768,32768,2026-04-13T15:57:47.921,2026-04-13T15:57:52.117,True,True,
18,65536,65536,65536,2026-04-13T15:57:53.120,2026-04-13T15:58:01.091,True,True,

# RESULTS
Index, Phase, Mean_V, Std_V, Count
0,baseline,0.006499896,0.000802642,2033
1,tx_1,0.011367531,0.000071332,244
2,idle,0.010178056,0.001926024,5411
3,tx_2,0.011343700,0.000013890,173
4,tx_4,0.011353456,0.000020896,168
5,tx_8,0.011389970,0.000105673,167
6,tx_16,0.011351207,0.000084807,173
7,tx_32,0.011349110,0.000017442,165
8,tx_64,0.011363027,0.000060755,178
9,tx_128,0.011396107,0.000137459,174
10,tx_256,0.011354146,0.000038297,174
11,tx_512,0.011380187,0.000065295,182
12,tx_1024,0.011376821,0.000042263,197
13,tx_2048,0.011458874,0.000150932,239
14,tx_4096,0.011484533,0.000247492,299
15,tx_8192,0.011562729,0.000194634,421
16,tx_16384,0.011096216,0.001189350,725
17,tx_32768,0.011234352,0.000900271,1343
18,tx_65536,0.011188607,0.001018824,2535

# METER
timestamp,v_shunt,phase,current
2026-04-13 15:57:14.859000,1.134768200e-02,baseline,1.000162350e-02
2026-04-13 15:57:14.861000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.868000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.873000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.876000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.879000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.882000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.884000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.890000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.892000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.895000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.898000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.900000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.903000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.906000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.909000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.912000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.915000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.918000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.920000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.923000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.926000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.928000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.931000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.934000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.936000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.943000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.944000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.949000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.951000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.954000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.957000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.959000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.962000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.986000,6.566762000e-03,baseline,5.787814741e-03
2026-04-13 15:57:14.988000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:14.989000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:14.992000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:14.995000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:14.997000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.000000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.009000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.011000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.013000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.016000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.019000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.021000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.031000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.032000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.034000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.037000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.040000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.042000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.045000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.048000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.050000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.053000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.056000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.059000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.069000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.074000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.077000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.079000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.082000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.085000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.088000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.090000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.093000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.096000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.098000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.101000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.104000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.112000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.119000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.119000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.123000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.126000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.128000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.131000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.134000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.136000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.139000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.142000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.145000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.147000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.150000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.153000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.155000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.158000,6.394722000e-03,baseline,5.636182072e-03
2026-04-13 15:57:15.168000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.174000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.182000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.185000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.188000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.190000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.193000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.196000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.198000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.201000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.204000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.208000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.209000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.212000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.214000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.217000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.220000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.223000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.225000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.228000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.231000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.233000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.239000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.241000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.244000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.247000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.249000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.252000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.257000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.260000,6.674302000e-03,baseline,5.882598380e-03
2026-04-13 15:57:15.263000,6.674302000e-03,baseline,5.882598380e-03
