# META
module,esp32
strategy,full_payload
run,11
estimated_start,2026-03-25T19:08:51.212418
start_delay_ms,500
shunt_ohms,FILL_IN
v_supply,3.3

# EVENTS
run,payload_size,declared_size,bytes_received,tx_start,rx_end,complete,verified
11,1,1,1,2026-03-25T19:08:50.713,2026-03-25T19:08:51.291,True,True
11,2,2,2,2026-03-25T19:08:51.791,2026-03-25T19:08:53.537,True,True
11,4,4,4,2026-03-25T19:08:54.048,2026-03-25T19:08:55.893,True,True
11,8,8,8,2026-03-25T19:08:56.397,2026-03-25T19:08:58.140,True,True
11,16,16,16,2026-03-25T19:08:58.643,2026-03-25T19:09:00.194,True,True
11,32,32,32,2026-03-25T19:09:00.700,2026-03-25T19:09:02.447,True,True
11,64,64,64,2026-03-25T19:09:02.949,2026-03-25T19:09:04.700,True,True
11,128,128,128,2026-03-25T19:09:05.203,2026-03-25T19:09:06.851,True,True
11,256,256,256,2026-03-25T19:09:07.355,2026-03-25T19:09:09.103,True,True
11,512,512,512,2026-03-25T19:09:09.607,2026-03-25T19:09:11.458,True,True
11,1024,1024,1024,2026-03-25T19:09:11.963,2026-03-25T19:09:13.715,True,True
11,2048,2048,2048,2026-03-25T19:09:14.220,2026-03-25T19:09:16.158,True,True
11,4096,4096,4096,2026-03-25T19:09:16.664,2026-03-25T19:09:18.915,True,True
11,8192,8192,8192,2026-03-25T19:09:19.417,2026-03-25T19:09:22.217,True,True
11,16384,16384,16384,2026-03-25T19:09:22.721,2026-03-25T19:09:26.425,True,True
11,32768,32768,32768,2026-03-25T19:09:26.930,2026-03-25T19:09:32.774,True,True
11,65536,65536,65536,2026-03-25T19:09:33.280,2026-03-25T19:09:43.319,True,True

# METER
timestamp,v_shunt
2026-03-25T19:08:50.716,1.05566000E-01
2026-03-25T19:08:50.721,1.05566000E-01
2026-03-25T19:08:50.728,1.05566000E-01
2026-03-25T19:08:50.732,1.05566000E-01
2026-03-25T19:08:50.736,1.05566000E-01
