# META
module,esp32
strategy,full_payload
run,8
estimated_start,2026-03-25T19:06:01.365223
start_delay_ms,500
shunt_ohms,FILL_IN
v_supply,3.3

# EVENTS
run,payload_size,declared_size,bytes_received,tx_start,rx_end,complete,verified
8,1,1,1,2026-03-25T19:06:00.865,2026-03-25T19:06:01.510,True,True
8,2,2,2,2026-03-25T19:06:02.014,2026-03-25T19:06:03.659,True,True
8,4,4,4,2026-03-25T19:06:04.163,2026-03-25T19:06:05.913,True,True
8,8,8,8,2026-03-25T19:06:06.415,2026-03-25T19:06:08.165,True,True
8,16,16,16,2026-03-25T19:06:08.670,2026-03-25T19:06:10.423,True,True
8,32,32,32,2026-03-25T19:06:10.927,2026-03-25T19:06:12.569,True,True
8,64,64,64,2026-03-25T19:06:13.076,2026-03-25T19:06:14.846,True,True
8,128,128,128,2026-03-25T19:06:15.354,2026-03-25T19:06:17.074,True,True
8,256,256,256,2026-03-25T19:06:17.577,2026-03-25T19:06:19.233,True,True
8,512,512,512,2026-03-25T19:06:19.735,2026-03-25T19:06:21.537,True,True
8,1024,1024,1024,2026-03-25T19:06:22.044,2026-03-25T19:06:23.935,True,True
8,2048,2048,2048,2026-03-25T19:06:24.443,2026-03-25T19:06:26.312,True,True
8,4096,4096,4096,2026-03-25T19:06:26.820,2026-03-25T19:06:29.056,True,True
8,8192,8192,8192,2026-03-25T19:06:29.557,2026-03-25T19:06:32.337,True,True
8,16384,16384,16384,2026-03-25T19:06:32.843,2026-03-25T19:06:36.992,True,True
8,32768,32768,32768,2026-03-25T19:06:37.503,2026-03-25T19:06:43.140,True,True
8,65536,65536,65536,2026-03-25T19:06:43.655,2026-03-25T19:06:53.431,True,True

# METER
timestamp,v_shunt
2026-03-25T19:06:00.869,1.04484000E-01
2026-03-25T19:06:00.876,1.04484000E-01
2026-03-25T19:06:00.880,1.04484000E-01
2026-03-25T19:06:00.883,1.04484000E-01
2026-03-25T19:06:00.887,1.04484000E-01
2026-03-25T19:06:00.891,1.04484000E-01
2026-03-25T19:06:00.896,1.04484000E-01
2026-03-25T19:06:00.899,1.04484000E-01
2026-03-25T19:06:00.902,1.04484000E-01
2026-03-25T19:06:00.910,1.04457000E-01
2026-03-25T19:06:00.913,1.04457000E-01
2026-03-25T19:06:00.920,1.04457000E-01
2026-03-25T19:06:00.924,1.04457000E-01
2026-03-25T19:06:00.927,1.04457000E-01
2026-03-25T19:06:00.931,1.04457000E-01
2026-03-25T19:06:00.936,1.04457000E-01
2026-03-25T19:06:00.940,1.04457000E-01
2026-03-25T19:06:00.944,1.04457000E-01
2026-03-25T19:06:00.948,1.04457000E-01
2026-03-25T19:06:00.952,1.04457000E-01
2026-03-25T19:06:00.956,1.04457000E-01
2026-03-25T19:06:00.961,1.04457000E-01
2026-03-25T19:06:00.964,1.04457000E-01
2026-03-25T19:06:00.968,1.04457000E-01
2026-03-25T19:06:00.978,1.04457000E-01
2026-03-25T19:06:00.982,1.04457000E-01
2026-03-25T19:06:00.987,1.04457000E-01
2026-03-25T19:06:00.991,1.04457000E-01
2026-03-25T19:06:00.995,1.04457000E-01
2026-03-25T19:06:00.998,1.04457000E-01
2026-03-25T19:06:01.006,1.04404000E-01
2026-03-25T19:06:01.011,1.04404000E-01
2026-03-25T19:06:01.014,1.04404000E-01
2026-03-25T19:06:01.018,1.04404000E-01
2026-03-25T19:06:01.022,1.04404000E-01
2026-03-25T19:06:01.026,1.04404000E-01
2026-03-25T19:06:01.031,1.04404000E-01
2026-03-25T19:06:01.037,1.04404000E-01
2026-03-25T19:06:01.042,1.04404000E-01
2026-03-25T19:06:01.047,1.04404000E-01
2026-03-25T19:06:01.051,1.04404000E-01
2026-03-25T19:06:01.054,1.04404000E-01
2026-03-25T19:06:01.058,1.04404000E-01
2026-03-25T19:06:01.062,1.04404000E-01
2026-03-25T19:06:01.066,1.04404000E-01
2026-03-25T19:06:01.074,1.04404000E-01
2026-03-25T19:06:01.078,1.04404000E-01
2026-03-25T19:06:01.082,1.04404000E-01
2026-03-25T19:06:01.086,1.04404000E-01
2026-03-25T19:06:01.089,1.04404000E-01
2026-03-25T19:06:01.100,1.04397000E-01
2026-03-25T19:06:01.104,1.04397000E-01
2026-03-25T19:06:01.108,1.04397000E-01
2026-03-25T19:06:01.112,1.04397000E-01
2026-03-25T19:06:01.116,1.04397000E-01
2026-03-25T19:06:01.120,1.04397000E-01
2026-03-25T19:06:01.123,1.04397000E-01
2026-03-25T19:06:01.127,1.04397000E-01
2026-03-25T19:06:01.132,1.04397000E-01
2026-03-25T19:06:01.136,1.04397000E-01
2026-03-25T19:06:01.141,1.04397000E-01
2026-03-25T19:06:01.144,1.04397000E-01
2026-03-25T19:06:01.148,1.04397000E-01
2026-03-25T19:06:01.156,1.04397000E-01
2026-03-25T19:06:01.159,1.04397000E-01
2026-03-25T19:06:01.163,1.04397000E-01
2026-03-25T19:06:01.167,1.04397000E-01
2026-03-25T19:06:01.175,1.04397000E-01
2026-03-25T19:06:01.180,1.04397000E-01
2026-03-25T19:06:01.184,1.04397000E-01
2026-03-25T19:06:01.188,1.04397000E-01
2026-03-25T19:06:01.195,1.04406000E-01
2026-03-25T19:06:01.199,1.04406000E-01
2026-03-25T19:06:01.203,1.04406000E-01
2026-03-25T19:06:01.207,1.04406000E-01
2026-03-25T19:06:01.213,1.04406000E-01
2026-03-25T19:06:01.217,1.04406000E-01
2026-03-25T19:06:01.221,1.04406000E-01
2026-03-25T19:06:01.226,1.04406000E-01
2026-03-25T19:06:01.229,1.04406000E-01
2026-03-25T19:06:01.233,1.04406000E-01
