# META
module,esp32
strategy,full_payload
run,16
estimated_start,2026-03-25T19:13:34.255631
start_delay_ms,500
shunt_ohms,FILL_IN
v_supply,3.3

# EVENTS
run,payload_size,declared_size,bytes_received,tx_start,rx_end,complete,verified
16,1,1,1,2026-03-25T19:13:33.756,2026-03-25T19:13:34.324,True,True
16,2,2,2,2026-03-25T19:13:34.829,2026-03-25T19:13:36.567,True,True
16,4,4,4,2026-03-25T19:13:37.071,2026-03-25T19:13:38.808,True,True
16,8,8,8,2026-03-25T19:13:39.315,2026-03-25T19:13:41.075,True,True
16,16,16,16,2026-03-25T19:13:41.579,2026-03-25T19:13:43.224,True,True
16,32,32,32,2026-03-25T19:13:43.729,2026-03-25T19:13:45.476,True,True
16,64,64,64,2026-03-25T19:13:45.986,2026-03-25T19:13:47.746,True,True
16,128,128,128,2026-03-25T19:13:48.255,2026-03-25T19:13:49.983,True,True
16,256,256,256,2026-03-25T19:13:50.488,2026-03-25T19:13:52.123,True,True
16,512,512,512,2026-03-25T19:13:52.628,2026-03-25T19:13:54.490,True,True
16,1024,1024,1024,2026-03-25T19:13:54.996,2026-03-25T19:13:56.739,True,True
16,2048,2048,2048,2026-03-25T19:13:57.246,2026-03-25T19:13:59.405,True,True
16,4096,4096,4096,2026-03-25T19:13:59.912,2026-03-25T19:14:01.948,True,True
16,8192,8192,8192,2026-03-25T19:14:02.455,2026-03-25T19:14:05.248,True,True
16,16384,16384,16384,2026-03-25T19:14:05.753,2026-03-25T19:14:09.452,True,True
16,32768,32768,32768,2026-03-25T19:14:09.955,2026-03-25T19:14:15.882,True,True
16,65536,65536,65536,2026-03-25T19:14:16.388,2026-03-25T19:14:26.247,True,True

# METER
timestamp,v_shunt
2026-03-25T19:13:33.759,1.04644000E-01
2026-03-25T19:13:33.766,1.04598000E-01
2026-03-25T19:13:33.770,1.04598000E-01
2026-03-25T19:13:33.774,1.04598000E-01
2026-03-25T19:13:33.777,1.04598000E-01
2026-03-25T19:13:33.782,1.04598000E-01
2026-03-25T19:13:33.785,1.04598000E-01
2026-03-25T19:13:33.789,1.04598000E-01
2026-03-25T19:13:33.797,1.04598000E-01
2026-03-25T19:13:33.800,1.04598000E-01
2026-03-25T19:13:33.804,1.04598000E-01
2026-03-25T19:13:33.813,1.04598000E-01
2026-03-25T19:13:33.817,1.04598000E-01
2026-03-25T19:13:33.821,1.04598000E-01
2026-03-25T19:13:33.828,1.04598000E-01
2026-03-25T19:13:33.832,1.04598000E-01
2026-03-25T19:13:33.836,1.04598000E-01
2026-03-25T19:13:33.839,1.04598000E-01
2026-03-25T19:13:33.843,1.04598000E-01
2026-03-25T19:13:33.848,1.04598000E-01
2026-03-25T19:13:33.855,1.04598000E-01
2026-03-25T19:13:33.863,1.04652000E-01
2026-03-25T19:13:33.867,1.04652000E-01
2026-03-25T19:13:33.870,1.04652000E-01
2026-03-25T19:13:33.874,1.04652000E-01
2026-03-25T19:13:33.878,1.04652000E-01
2026-03-25T19:13:33.882,1.04652000E-01
2026-03-25T19:13:33.887,1.04652000E-01
2026-03-25T19:13:33.890,1.04652000E-01
2026-03-25T19:13:33.894,1.04652000E-01
2026-03-25T19:13:33.898,1.04652000E-01
2026-03-25T19:13:33.902,1.04652000E-01
2026-03-25T19:13:33.906,1.04652000E-01
2026-03-25T19:13:33.916,1.04652000E-01
2026-03-25T19:13:33.921,1.04652000E-01
2026-03-25T19:13:33.924,1.04652000E-01
2026-03-25T19:13:33.928,1.04652000E-01
2026-03-25T19:13:33.933,1.04652000E-01
2026-03-25T19:13:33.937,1.04652000E-01
2026-03-25T19:13:33.941,1.04652000E-01
2026-03-25T19:13:33.944,1.04652000E-01
2026-03-25T19:13:33.948,1.04652000E-01
2026-03-25T19:13:33.955,1.04652000E-01
2026-03-25T19:13:33.959,1.04601000E-01
2026-03-25T19:13:33.963,1.04601000E-01
2026-03-25T19:13:33.970,1.04601000E-01
2026-03-25T19:13:33.974,1.04601000E-01
2026-03-25T19:13:33.977,1.04601000E-01
2026-03-25T19:13:33.981,1.04601000E-01
2026-03-25T19:13:33.985,1.04601000E-01
2026-03-25T19:13:33.988,1.04601000E-01
2026-03-25T19:13:33.992,1.04601000E-01
2026-03-25T19:13:33.997,1.04601000E-01
2026-03-25T19:13:34.001,1.04601000E-01
2026-03-25T19:13:34.004,1.04601000E-01
2026-03-25T19:13:34.013,1.04601000E-01
2026-03-25T19:13:34.017,1.04601000E-01
2026-03-25T19:13:34.022,1.04601000E-01
2026-03-25T19:13:34.028,1.04601000E-01
2026-03-25T19:13:34.033,1.04601000E-01
2026-03-25T19:13:34.037,1.04601000E-01
2026-03-25T19:13:34.040,1.04601000E-01
2026-03-25T19:13:34.044,1.04601000E-01
2026-03-25T19:13:34.051,1.04671000E-01
2026-03-25T19:13:34.055,1.04671000E-01
2026-03-25T19:13:34.059,1.04671000E-01
2026-03-25T19:13:34.062,1.04671000E-01
2026-03-25T19:13:34.067,1.04671000E-01
2026-03-25T19:13:34.071,1.04671000E-01
2026-03-25T19:13:34.074,1.04671000E-01
2026-03-25T19:13:34.078,1.04671000E-01
2026-03-25T19:13:34.085,1.04671000E-01
2026-03-25T19:13:34.090,1.04671000E-01
2026-03-25T19:13:34.094,1.04671000E-01
2026-03-25T19:13:34.098,1.04671000E-01
2026-03-25T19:13:34.102,1.04671000E-01
2026-03-25T19:13:34.106,1.04671000E-01
2026-03-25T19:13:34.113,1.04671000E-01
2026-03-25T19:13:34.117,1.04671000E-01
2026-03-25T19:13:34.122,1.04671000E-01
2026-03-25T19:13:34.126,1.04671000E-01
2026-03-25T19:13:34.129,1.04671000E-01
2026-03-25T19:13:34.133,1.04671000E-01
2026-03-25T19:13:34.137,1.04671000E-01
2026-03-25T19:13:34.146,1.04671000E-01
2026-03-25T19:13:34.151,1.04730000E-01
2026-03-25T19:13:34.154,1.04730000E-01
2026-03-25T19:13:34.158,1.04730000E-01
2026-03-25T19:13:34.162,1.04730000E-01
2026-03-25T19:13:34.166,1.04730000E-01
2026-03-25T19:13:34.171,1.04730000E-01
2026-03-25T19:13:34.174,1.04730000E-01
2026-03-25T19:13:34.178,1.04730000E-01
2026-03-25T19:13:34.185,1.04730000E-01
2026-03-25T19:13:34.189,1.04730000E-01
2026-03-25T19:13:34.193,1.04730000E-01
2026-03-25T19:13:34.200,1.04730000E-01
2026-03-25T19:13:34.204,1.04730000E-01
2026-03-25T19:13:34.211,1.04730000E-01
2026-03-25T19:13:34.215,1.04730000E-01
2026-03-25T19:13:34.219,1.04730000E-01
2026-03-25T19:13:34.222,1.04730000E-01
2026-03-25T19:13:34.226,1.04730000E-01
2026-03-25T19:13:34.230,1.04730000E-01
2026-03-25T19:13:34.234,1.04730000E-01
2026-03-25T19:13:34.240,1.04730000E-01
2026-03-25T19:13:34.244,1.04531000E-01
2026-03-25T19:13:34.249,1.04531000E-01
2026-03-25T19:13:34.252,1.04531000E-01
2026-03-25T19:13:34.259,1.04531000E-01
2026-03-25T19:13:34.263,1.04531000E-01
2026-03-25T19:13:34.267,1.04531000E-01
2026-03-25T19:13:34.272,1.04531000E-01
2026-03-25T19:13:34.276,1.04531000E-01
2026-03-25T19:13:34.279,1.04531000E-01
2026-03-25T19:13:34.283,1.04531000E-01
2026-03-25T19:13:34.287,1.04531000E-01
2026-03-25T19:13:34.292,1.04531000E-01
2026-03-25T19:13:34.296,1.04531000E-01
2026-03-25T19:13:34.299,1.04531000E-01
2026-03-25T19:13:34.303,1.04531000E-01
2026-03-25T19:13:34.310,1.04531000E-01
2026-03-25T19:13:34.318,1.04531000E-01
2026-03-25T19:13:34.322,1.04531000E-01
2026-03-25T19:13:34.326,1.04531000E-01
2026-03-25T19:13:34.329,1.04531000E-01
2026-03-25T19:13:34.338,1.14202000E-01
2026-03-25T19:13:34.342,1.14202000E-01
2026-03-25T19:13:34.346,1.14202000E-01
2026-03-25T19:13:34.350,1.14202000E-01
2026-03-25T19:13:34.354,1.14202000E-01
2026-03-25T19:13:34.358,1.14202000E-01
2026-03-25T19:13:34.362,1.14202000E-01
2026-03-25T19:13:34.366,1.14202000E-01
2026-03-25T19:13:34.369,1.14202000E-01
2026-03-25T19:13:34.377,1.14202000E-01
2026-03-25T19:13:34.382,1.14202000E-01
2026-03-25T19:13:34.386,1.14202000E-01
2026-03-25T19:13:34.389,1.14202000E-01
2026-03-25T19:13:34.393,1.14202000E-01
2026-03-25T19:13:34.397,1.14202000E-01
2026-03-25T19:13:34.402,1.14202000E-01
2026-03-25T19:13:34.405,1.14202000E-01
2026-03-25T19:13:34.413,1.14202000E-01
2026-03-25T19:13:34.417,1.14202000E-01
2026-03-25T19:13:34.421,1.14202000E-01
2026-03-25T19:13:34.424,1.14202000E-01
2026-03-25T19:13:34.436,1.04635000E-01
2026-03-25T19:13:34.439,1.04635000E-01
2026-03-25T19:13:34.443,1.04635000E-01
2026-03-25T19:13:34.447,1.04635000E-01
2026-03-25T19:13:34.452,1.04635000E-01
2026-03-25T19:13:34.456,1.04635000E-01
2026-03-25T19:13:34.459,1.04635000E-01
2026-03-25T19:13:34.463,1.04635000E-01
2026-03-25T19:13:34.467,1.04635000E-01
2026-03-25T19:13:34.471,1.04635000E-01
2026-03-25T19:13:34.474,1.04635000E-01
2026-03-25T19:13:34.478,1.04635000E-01
2026-03-25T19:13:34.483,1.04635000E-01
2026-03-25T19:13:34.490,1.04635000E-01
2026-03-25T19:13:34.493,1.04635000E-01
2026-03-25T19:13:34.498,1.04635000E-01
2026-03-25T19:13:34.502,1.04635000E-01
2026-03-25T19:13:34.510,1.04635000E-01
2026-03-25T19:13:34.515,1.04635000E-01
2026-03-25T19:13:34.518,1.04635000E-01
2026-03-25T19:13:34.525,1.04635000E-01
2026-03-25T19:13:34.530,1.90914000E-01
2026-03-25T19:13:34.533,1.90914000E-01
2026-03-25T19:13:34.538,1.90914000E-01
2026-03-25T19:13:34.542,1.90914000E-01
2026-03-25T19:13:34.550,1.90914000E-01
2026-03-25T19:13:34.553,1.90914000E-01
2026-03-25T19:13:34.557,1.90914000E-01
2026-03-25T19:13:34.562,1.90914000E-01
2026-03-25T19:13:34.565,1.90914000E-01
2026-03-25T19:13:34.569,1.90914000E-01
2026-03-25T19:13:34.573,1.90914000E-01
2026-03-25T19:13:34.577,1.90914000E-01
2026-03-25T19:13:34.581,1.90914000E-01
2026-03-25T19:13:34.585,1.90914000E-01
2026-03-25T19:13:34.590,1.90914000E-01
2026-03-25T19:13:34.593,1.90914000E-01
2026-03-25T19:13:34.598,1.90914000E-01
2026-03-25T19:13:34.602,1.90914000E-01
2026-03-25T19:13:34.613,1.90914000E-01
2026-03-25T19:13:34.620,1.90914000E-01
2026-03-25T19:13:34.624,1.04628000E-01
2026-03-25T19:13:34.628,1.04628000E-01
2026-03-25T19:13:34.632,1.04628000E-01
2026-03-25T19:13:34.637,1.04628000E-01
2026-03-25T19:13:34.642,1.04628000E-01
2026-03-25T19:13:34.646,1.04628000E-01
2026-03-25T19:13:34.649,1.04628000E-01
2026-03-25T19:13:34.653,1.04628000E-01
2026-03-25T19:13:34.657,1.04628000E-01
2026-03-25T19:13:34.664,1.04628000E-01
2026-03-25T19:13:34.668,1.04628000E-01
2026-03-25T19:13:34.672,1.04628000E-01
2026-03-25T19:13:34.675,1.04628000E-01
2026-03-25T19:13:34.679,1.04628000E-01
2026-03-25T19:13:34.683,1.04628000E-01
2026-03-25T19:13:34.687,1.04628000E-01
2026-03-25T19:13:34.691,1.04628000E-01
2026-03-25T19:13:34.694,1.04628000E-01
2026-03-25T19:13:34.698,1.04628000E-01
2026-03-25T19:13:34.702,1.04628000E-01
2026-03-25T19:13:34.706,1.04628000E-01
2026-03-25T19:13:34.717,1.04589000E-01
2026-03-25T19:13:34.724,1.04589000E-01
2026-03-25T19:13:34.728,1.04589000E-01
2026-03-25T19:13:34.732,1.04589000E-01
2026-03-25T19:13:34.736,1.04589000E-01
2026-03-25T19:13:34.739,1.04589000E-01
2026-03-25T19:13:34.743,1.04589000E-01
2026-03-25T19:13:34.747,1.04589000E-01
2026-03-25T19:13:34.752,1.04589000E-01
2026-03-25T19:13:34.756,1.04589000E-01
2026-03-25T19:13:34.759,1.04589000E-01
2026-03-25T19:13:34.763,1.04589000E-01
2026-03-25T19:13:34.767,1.04589000E-01
2026-03-25T19:13:34.772,1.04589000E-01
2026-03-25T19:13:34.780,1.04589000E-01
2026-03-25T19:13:34.784,1.04589000E-01
2026-03-25T19:13:34.787,1.04589000E-01
2026-03-25T19:13:34.792,1.04589000E-01
2026-03-25T19:13:34.796,1.04589000E-01
2026-03-25T19:13:34.800,1.04589000E-01
2026-03-25T19:13:34.804,1.04589000E-01
2026-03-25T19:13:34.816,1.06960000E-01
2026-03-25T19:13:34.821,1.06960000E-01
2026-03-25T19:13:34.824,1.06960000E-01
2026-03-25T19:13:34.828,1.06960000E-01
2026-03-25T19:13:34.832,1.06960000E-01
2026-03-25T19:13:34.840,1.06960000E-01
2026-03-25T19:13:34.843,1.06960000E-01
2026-03-25T19:13:34.847,1.06960000E-01
2026-03-25T19:13:34.851,1.06960000E-01
2026-03-25T19:13:34.855,1.06960000E-01
2026-03-25T19:13:34.859,1.06960000E-01
2026-03-25T19:13:34.863,1.06960000E-01
2026-03-25T19:13:34.867,1.06960000E-01
2026-03-25T19:13:34.870,1.06960000E-01
2026-03-25T19:13:34.874,1.06960000E-01
2026-03-25T19:13:34.878,1.06960000E-01
2026-03-25T19:13:34.882,1.06960000E-01
2026-03-25T19:13:34.886,1.06960000E-01
2026-03-25T19:13:34.890,1.06960000E-01
2026-03-25T19:13:34.896,1.06960000E-01
2026-03-25T19:13:34.901,1.06960000E-01
2026-03-25T19:13:34.912,1.04501000E-01
2026-03-25T19:13:34.917,1.04501000E-01
2026-03-25T19:13:34.922,1.04501000E-01
2026-03-25T19:13:34.926,1.04501000E-01
2026-03-25T19:13:34.930,1.04501000E-01
2026-03-25T19:13:34.934,1.04501000E-01
2026-03-25T19:13:34.937,1.04501000E-01
2026-03-25T19:13:34.942,1.04501000E-01
2026-03-25T19:13:34.946,1.04501000E-01
2026-03-25T19:13:34.950,1.04501000E-01
2026-03-25T19:13:34.957,1.04501000E-01
2026-03-25T19:13:34.962,1.04501000E-01
2026-03-25T19:13:34.965,1.04501000E-01
2026-03-25T19:13:34.969,1.04501000E-01
2026-03-25T19:13:34.972,1.04501000E-01
2026-03-25T19:13:34.977,1.04501000E-01
2026-03-25T19:13:34.981,1.04501000E-01
2026-03-25T19:13:34.986,1.04501000E-01
2026-03-25T19:13:34.990,1.04501000E-01
2026-03-25T19:13:34.993,1.04501000E-01
2026-03-25T19:13:35.001,1.04501000E-01
2026-03-25T19:13:35.004,1.04503000E-01
2026-03-25T19:13:35.016,1.04503000E-01
2026-03-25T19:13:35.019,1.04503000E-01
2026-03-25T19:13:35.023,1.04503000E-01
2026-03-25T19:13:35.027,1.04503000E-01
2026-03-25T19:13:35.031,1.04503000E-01
2026-03-25T19:13:35.034,1.04503000E-01
2026-03-25T19:13:35.038,1.04503000E-01
2026-03-25T19:13:35.042,1.04503000E-01
2026-03-25T19:13:35.047,1.04503000E-01
2026-03-25T19:13:35.052,1.04503000E-01
2026-03-25T19:13:35.056,1.04503000E-01
2026-03-25T19:13:35.059,1.04503000E-01
2026-03-25T19:13:35.063,1.04503000E-01
2026-03-25T19:13:35.070,1.04503000E-01
2026-03-25T19:13:35.074,1.04503000E-01
2026-03-25T19:13:35.078,1.04503000E-01
2026-03-25T19:13:35.082,1.04503000E-01
2026-03-25T19:13:35.087,1.04503000E-01
2026-03-25T19:13:35.091,1.04503000E-01
2026-03-25T19:13:35.098,1.04799000E-01
2026-03-25T19:13:35.102,1.04799000E-01
2026-03-25T19:13:35.106,1.04799000E-01
2026-03-25T19:13:35.113,1.04799000E-01
2026-03-25T19:13:35.117,1.04799000E-01
2026-03-25T19:13:35.122,1.04799000E-01
2026-03-25T19:13:35.129,1.04799000E-01
2026-03-25T19:13:35.133,1.04799000E-01
2026-03-25T19:13:35.137,1.04799000E-01
2026-03-25T19:13:35.141,1.04799000E-01
2026-03-25T19:13:35.144,1.04799000E-01
2026-03-25T19:13:35.149,1.04799000E-01
2026-03-25T19:13:35.152,1.04799000E-01
2026-03-25T19:13:35.156,1.04799000E-01
2026-03-25T19:13:35.159,1.04799000E-01
2026-03-25T19:13:35.163,1.04799000E-01
2026-03-25T19:13:35.167,1.04799000E-01
2026-03-25T19:13:35.171,1.04799000E-01
2026-03-25T19:13:35.174,1.04799000E-01
2026-03-25T19:13:35.178,1.04799000E-01
2026-03-25T19:13:35.182,1.04799000E-01
2026-03-25T19:13:35.192,1.04666000E-01
2026-03-25T19:13:35.197,1.04666000E-01
2026-03-25T19:13:35.201,1.04666000E-01
2026-03-25T19:13:35.204,1.04666000E-01
2026-03-25T19:13:35.213,1.04666000E-01
2026-03-25T19:13:35.217,1.04666000E-01
2026-03-25T19:13:35.225,1.04666000E-01
2026-03-25T19:13:35.230,1.04666000E-01
2026-03-25T19:13:35.233,1.04666000E-01
2026-03-25T19:13:35.237,1.04666000E-01
2026-03-25T19:13:35.244,1.04666000E-01
2026-03-25T19:13:35.248,1.04666000E-01
2026-03-25T19:13:35.252,1.04666000E-01
2026-03-25T19:13:35.256,1.04666000E-01
2026-03-25T19:13:35.259,1.04666000E-01
2026-03-25T19:13:35.263,1.04666000E-01
2026-03-25T19:13:35.267,1.04666000E-01
2026-03-25T19:13:35.271,1.04666000E-01
2026-03-25T19:13:35.274,1.04666000E-01
2026-03-25T19:13:35.278,1.04666000E-01
2026-03-25T19:13:35.286,1.04666000E-01
2026-03-25T19:13:35.289,1.04613000E-01
2026-03-25T19:13:35.293,1.04613000E-01
2026-03-25T19:13:35.297,1.04613000E-01
2026-03-25T19:13:35.304,1.04613000E-01
2026-03-25T19:13:35.313,1.04613000E-01
2026-03-25T19:13:35.317,1.04613000E-01
2026-03-25T19:13:35.321,1.04613000E-01
2026-03-25T19:13:35.325,1.04613000E-01
2026-03-25T19:13:35.329,1.04613000E-01
2026-03-25T19:13:35.333,1.04613000E-01
2026-03-25T19:13:35.337,1.04613000E-01
2026-03-25T19:13:35.341,1.04613000E-01
2026-03-25T19:13:35.346,1.04613000E-01
2026-03-25T19:13:35.350,1.04613000E-01
2026-03-25T19:13:35.354,1.04613000E-01
2026-03-25T19:13:35.360,1.04613000E-01
2026-03-25T19:13:35.364,1.04613000E-01
2026-03-25T19:13:35.368,1.04613000E-01
2026-03-25T19:13:35.372,1.04613000E-01
2026-03-25T19:13:35.380,1.04613000E-01
2026-03-25T19:13:35.384,1.04672000E-01
2026-03-25T19:13:35.387,1.04672000E-01
2026-03-25T19:13:35.392,1.04672000E-01
2026-03-25T19:13:35.396,1.04672000E-01
2026-03-25T19:13:35.401,1.04672000E-01
2026-03-25T19:13:35.404,1.04672000E-01
2026-03-25T19:13:35.412,1.04672000E-01
2026-03-25T19:13:35.420,1.04672000E-01
2026-03-25T19:13:35.424,1.04672000E-01
2026-03-25T19:13:35.427,1.04672000E-01
2026-03-25T19:13:35.432,1.04672000E-01
2026-03-25T19:13:35.436,1.04672000E-01
2026-03-25T19:13:35.439,1.04672000E-01
2026-03-25T19:13:35.443,1.04672000E-01
2026-03-25T19:13:35.447,1.04672000E-01
2026-03-25T19:13:35.452,1.04672000E-01
2026-03-25T19:13:35.456,1.04672000E-01
2026-03-25T19:13:35.459,1.04672000E-01
2026-03-25T19:13:35.463,1.04672000E-01
2026-03-25T19:13:35.467,1.04672000E-01
2026-03-25T19:13:35.471,1.04672000E-01
2026-03-25T19:13:35.481,1.04649000E-01
2026-03-25T19:13:35.485,1.04649000E-01
2026-03-25T19:13:35.489,1.04649000E-01
2026-03-25T19:13:35.493,1.04649000E-01
2026-03-25T19:13:35.497,1.04649000E-01
2026-03-25T19:13:35.501,1.04649000E-01
2026-03-25T19:13:35.505,1.04649000E-01
2026-03-25T19:13:35.514,1.04649000E-01
2026-03-25T19:13:35.517,1.04649000E-01
2026-03-25T19:13:35.522,1.04649000E-01
2026-03-25T19:13:35.526,1.04649000E-01
2026-03-25T19:13:35.529,1.04649000E-01
2026-03-25T19:13:35.537,1.04649000E-01
2026-03-25T19:13:35.542,1.04649000E-01
2026-03-25T19:13:35.547,1.04649000E-01
2026-03-25T19:13:35.552,1.04649000E-01
2026-03-25T19:13:35.556,1.04649000E-01
2026-03-25T19:13:35.559,1.04649000E-01
2026-03-25T19:13:35.563,1.04649000E-01
2026-03-25T19:13:35.571,1.04649000E-01
2026-03-25T19:13:35.574,1.04665000E-01
2026-03-25T19:13:35.578,1.04665000E-01
2026-03-25T19:13:35.582,1.04665000E-01
2026-03-25T19:13:35.586,1.04665000E-01
2026-03-25T19:13:35.592,1.04665000E-01
2026-03-25T19:13:35.597,1.04665000E-01
2026-03-25T19:13:35.602,1.04665000E-01
2026-03-25T19:13:35.606,1.04665000E-01
2026-03-25T19:13:35.613,1.04665000E-01
2026-03-25T19:13:35.618,1.04665000E-01
2026-03-25T19:13:35.622,1.04665000E-01
2026-03-25T19:13:35.626,1.04665000E-01
2026-03-25T19:13:35.629,1.04665000E-01
2026-03-25T19:13:35.633,1.04665000E-01
2026-03-25T19:13:35.637,1.04665000E-01
2026-03-25T19:13:35.641,1.04665000E-01
2026-03-25T19:13:35.644,1.04665000E-01
2026-03-25T19:13:35.652,1.04665000E-01
2026-03-25T19:13:35.655,1.04665000E-01
2026-03-25T19:13:35.659,1.04665000E-01
2026-03-25T19:13:35.667,1.04687000E-01
2026-03-25T19:13:35.671,1.04687000E-01
2026-03-25T19:13:35.674,1.04687000E-01
2026-03-25T19:13:35.678,1.04687000E-01
2026-03-25T19:13:35.682,1.04687000E-01
2026-03-25T19:13:35.686,1.04687000E-01
2026-03-25T19:13:35.690,1.04687000E-01
2026-03-25T19:13:35.694,1.04687000E-01
2026-03-25T19:13:35.697,1.04687000E-01
2026-03-25T19:13:35.702,1.04687000E-01
2026-03-25T19:13:35.709,1.04687000E-01
2026-03-25T19:13:35.716,1.04687000E-01
2026-03-25T19:13:35.720,1.04687000E-01
2026-03-25T19:13:35.724,1.04687000E-01
2026-03-25T19:13:35.728,1.04687000E-01
2026-03-25T19:13:35.732,1.04687000E-01
2026-03-25T19:13:35.736,1.04687000E-01
2026-03-25T19:13:35.739,1.04687000E-01
2026-03-25T19:13:35.743,1.04687000E-01
2026-03-25T19:13:35.747,1.04687000E-01
2026-03-25T19:13:35.750,1.04687000E-01
2026-03-25T19:13:35.754,1.04687000E-01
2026-03-25T19:13:35.760,1.04687000E-01
2026-03-25T19:13:35.767,1.04859000E-01
2026-03-25T19:13:35.773,1.04859000E-01
2026-03-25T19:13:35.777,1.04859000E-01
2026-03-25T19:13:35.780,1.04859000E-01
2026-03-25T19:13:35.784,1.04859000E-01
2026-03-25T19:13:35.787,1.04859000E-01
2026-03-25T19:13:35.791,1.04859000E-01
2026-03-25T19:13:35.794,1.04859000E-01
2026-03-25T19:13:35.798,1.04859000E-01
2026-03-25T19:13:35.802,1.04859000E-01
2026-03-25T19:13:35.806,1.04859000E-01
2026-03-25T19:13:35.809,1.04859000E-01
2026-03-25T19:13:35.817,1.04859000E-01
