# META
run,6
session,20260422_182825

# METER
timestamp,voltage_v,phase
2026-04-22T18:30:24.034,3.55320000E-02,baseline
2026-04-22T18:30:24.037,3.55320000E-02,baseline
2026-04-22T18:30:24.040,3.55320000E-02,baseline
2026-04-22T18:30:24.046,3.55320000E-02,baseline
2026-04-22T18:30:24.050,3.55320000E-02,baseline
2026-04-22T18:30:24.054,3.55320000E-02,baseline
2026-04-22T18:30:24.057,3.55320000E-02,baseline
2026-04-22T18:30:24.061,3.55320000E-02,baseline
2026-04-22T18:30:24.064,3.55320000E-02,baseline
2026-04-22T18:30:24.067,3.55320000E-02,baseline
2026-04-22T18:30:24.071,3.55320000E-02,baseline
2026-04-22T18:30:24.074,3.55320000E-02,baseline
2026-04-22T18:30:24.093,3.55309000E-02,baseline
2026-04-22T18:30:24.127,3.55309000E-02,baseline
2026-04-22T18:30:24.163,3.55309000E-02,baseline
2026-04-22T18:30:24.169,3.55309000E-02,baseline
2026-04-22T18:30:24.176,3.55309000E-02,baseline
2026-04-22T18:30:24.179,3.55309000E-02,baseline
2026-04-22T18:30:24.185,3.55309000E-02,baseline
2026-04-22T18:30:24.188,3.55309000E-02,baseline
2026-04-22T18:30:24.191,3.55309000E-02,baseline
2026-04-22T18:30:24.195,3.55309000E-02,baseline
2026-04-22T18:30:24.200,3.55309000E-02,baseline
2026-04-22T18:30:24.204,3.55309000E-02,baseline
2026-04-22T18:30:24.207,3.55309000E-02,baseline
2026-04-22T18:30:24.210,3.55309000E-02,baseline
2026-04-22T18:30:24.214,3.55309000E-02,baseline
2026-04-22T18:30:24.217,3.55309000E-02,baseline
2026-04-22T18:30:24.220,3.55309000E-02,baseline
2026-04-22T18:30:24.239,3.55309000E-02,baseline
2026-04-22T18:30:24.242,3.55309000E-02,baseline
2026-04-22T18:30:24.247,3.55309000E-02,baseline
2026-04-22T18:30:24.251,3.55309000E-02,baseline
2026-04-22T18:30:24.254,3.55309000E-02,baseline
2026-04-22T18:30:24.259,3.55309000E-02,baseline
2026-04-22T18:30:24.266,3.55309000E-02,baseline
2026-04-22T18:30:24.274,3.55388000E-02,baseline
2026-04-22T18:30:24.280,3.55388000E-02,baseline
2026-04-22T18:30:24.286,3.55388000E-02,baseline
2026-04-22T18:30:24.291,3.55388000E-02,baseline
2026-04-22T18:30:24.295,3.55388000E-02,baseline
2026-04-22T18:30:24.299,3.55388000E-02,baseline
2026-04-22T18:30:24.303,3.55388000E-02,baseline
2026-04-22T18:30:24.306,3.55388000E-02,baseline
2026-04-22T18:30:24.312,3.55388000E-02,baseline
2026-04-22T18:30:24.318,3.55388000E-02,baseline
2026-04-22T18:30:24.322,3.55388000E-02,baseline
2026-04-22T18:30:24.325,3.55388000E-02,baseline
2026-04-22T18:30:24.329,3.55388000E-02,baseline
2026-04-22T18:30:24.332,3.55388000E-02,baseline
2026-04-22T18:30:24.336,3.55388000E-02,baseline
2026-04-22T18:30:24.339,3.55388000E-02,baseline
2026-04-22T18:30:24.342,3.55388000E-02,baseline
2026-04-22T18:30:24.345,3.55388000E-02,baseline
2026-04-22T18:30:24.348,3.55388000E-02,baseline
2026-04-22T18:30:24.353,3.55388000E-02,baseline
2026-04-22T18:30:24.356,3.55388000E-02,baseline
2026-04-22T18:30:24.362,3.55388000E-02,baseline
2026-04-22T18:30:24.367,3.55388000E-02,baseline
2026-04-22T18:30:24.370,3.55388000E-02,baseline
