Protocol,Experiment,Run,Samples_N,Samples_N_eff,Vshunt_Mean_V,Vshunt_Median_V,Vshunt_Std_V,Vshunt_Max_V,Vshunt_Min_V,Vshunt_Combined_Uncert_V,Current_Mean_mA,Current_Median_mA,Current_Std_mA,Current_Max_mA,Current_Min_mA,Power_Mean_mW,Power_Std_mW,Power_Rel_Uncert_pct
BLE,chunk,ble_nrf52_chunked_244_run07.csv,18407,52.9072308424,0.0095876967,0.0099504800,0.0021350577,0.0111833000,0.0036055100,0.0002935722,8.4523302394,8.7720803396,1.8817978461,9.8586636159,3.1797487008,42.4339012350,9.4473383890,3.0619758128
BLE,chunk,ble_nrf52_chunked_244_run03.csv,18407,49.6168416235,0.0095645790,0.0103032000,0.0021694059,0.0111630000,0.0036131400,0.0003080231,8.4319548047,9.0829608033,1.9120716218,9.8407715956,3.1864736326,42.3316088306,9.5993242166,3.2204640568
BLE,chunk,ble_nrf52_chunked_244_run17.csv,18611,56.0874240856,0.0096059402,0.0100529000,0.0021333268,0.0111857000,0.0035889400,0.0002848992,8.4684097497,8.8623513111,1.8802722516,9.8607789287,3.1651442291,42.5146264706,9.4396793262,2.9658737744
BLE,chunk,ble_nrf52_chunked_244_run16.csv,18553,35.9666712652,0.0096076145,0.0100043000,0.0020464715,0.0112161000,0.0036242300,0.0003412731,8.4698854150,8.8195162280,1.8037197308,9.8875728902,3.1962481403,42.5220348698,9.0553566583,3.5521176223
BLE,chunk,ble_nrf52_chunked_244_run02.csv,18210,41.2489566004,0.0095958572,0.0101248500,0.0021025165,0.0111785000,0.0036089700,0.0003274036,8.4595228057,8.9257666246,1.8531166489,9.8544329904,3.1827982767,42.4700106436,9.3033479086,3.4119335003
BLE,chunk,ble_nrf52_chunked_244_run14.csv,18480,33.7351559836,0.0095826325,0.0101498000,0.0020837048,0.0112813000,0.0036074200,0.0003587871,8.4478667704,8.9477570634,1.8365364248,9.9450388865,3.1814321372,42.4114929291,9.2201088996,3.7441462865
BLE,chunk,ble_nrf52_chunked_244_run28.csv,18468,40.0675148193,0.0095780310,0.0101324000,0.0021354707,0.0111685000,0.0036194600,0.0003373999,8.4438110813,8.9324210460,1.8821618476,9.8456191873,3.1920439562,42.3911318328,9.4491658141,3.5226506755
BLE,chunk,ble_nrf52_chunked_244_run29.csv,18531,45.3727767397,0.0095911084,0.0098238600,0.0021014571,0.0111669000,0.0035792800,0.0003120171,8.4553372552,8.6604799645,1.8521829040,9.8442089788,3.1566300953,42.4489975940,9.2986601552,3.2531991396
BLE,chunk,ble_nrf52_chunked_244_run01.csv,18522,43.6550585957,0.0095665948,0.0098165900,0.0021314694,0.0113533000,0.0035900100,0.0003226367,8.4337314848,8.6540723296,1.8786351922,10.0084982690,3.1660873060,42.3405284379,9.4314606675,3.3725419730
BLE,chunk,ble_nrf52_chunked_244_run15.csv,18490,53.0537101738,0.0095614503,0.0099810000,0.0021773825,0.0113185000,0.0036117100,0.0002989767,8.4291972261,8.7989800667,1.9191020265,9.9778262341,3.1852132588,42.3177647407,9.6346195125,3.1269050544
BLE,chunk,ble_nrf52_chunked_244_run18.csv,18266,35.8788886300,0.0095913953,0.0099652600,0.0020538566,0.0113872000,0.0036021700,0.0003429230,8.4555901633,8.7851071406,1.8102287950,10.0383770615,3.1768048906,42.4502672886,9.0880346277,3.5753264208
BLE,chunk,ble_nrf52_chunked_244_run30.csv,18502,45.6692617656,0.0095831196,0.0099552500,0.0021314288,0.0112086000,0.0036031300,0.0003154374,8.4482961256,8.7762845237,1.8785993484,9.8809625378,3.1776510157,42.4136484549,9.4312807184,3.2916018082
BLE,chunk,ble_nrf52_chunked_244_run24.csv,18518,37.7481635978,0.0095893420,0.0099793300,0.0020986766,0.0113073000,0.0036145700,0.0003416205,8.4537804300,8.7975081616,1.8497322299,9.9679547746,3.1877340065,42.4411817411,9.2863568428,3.5625093211
BLE,chunk,ble_nrf52_chunked_244_run25.csv,18462,51.0692824505,0.0095715955,0.0099559600,0.0021515287,0.0111615000,0.0035876300,0.0003011112,8.4381389572,8.7769103037,1.8963150809,9.8394495251,3.1639896209,42.3626556200,9.5202204094,3.1458912420
BLE,chunk,ble_nrf52_chunked_244_run19.csv,18063,54.2758055105,0.0095796677,0.0100901000,0.0021627852,0.0114055000,0.0036042000,0.0002936115,8.4452536411,8.8951386588,1.9062362889,10.0545063213,3.1785940926,42.3983740293,9.5700286338,3.0649522912
BLE,chunk,ble_nrf52_chunked_244_run27.csv,18483,48.4798634809,0.0096008624,0.0103107000,0.0021193166,0.0112316000,0.0036065900,0.0003044202,8.4639342435,9.0895711556,1.8679239415,9.9012342850,3.1807005916,42.4921577335,9.3776861295,3.1707673018
BLE,chunk,ble_nrf52_chunked_244_run26.csv,18473,37.8728743409,0.0096098084,0.0100885000,0.0020719637,0.0111702000,0.0036169600,0.0003367175,8.4718190663,8.8937284503,1.8261880126,9.8471175338,3.1898405054,42.5317425324,9.1681559486,3.5039015077
BLE,chunk,ble_nrf52_chunked_244_run22.csv,18442,37.0762945576,0.0096060517,0.0100533000,0.0020746684,0.0112237000,0.0036226800,0.0003407588,8.4685080452,8.8627038633,1.8285718795,9.8942713805,3.1948820008,42.5151199513,9.1801238639,3.5473420632
BLE,chunk,ble_nrf52_chunked_244_run23.csv,18462,52.4455268927,0.0095882532,0.0101962000,0.0021491586,0.0111983000,0.0036123100,0.0002968080,8.4528207940,8.9886531099,1.8942260469,9.8718843206,3.1857420870,42.4363640048,9.5097326673,3.0955461651
BLE,chunk,ble_nrf52_chunked_244_run21.csv,18790,54.0768413733,0.0095873384,0.0098176600,0.0021292199,0.0111947000,0.0036214900,0.0002895872,8.4520145074,8.6550154065,1.8766525367,9.8687113515,3.1938331582,42.4323161407,9.4215069857,3.0205255574
BLE,chunk,ble_nrf52_chunked_244_run09.csv,18276,52.2082230850,0.0095353403,0.0099188800,0.0021895640,0.0111591000,0.0036100400,0.0003030729,8.4061844062,8.7442287217,1.9298385586,9.8373342124,3.1837413537,42.2022316629,9.6885209729,3.1784247841
BLE,chunk,ble_nrf52_chunked_244_run08.csv,18471,35.6177557073,0.0096068165,0.0100054000,0.0020583990,0.0111578000,0.0036169600,0.0003449386,8.4691821300,8.8204857463,1.8142323581,9.8361884180,3.1898405054,42.5185041128,9.1081340318,3.5905676040
BLE,chunk,ble_nrf52_chunked_244_run20.csv,18421,33.9051952420,0.0095657254,0.0099507200,0.0020885126,0.0111693000,0.0035902500,0.0003587121,8.4329651799,8.7722918709,1.8407738609,9.8463242915,3.1662988373,42.3366812967,9.2413824348,3.7499793158
BLE,byte,ble_nrf52_byte_for_byte_run05.csv,190430,1132.9591335430,0.0084580646,0.0084834100,0.0008640980,0.0125167000,0.0052237700,0.0000261495,7.4566947554,7.4790337251,0.7615990034,11.0338961240,4.6060512047,37.4354337594,3.8235156432,0.3092478216
BLE,byte,ble_nrf52_byte_for_byte_run11.csv,176513,1091.0295434390,0.0084236608,0.0084645700,0.0008841713,0.0125198000,0.0052280600,0.0000272266,7.4263719568,7.4624285201,0.7792911392,11.0366284030,4.6098323262,37.2832018183,3.9123368703,0.3232930013
BLE,byte,ble_nrf52_byte_for_byte_run10.csv,168025,1089.9994827404,0.0084290562,0.0084655200,0.0008906651,0.0125198000,0.0052285400,0.0000274324,7.4311273753,7.4632658314,0.7850147192,11.0366284030,4.6102553888,37.3070758211,3.9410714109,0.3255277681
BLE,byte,ble_nrf52_byte_for_byte_run04.csv,187940,1099.1059136269,0.0084268369,0.0084536000,0.0008612299,0.0124676000,0.0052269900,0.0000264497,7.4291712887,7.4527597780,0.7590710622,10.9906203507,4.6088892493,37.2972555251,3.8108244202,0.3139552460
BLE,byte,ble_nrf52_byte_for_byte_run12.csv,167323,1068.9815219235,0.0084246069,0.0084578900,0.0008838781,0.0123940000,0.0052229300,0.0000274878,7.4272058098,7.4565408996,0.7790327252,10.9257507597,4.6053108452,37.2873880763,3.9110395341,0.3263569546
BLE,byte,ble_nrf52_byte_for_byte_run06.csv,168990,1089.0890286241,0.0084172031,0.0084382200,0.0008839910,0.0125277000,0.0052211400,0.0000272446,7.4206802373,7.4392041488,0.7791322760,11.0435913075,4.6037331744,37.2546272290,3.9115393166,0.3237553164
BLE,byte,ble_nrf52_byte_for_byte_run07.csv,167118,1096.5257612751,0.0083899882,0.0084093700,0.0009012060,0.0123704000,0.0052277000,0.0000276663,7.3966936303,7.4137763268,0.7943051991,10.9049501844,4.6095150293,37.1342053708,3.9877131413,0.3298302848
BLE,byte,ble_nrf52_byte_for_byte_run13.csv,167948,1096.6082515844,0.0084304005,0.0084662400,0.0008860512,0.0124113000,0.0052243600,0.0000272154,7.4323121854,7.4639004252,0.7809480827,10.9409986391,4.6065712191,37.3130240172,3.9206553545,0.3229018834
BLE,byte,ble_nrf52_byte_for_byte_run17.csv,168693,1134.7923712234,0.0084389959,0.0084918700,0.0008697215,0.0125100000,0.0052273400,0.0000262930,7.4398879737,7.4864902026,0.7665554006,11.0279908760,4.6091977324,37.3510573457,3.8483986355,0.3116460763
BLE,byte,ble_nrf52_byte_for_byte_run03.csv,187365,1090.8175834715,0.0084118455,0.0084614700,0.0008855559,0.0124734000,0.0052226900,0.0000272703,7.4159581616,7.4596962411,0.7805115699,10.9957323565,4.6050993139,37.2309206191,3.9184638948,0.3242668552
BLE,byte,ble_nrf52_byte_for_byte_run02.csv,184986,1107.0435050425,0.0084395627,0.0084714800,0.0008751192,0.0124759000,0.0052356900,0.0000267682,7.4403875421,7.4685188580,0.7713128665,10.9979358073,4.6165572580,37.3535653680,3.8722829175,0.3172545544
BLE,byte,ble_nrf52_byte_for_byte_run16.csv,169039,1128.0578738305,0.0084697611,0.0085040300,0.0008594517,0.0124828000,0.0052281800,0.0000260684,7.4670038638,7.4972077872,0.7575037694,11.0040173315,4.6099380918,37.4871893908,3.8029560161,0.3078638524
BLE,byte,ble_nrf52_byte_for_byte_run14.csv,166238,1092.3215795234,0.0084323439,0.0084574100,0.0008785553,0.0124858000,0.0052280600,0.0000270440,7.4340250279,7.4561178370,0.7743413390,11.0066614724,4.6098323262,37.3216231355,3.8874869970,0.3207954482
BLE,byte,ble_nrf52_byte_for_byte_run15.csv,165703,1111.7294976192,0.0084232987,0.0084675500,0.0008787377,0.0124281000,0.0052272200,0.0000268203,7.4260527856,7.4650550334,0.7745020663,10.9558058284,4.6090919667,37.2815994578,3.8882939091,0.3184848448
BLE,byte,ble_nrf52_byte_for_byte_run01.csv,182683,1144.2581097947,0.0084188906,0.0084446600,0.0008730009,0.0124462000,0.0052267500,0.0000262831,7.4221676228,7.4448802380,0.7694457850,10.9717588120,4.6086777180,37.2620944678,3.8629094606,0.3122720155
BLE,byte,ble_nrf52_byte_for_byte_run028.csv,168246,1149.5030581260,0.0084136263,0.0084551500,0.0008852854,0.0126211000,0.0052250800,0.0000265810,7.4175277697,7.4541259175,0.7802731605,11.1259122286,4.6072058129,37.2388006471,3.9172669890,0.3160076743
BLE,byte,ble_nrf52_byte_for_byte_run029.csv,167713,1011.0042284676,0.0084060342,0.0084501400,0.0009267220,0.0124688000,0.0051672500,0.0000295671,7.4108362275,7.4497102022,0.8167945114,10.9916780071,4.5562355894,37.2052065687,4.1006180125,0.3518085696
BLE,byte,ble_nrf52_byte_for_byte_run030.csv,166339,1031.7104010252,0.0084373851,0.0084695700,0.0009007478,0.0124601000,0.0051378000,0.0000284809,7.4384682696,7.4668354216,0.7939013364,10.9840099984,4.5302789392,37.3439298928,3.9856855975,0.3376307608
BLE,byte,ble_nrf52_byte_for_byte_run024.csv,168554,1143.5984018221,0.0084206287,0.0084795900,0.0008968106,0.0124286000,0.0052309200,0.0000269821,7.4236995059,7.4756668523,0.7904311884,10.9562465185,4.6123530739,37.2697851019,3.9682641390,0.3205064577
BLE,byte,ble_nrf52_byte_for_byte_run025.csv,166717,1113.2174875985,0.0083477146,0.0083900500,0.0009091742,0.0125566000,0.0052364000,0.0000276997,7.3594345082,7.3967480592,0.8013282228,11.0690631985,4.6171830380,36.9471504566,4.0229713820,0.3318993971
BLE,byte,ble_nrf52_byte_for_byte_run027.csv,166946,1138.8646946226,0.0083922483,0.0084346400,0.0008882689,0.0124796000,0.0052298500,0.0000267874,7.3986855692,7.4360488073,0.7829026851,11.0011969145,4.6114099970,37.1442056591,3.9304681993,0.3192703797
BLE,byte,ble_nrf52_byte_for_byte_run026.csv,169620,1130.6718014555,0.0083384894,0.0083755000,0.0009037625,0.0125049000,0.0052263900,0.0000273337,7.3513035376,7.3839239757,0.7965584702,11.0234958364,4.6083604211,36.9063299027,3.9990254161,0.3278784519
BLE,byte,ble_nrf52_byte_for_byte_run18.csv,167456,1160.0428977552,0.0084043089,0.0084408400,0.0008861851,0.0125068000,0.0052212600,0.0000264902,7.4093155723,7.4415133653,0.7810660708,11.0251704590,4.6038389401,37.1975723036,3.9212476992,0.3152770034
BLE,byte,ble_nrf52_byte_for_byte_run19.csv,181381,1161.3702200967,0.0084316412,0.0084646900,0.0008646619,0.0124933000,0.0052218600,0.0000258556,7.4334057243,7.4625342857,0.7620959601,11.0132718247,4.6043677683,37.3185139967,3.8260105539,0.3067312006
BLE,byte,ble_nrf52_byte_for_byte_run22.csv,167383,1023.9448473941,0.0067214544,0.0067472400,0.0009169025,0.0108391000,0.0036067000,0.0000290794,5.9260807615,5.9488076687,0.8081398269,9.5552925125,3.1807975434,29.7511714072,4.0571682162,0.4326930180
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,164890,1021.7708593475,0.0084125239,0.0084558600,0.0009142602,0.0123968000,0.0051359000,0.0000290312,7.4165560684,7.4547516975,0.8058109406,10.9282186246,4.5286043166,37.2339223379,4.0454763240,0.3451682550
BLE,byte,ble_nrf52_byte_for_byte_run21.csv,169023,1103.7135740939,0.0068018140,0.0068216300,0.0008827834,0.0107867000,0.0035970500,0.0000270304,5.9969080822,6.0143735501,0.7780679492,9.5091081841,3.1722922234,30.1067514010,3.9061959925,0.3974634740
BLE,byte,ble_nrf52_byte_for_byte_run09.csv,166245,1092.3373212847,0.0084364157,0.0084770900,0.0008946450,0.0125570000,0.0052362900,0.0000275224,7.4376138642,7.4734634016,0.7885224878,11.0694157506,4.6170860862,37.3396404538,3.9586817389,0.3263109205
BLE,byte,ble_nrf52_byte_for_byte_run08.csv,166914,1106.4789269885,0.0084329005,0.0084651600,0.0008791692,0.0125748000,0.0052235300,0.0000268944,7.4345156145,7.4629485344,0.7748824246,11.0851043202,4.6058396734,37.3240860664,3.8902034518,0.3190014381
BLE,byte,ble_nrf52_byte_for_byte_run20.csv,184840,1155.4857521788,0.0084704984,0.0085070100,0.0008563205,0.0124043000,0.0052168500,0.0000256782,7.4676537140,7.4998343005,0.7547440592,10.9348289770,4.5999520529,37.4904518848,3.7891012250,0.3032315248
BLE,all,ble_nrf52_full_payload_run14.csv,15449,41.8479622028,0.0101017444,0.0113131000,0.0020806341,0.0118103000,0.0052230500,0.0003216703,8.9054018461,9.9730667804,1.8338299190,10.4112890716,4.6054166108,44.7084924148,9.2065212148,3.1843125711
BLE,all,ble_nrf52_full_payload_run28.csv,14533,42.2666245472,0.0102620281,0.0113395000,0.0020235813,0.0118655000,0.0052436800,0.0003112991,9.0466727420,9.9963352207,1.7835447435,10.4599412648,4.6235994867,45.4177258537,8.9540705756,3.0335133758
BLE,all,ble_nrf52_full_payload_run29.csv,14666,43.0038571471,0.0102581135,0.0113433000,0.0020367583,0.0118594000,0.0052660900,0.0003106291,9.0432224648,9.9996844658,1.7951586905,10.4545648449,4.6433512195,45.4004041545,9.0123769913,3.0281387779
BLE,all,ble_nrf52_full_payload_run01.csv,15511,32.2408162579,0.0099917513,0.0113246000,0.0023687417,0.0118496000,0.0051614100,0.0004172015,8.8084560245,9.9832026540,2.0877622849,10.4459273179,4.5510883284,44.2217876477,10.4813579320,4.1754650474
BLE,all,ble_nrf52_full_payload_run15.csv,15301,43.3029735487,0.0100117773,0.0113150000,0.0021421564,0.0119050000,0.0052472500,0.0003255693,8.8261065898,9.9747414030,1.8880544465,10.4947557871,4.6267460144,44.3104001754,9.4787488939,3.2518711143
BLE,all,ble_nrf52_full_payload_run03.csv,15545,41.8339848091,0.0100320917,0.0113132000,0.0020869818,0.0118161000,0.0052269900,0.0003227053,8.8440113137,9.9731549185,1.8394246940,10.4164010774,4.6088892493,44.4002886753,9.2346091061,3.2167380310
BLE,all,ble_nrf52_full_payload_run17.csv,14693,47.3030139240,0.0101909320,0.0113360000,0.0020776090,0.0118467000,0.0052792100,0.0003021196,8.9840100376,9.9932503896,1.8311636728,10.4433713149,4.6549149292,45.1031353286,9.1931356483,2.9646008577
BLE,all,ble_nrf52_full_payload_run16.csv,15243,45.9564580641,0.0101303392,0.0113134000,0.0020542424,0.0118687000,0.0052194700,0.0003030662,8.9306046959,9.9733311945,1.8105688449,10.4627616818,4.6022612693,44.8350202727,9.0897418070,2.9916772825
BLE,all,ble_nrf52_full_payload_run02.csv,14805,42.4180302098,0.0101535757,0.0113365000,0.0020404480,0.0117937000,0.0052805200,0.0003133326,8.9510849072,9.9936910797,1.7984106892,10.3966581584,4.6560695374,44.9378386953,9.0287032572,3.0859415985
BLE,all,ble_nrf52_full_payload_run06.csv,15291,42.8041689702,0.0100500890,0.0113136000,0.0020964171,0.0118971000,0.0052429600,0.0003204701,8.8598737725,9.9735074706,1.8477407188,10.4877928827,4.6229648929,44.4799242300,9.2763587019,3.1887364952
BLE,all,ble_nrf52_full_payload_run12.csv,15568,42.6979465136,0.0099997037,0.0113112000,0.0021287006,0.0118422000,0.0052300900,0.0003258083,8.8154651345,9.9713921578,1.8761947871,10.4394051035,4.6116215282,44.2569760363,9.4192089093,3.2581874613
BLE,all,ble_nrf52_full_payload_run13.csv,15563,42.0974782278,0.0100356142,0.0113098000,0.0021080923,0.0118993000,0.0052345000,0.0003249473,8.8471159516,9.9701582254,1.8580310505,10.4897319194,4.6155084154,44.4158751340,9.3280200672,3.2379492188
BLE,all,ble_nrf52_full_payload_run07.csv,15154,44.9978975657,0.0100323670,0.0113165000,0.0021269315,0.0118136000,0.0052372400,0.0003171110,8.8442539252,9.9760634735,1.8746355324,10.4141976266,4.6179233975,44.4015066769,9.4113808594,3.1608872680
BLE,all,ble_nrf52_full_payload_run11.csv,15596,41.9671002356,0.0100361306,0.0113105000,0.0021092523,0.0119077000,0.0052293700,0.0003256306,8.8475711347,9.9707751916,1.8590534626,10.4971355140,4.6109869344,44.4181603254,9.3331529636,3.2445908311
BLE,all,ble_nrf52_full_payload_run05.csv,15249,41.3240036750,0.0100367748,0.0113138000,0.0020778110,0.0118258000,0.0052315200,0.0003232636,8.8481388747,9.9736837466,1.8313417336,10.4249504664,4.6128819021,44.4210105957,9.1940295810,3.2207990473
BLE,all,ble_nrf52_full_payload_run04.csv,15477,41.2818045667,0.0100261382,0.0113122000,0.0020826490,0.0119544000,0.0052362900,0.0003241816,8.8387640170,9.9722735381,1.8356058277,10.5382959746,4.6170860862,44.3739452571,9.2154369498,3.2333722743
BLE,all,ble_nrf52_full_payload_run10.csv,15471,42.5949837838,0.0100849715,0.0113155000,0.0020658070,0.0118451000,0.0052664500,0.0003165663,8.8906185057,9.9751820932,1.8207616196,10.4419611064,4.6436685164,44.6342744431,9.1409133988,3.1389983622
BLE,all,ble_nrf52_full_payload_run21.csv,14692,44.2839979642,0.0102316842,0.0113420000,0.0020192544,0.0118090000,0.0052675200,0.0003034776,9.0199281895,9.9985386714,1.7797310846,10.4101432772,4.6446115933,45.2834580643,8.9349245630,2.9660652962
BLE,all,ble_nrf52_full_payload_run09.csv,15427,43.3097681806,0.0100579664,0.0113137000,0.0020868551,0.0117837000,0.0052261500,0.0003171417,8.8668167396,9.9735956086,1.8393129825,10.3878443553,4.6081488898,44.5147805564,9.2340482716,3.1531469712
BLE,all,ble_nrf52_full_payload_run08.csv,15734,39.4977299512,0.0099971572,0.0113147000,0.0021000362,0.0118301000,0.0052594200,0.0003341868,8.8132207380,9.9744769889,1.8509305783,10.4287404018,4.6374724128,44.2457083155,9.2923730060,3.3428256530
BLE,all,ble_nrf52_full_payload_run20.csv,14662,45.6283462122,0.0102204037,0.0113365000,0.0020538154,0.0117920000,0.0052690700,0.0003040904,9.0099857926,9.9936910797,1.8101924318,10.3951598119,4.6459777328,45.2335434634,9.0878520706,2.9753354742
BLE,all,ble_nrf52_full_payload_run22.csv,14614,43.7622840078,0.0102605638,0.0113409000,0.0020241963,0.0118788000,0.0052768200,0.0003060276,9.0453821223,9.9975691531,1.7840867722,10.4716636230,4.6528084302,45.4112464540,8.9567917652,2.9825699279
BLE,all,ble_nrf52_full_payload_run23.csv,14690,43.7522469895,0.0102163459,0.0113402000,0.0020410725,0.0118682000,0.0052857600,0.0003086137,9.0064093292,9.9969521869,1.7989611184,10.4623209917,4.6606879702,45.2155882619,9.0314666204,3.0207923301
BLE,all,ble_nrf52_full_payload_run27.csv,14693,44.3815669403,0.0102322412,0.0113396000,0.0020527325,0.0118486000,0.0052626300,0.0003081685,9.0204191421,9.9964233587,1.8092379707,10.4450459375,4.6403016436,45.2859228320,9.0830603141,3.0117481276
BLE,all,ble_nrf52_full_payload_run26.csv,14667,42.7973909737,0.0102526709,0.0113389000,0.0020351595,0.0118902000,0.0052819500,0.0003111329,9.0384254697,9.9958063925,1.7937495171,10.4817113585,4.6573299112,45.3763214214,9.0053024071,3.0346602605
BLE,all,ble_nrf52_full_payload_run18.csv,14686,43.9487321371,0.0102371401,0.0113418000,0.0020495587,0.0118271000,0.0052833800,0.0003092032,9.0247369297,9.9983623954,1.8064406640,10.4260962608,4.6585902851,45.3075997622,9.0690167741,3.0204143966
BLE,all,ble_nrf52_full_payload_run30.csv,14654,46.1214998906,0.0102406226,0.0113376000,0.0020469359,0.0119262000,0.0052712200,0.0003014479,9.0278063504,9.9946605981,1.8041289994,10.5134410498,4.6478727005,45.3230094175,9.0574113417,2.9436569226
BLE,all,ble_nrf52_full_payload_run24.csv,14898,44.7067388671,0.0103040905,0.0113404000,0.0019941154,0.0118611000,0.0052644200,0.0002982805,9.0837457086,9.9971284629,1.7575740192,10.4560631914,4.6418793144,45.6038461966,8.8236876970,2.8947861392
BLE,all,ble_nrf52_full_payload_run25.csv,14664,44.5942780604,0.0102142356,0.0113399000,0.0020749292,0.0118943000,0.0052812300,0.0003107563,9.0045493598,9.9966877728,1.8288017726,10.4853250178,4.6566953174,45.2062505102,9.1812780143,3.0423925952
BLE,all,ble_nrf52_full_payload_run19.csv,14565,44.3531256715,0.0102630186,0.0113378000,0.0020226337,0.0118122000,0.0052779000,0.0003037484,9.0475457248,9.9948368741,1.7827095651,10.4129636942,4.6537603210,45.4221085582,8.9498776638,2.9596484908
