# META
module,LoRa
measurement,boot
boot_number,3
session,20260423_155418
shunt_ohms,1.1

# DATA
type,timestamp,value,boot

EVENT,reset,2026-04-23T15:54:50.128,3
METER,2026-04-23T15:54:50.131,3.55354000E-02,3
METER,2026-04-23T15:54:50.135,3.55354000E-02,3
METER,2026-04-23T15:54:50.138,3.55354000E-02,3
METER,2026-04-23T15:54:50.144,3.55354000E-02,3
METER,2026-04-23T15:54:50.148,3.55354000E-02,3
METER,2026-04-23T15:54:50.152,3.55354000E-02,3
METER,2026-04-23T15:54:50.155,3.55354000E-02,3
METER,2026-04-23T15:54:50.158,3.55354000E-02,3
METER,2026-04-23T15:54:50.163,3.55354000E-02,3
METER,2026-04-23T15:54:50.169,3.55354000E-02,3
METER,2026-04-23T15:54:50.172,3.55354000E-02,3
METER,2026-04-23T15:54:50.175,3.55354000E-02,3
METER,2026-04-23T15:54:50.179,3.55354000E-02,3
METER,2026-04-23T15:54:50.182,3.55354000E-02,3
METER,2026-04-23T15:54:50.185,3.55354000E-02,3
METER,2026-04-23T15:54:50.188,3.55354000E-02,3
METER,2026-04-23T15:54:50.191,3.55354000E-02,3
METER,2026-04-23T15:54:50.194,3.55354000E-02,3
METER,2026-04-23T15:54:50.200,3.55354000E-02,3
METER,2026-04-23T15:54:50.216,3.55341000E-02,3
METER,2026-04-23T15:54:50.220,3.55341000E-02,3
METER,2026-04-23T15:54:50.223,3.55341000E-02,3
METER,2026-04-23T15:54:50.226,3.55341000E-02,3
METER,2026-04-23T15:54:50.229,3.55341000E-02,3
METER,2026-04-23T15:54:50.232,3.55341000E-02,3
METER,2026-04-23T15:54:50.236,3.55341000E-02,3
METER,2026-04-23T15:54:50.239,3.55341000E-02,3
METER,2026-04-23T15:54:50.242,3.55341000E-02,3
METER,2026-04-23T15:54:50.245,3.55341000E-02,3
METER,2026-04-23T15:54:50.249,3.55341000E-02,3
METER,2026-04-23T15:54:50.252,3.55341000E-02,3
METER,2026-04-23T15:54:50.255,3.55341000E-02,3
METER,2026-04-23T15:54:50.263,3.55341000E-02,3
