# META
module,LoRa
measurement,boot
boot_number,13
session,20260423_155418
shunt_ohms,1.1

# DATA
type,timestamp,value,boot

EVENT,reset,2026-04-23T15:57:16.321,13
METER,2026-04-23T15:57:16.328,3.55591000E-02,13
METER,2026-04-23T15:57:16.332,3.55591000E-02,13
METER,2026-04-23T15:57:16.335,3.55591000E-02,13
METER,2026-04-23T15:57:16.338,3.55591000E-02,13
METER,2026-04-23T15:57:16.341,3.55591000E-02,13
METER,2026-04-23T15:57:16.347,3.55591000E-02,13
METER,2026-04-23T15:57:16.350,3.55591000E-02,13
METER,2026-04-23T15:57:16.354,3.55591000E-02,13
METER,2026-04-23T15:57:16.357,3.55591000E-02,13
METER,2026-04-23T15:57:16.360,3.55591000E-02,13
METER,2026-04-23T15:57:16.364,3.55591000E-02,13
METER,2026-04-23T15:57:16.367,3.55591000E-02,13
METER,2026-04-23T15:57:16.370,3.55591000E-02,13
METER,2026-04-23T15:57:16.374,3.55591000E-02,13
METER,2026-04-23T15:57:16.378,3.55591000E-02,13
METER,2026-04-23T15:57:16.381,3.55591000E-02,13
METER,2026-04-23T15:57:16.384,3.55591000E-02,13
METER,2026-04-23T15:57:16.387,3.55591000E-02,13
METER,2026-04-23T15:57:16.391,3.55591000E-02,13
METER,2026-04-23T15:57:16.396,3.55591000E-02,13
METER,2026-04-23T15:57:16.399,3.55591000E-02,13
METER,2026-04-23T15:57:16.402,3.55591000E-02,13
METER,2026-04-23T15:57:16.408,3.55591000E-02,13
METER,2026-04-23T15:57:16.411,3.55591000E-02,13
METER,2026-04-23T15:57:16.414,3.55591000E-02,13
METER,2026-04-23T15:57:16.417,3.55591000E-02,13
METER,2026-04-23T15:57:16.420,3.55591000E-02,13
METER,2026-04-23T15:57:16.426,3.55591000E-02,13
METER,2026-04-23T15:57:16.430,3.55591000E-02,13
METER,2026-04-23T15:57:16.433,3.55591000E-02,13
METER,2026-04-23T15:57:16.436,3.55591000E-02,13
METER,2026-04-23T15:57:16.439,3.55591000E-02,13
METER,2026-04-23T15:57:16.442,3.55591000E-02,13
METER,2026-04-23T15:57:16.445,3.55591000E-02,13
METER,2026-04-23T15:57:16.449,3.55591000E-02,13
METER,2026-04-23T15:57:16.452,3.55591000E-02,13
METER,2026-04-23T15:57:16.455,3.55591000E-02,13
METER,2026-04-23T15:57:16.458,3.55591000E-02,13
METER,2026-04-23T15:57:16.464,3.55591000E-02,13
METER,2026-04-23T15:57:16.468,3.55591000E-02,13
METER,2026-04-23T15:57:16.471,3.55591000E-02,13
METER,2026-04-23T15:57:16.475,3.55591000E-02,13
METER,2026-04-23T15:57:16.478,3.55591000E-02,13
METER,2026-04-23T15:57:16.481,3.55591000E-02,13
METER,2026-04-23T15:57:16.489,3.55591000E-02,13
METER,2026-04-23T15:57:16.493,3.55591000E-02,13
METER,2026-04-23T15:57:16.497,3.55591000E-02,13
METER,2026-04-23T15:57:16.500,3.55591000E-02,13
METER,2026-04-23T15:57:16.504,3.55591000E-02,13
METER,2026-04-23T15:57:16.507,3.55591000E-02,13
METER,2026-04-23T15:57:16.510,3.55591000E-02,13
METER,2026-04-23T15:57:16.513,3.55591000E-02,13
METER,2026-04-23T15:57:16.518,3.55591000E-02,13
METER,2026-04-23T15:57:16.524,3.55591000E-02,13
METER,2026-04-23T15:57:16.527,3.55591000E-02,13
METER,2026-04-23T15:57:16.530,3.55591000E-02,13
METER,2026-04-23T15:57:16.534,3.55591000E-02,13
METER,2026-04-23T15:57:16.537,3.55591000E-02,13
METER,2026-04-23T15:57:16.540,3.55591000E-02,13
METER,2026-04-23T15:57:16.544,3.55591000E-02,13
METER,2026-04-23T15:57:16.547,3.55591000E-02,13
METER,2026-04-23T15:57:16.551,3.55591000E-02,13
METER,2026-04-23T15:57:16.554,3.55591000E-02,13
METER,2026-04-23T15:57:16.558,3.55591000E-02,13
METER,2026-04-23T15:57:16.561,3.55591000E-02,13
METER,2026-04-23T15:57:16.564,3.55591000E-02,13
METER,2026-04-23T15:57:16.567,3.55591000E-02,13
METER,2026-04-23T15:57:16.570,3.55591000E-02,13
METER,2026-04-23T15:57:16.575,3.55591000E-02,13
METER,2026-04-23T15:57:16.578,3.55591000E-02,13
METER,2026-04-23T15:57:16.590,3.55591000E-02,13
METER,2026-04-23T15:57:16.596,3.85583000E-02,13
METER,2026-04-23T15:57:16.606,3.85583000E-02,13
METER,2026-04-23T15:57:16.613,3.85583000E-02,13
METER,2026-04-23T15:57:16.616,3.85583000E-02,13
METER,2026-04-23T15:57:16.619,3.85583000E-02,13
METER,2026-04-23T15:57:16.628,3.85583000E-02,13
METER,2026-04-23T15:57:16.631,3.85583000E-02,13
METER,2026-04-23T15:57:16.637,3.85583000E-02,13
METER,2026-04-23T15:57:16.641,3.85583000E-02,13
METER,2026-04-23T15:57:16.644,3.85583000E-02,13
METER,2026-04-23T15:57:16.647,3.85583000E-02,13
METER,2026-04-23T15:57:16.651,3.85583000E-02,13
METER,2026-04-23T15:57:16.654,3.85583000E-02,13
METER,2026-04-23T15:57:16.659,3.85583000E-02,13
METER,2026-04-23T15:57:16.662,3.85583000E-02,13
METER,2026-04-23T15:57:16.665,3.85583000E-02,13
METER,2026-04-23T15:57:16.668,3.85583000E-02,13
METER,2026-04-23T15:57:16.672,3.85583000E-02,13
METER,2026-04-23T15:57:16.675,3.85583000E-02,13
METER,2026-04-23T15:57:16.680,3.85583000E-02,13
METER,2026-04-23T15:57:16.683,3.85583000E-02,13
METER,2026-04-23T15:57:16.687,3.85583000E-02,13
METER,2026-04-23T15:57:16.690,3.85583000E-02,13
METER,2026-04-23T15:57:16.696,3.85583000E-02,13
METER,2026-04-23T15:57:16.700,3.85583000E-02,13
METER,2026-04-23T15:57:16.703,3.85583000E-02,13
METER,2026-04-23T15:57:16.707,3.85583000E-02,13
METER,2026-04-23T15:57:16.710,3.85583000E-02,13
METER,2026-04-23T15:57:16.713,3.85583000E-02,13
METER,2026-04-23T15:57:16.716,3.85583000E-02,13
METER,2026-04-23T15:57:16.719,3.85583000E-02,13
METER,2026-04-23T15:57:16.725,3.85583000E-02,13
METER,2026-04-23T15:57:16.729,3.85583000E-02,13
METER,2026-04-23T15:57:16.732,3.85583000E-02,13
METER,2026-04-23T15:57:16.735,3.85583000E-02,13
METER,2026-04-23T15:57:16.738,3.85583000E-02,13
METER,2026-04-23T15:57:16.741,3.85583000E-02,13
METER,2026-04-23T15:57:16.744,3.85583000E-02,13
METER,2026-04-23T15:57:16.747,3.85583000E-02,13
METER,2026-04-23T15:57:16.750,3.85583000E-02,13
METER,2026-04-23T15:57:16.756,3.85583000E-02,13
METER,2026-04-23T15:57:16.759,3.85583000E-02,13
