timestamp,V_shunt,experiment_start
2026-03-24T16:36:09.256287,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.259658,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.263704,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.267446,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.271715,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.276117,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.279524,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.283435,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.287286,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.297837,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.302354,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.306701,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.311004,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.314351,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.318282,6.51576000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.325490,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.328971,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.332950,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.336777,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.341077,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.344257,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.348202,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.352140,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.358960,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.362798,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.366852,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.371205,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.374594,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.378438,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.382384,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.386784,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.394489,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.398324,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.402259,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.406656,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.413759,6.51876000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.420731,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.424024,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.427903,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.431909,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.436274,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.439635,6.51594000E-02,2026-03-24T16:36:06.296566
