2026-03-24T16:33:36.230206,receiver_started,session=20260324_163336
2026-03-24T16:33:37.287214,meter_logging_started,
2026-03-24T16:36:06.296833,experiment_started,session=20260324_163606
2026-03-24T16:36:07.345590,meter_logging_started,
