timestamp,raw
2026-03-24T16:29:25.316746,1.07747000E-01
2026-03-24T16:29:25.321140,1.07747000E-01
2026-03-24T16:29:25.325607,1.07747000E-01
2026-03-24T16:29:25.328970,1.07747000E-01
2026-03-24T16:29:25.332985,1.07747000E-01
2026-03-24T16:29:25.336806,1.07747000E-01
2026-03-24T16:29:25.341135,1.07747000E-01
2026-03-24T16:29:25.345468,1.07747000E-01
2026-03-24T16:29:25.348913,1.07747000E-01
2026-03-24T16:29:25.352692,1.07747000E-01
2026-03-24T16:29:25.356712,1.07747000E-01
2026-03-24T16:29:25.364322,1.07747000E-01
2026-03-24T16:29:25.372046,1.07747000E-01
2026-03-24T16:29:25.376554,1.07747000E-01
2026-03-24T16:29:25.380715,1.07747000E-01
2026-03-24T16:29:25.387001,1.07747000E-01
2026-03-24T16:29:25.392026,1.07456000E-01
2026-03-24T16:29:25.396225,1.07456000E-01
2026-03-24T16:29:25.400400,1.07456000E-01
2026-03-24T16:29:25.403657,1.07456000E-01
2026-03-24T16:29:25.407418,1.07456000E-01
2026-03-24T16:29:25.411441,1.07456000E-01
2026-03-24T16:29:25.415617,1.07456000E-01
2026-03-24T16:29:25.418787,1.07456000E-01
2026-03-24T16:29:25.422600,1.07456000E-01
2026-03-24T16:29:25.429214,1.07456000E-01
2026-03-24T16:29:25.433189,1.07456000E-01
2026-03-24T16:29:25.437009,1.07456000E-01
2026-03-24T16:29:25.440438,1.07456000E-01
2026-03-24T16:29:25.444102,1.07456000E-01
2026-03-24T16:29:25.448054,1.07456000E-01
2026-03-24T16:29:25.451916,1.07456000E-01
2026-03-24T16:29:25.456161,1.07456000E-01
2026-03-24T16:29:25.463744,1.07456000E-01
2026-03-24T16:29:25.467580,1.07456000E-01
2026-03-24T16:29:25.471464,1.07456000E-01
2026-03-24T16:29:25.475497,1.07456000E-01
2026-03-24T16:29:25.484618,1.07456000E-01
2026-03-24T16:29:25.488649,1.07748000E-01
2026-03-24T16:29:25.492537,1.07748000E-01
2026-03-24T16:29:25.496441,1.07748000E-01
2026-03-24T16:29:25.500563,1.07748000E-01
2026-03-24T16:29:25.503742,1.07748000E-01
2026-03-24T16:29:25.507583,1.07748000E-01
2026-03-24T16:29:25.511353,1.07748000E-01
2026-03-24T16:29:25.515495,1.07748000E-01
2026-03-24T16:29:25.518699,1.07748000E-01
2026-03-24T16:29:25.522550,1.07748000E-01
2026-03-24T16:29:25.526392,1.07748000E-01
2026-03-24T16:29:25.530507,1.07748000E-01
2026-03-24T16:29:25.533688,1.07748000E-01
2026-03-24T16:29:25.537458,1.07748000E-01
2026-03-24T16:29:25.544232,1.07748000E-01
2026-03-24T16:29:25.548187,1.07748000E-01
2026-03-24T16:29:25.552568,1.07748000E-01
2026-03-24T16:29:25.556398,1.07748000E-01
2026-03-24T16:29:25.563873,1.07748000E-01
2026-03-24T16:29:25.567680,1.07748000E-01
2026-03-24T16:29:25.571536,1.07748000E-01
2026-03-24T16:29:25.578698,1.08047000E-01
2026-03-24T16:29:25.582556,1.08047000E-01
2026-03-24T16:29:25.586342,1.08047000E-01
2026-03-24T16:29:25.590445,1.08047000E-01
2026-03-24T16:29:25.593646,1.08047000E-01
2026-03-24T16:29:25.600319,1.08047000E-01
2026-03-24T16:29:25.604250,1.08047000E-01
2026-03-24T16:29:25.608194,1.08047000E-01
2026-03-24T16:29:25.611979,1.08047000E-01
2026-03-24T16:29:25.616193,1.08047000E-01
2026-03-24T16:29:25.620309,1.08047000E-01
2026-03-24T16:29:25.623489,1.08047000E-01
2026-03-24T16:29:25.627358,1.08047000E-01
2026-03-24T16:29:25.631475,1.08047000E-01
2026-03-24T16:29:25.635561,1.08047000E-01
2026-03-24T16:29:25.638668,1.08047000E-01
2026-03-24T16:29:25.642494,1.08047000E-01
2026-03-24T16:29:25.646404,1.08047000E-01
2026-03-24T16:29:25.650522,1.08047000E-01
2026-03-24T16:29:25.653726,1.08047000E-01
2026-03-24T16:29:25.663816,1.08047000E-01
2026-03-24T16:29:25.667622,1.08047000E-01
2026-03-24T16:29:25.674470,1.07815000E-01
2026-03-24T16:29:25.678409,1.07815000E-01
2026-03-24T16:29:25.682272,1.07815000E-01
2026-03-24T16:29:25.686413,1.07815000E-01
2026-03-24T16:29:25.690539,1.07815000E-01
2026-03-24T16:29:25.693769,1.07815000E-01
2026-03-24T16:29:25.697612,1.07815000E-01
2026-03-24T16:29:25.701466,1.07815000E-01
2026-03-24T16:29:25.705598,1.07815000E-01
2026-03-24T16:29:25.708803,1.07815000E-01
2026-03-24T16:29:25.712684,1.07815000E-01
2026-03-24T16:29:25.719327,1.07815000E-01
2026-03-24T16:29:25.723227,1.07815000E-01
2026-03-24T16:29:25.727020,1.07815000E-01
2026-03-24T16:29:25.731199,1.07815000E-01
2026-03-24T16:29:25.735322,1.07815000E-01
2026-03-24T16:29:25.738508,1.07815000E-01
2026-03-24T16:29:25.742404,1.07815000E-01
2026-03-24T16:29:25.746374,1.07815000E-01
2026-03-24T16:29:25.750510,1.07815000E-01
2026-03-24T16:29:25.753680,1.07815000E-01
2026-03-24T16:29:25.757517,1.07815000E-01
2026-03-24T16:29:25.767991,1.07698000E-01
2026-03-24T16:29:25.774674,1.07698000E-01
2026-03-24T16:29:25.778595,1.07698000E-01
2026-03-24T16:29:25.782352,1.07698000E-01
2026-03-24T16:29:25.786334,1.07698000E-01
2026-03-24T16:29:25.790421,1.07698000E-01
2026-03-24T16:29:25.793608,1.07698000E-01
2026-03-24T16:29:25.797383,1.07698000E-01
2026-03-24T16:29:25.801448,1.07698000E-01
2026-03-24T16:29:25.805533,1.07698000E-01
2026-03-24T16:29:25.808736,1.07698000E-01
2026-03-24T16:29:25.812635,1.07698000E-01
2026-03-24T16:29:25.816498,1.07698000E-01
2026-03-24T16:29:25.820655,1.07698000E-01
2026-03-24T16:29:25.823851,1.07698000E-01
2026-03-24T16:29:25.827684,1.07698000E-01
2026-03-24T16:29:25.834451,1.07698000E-01
2026-03-24T16:29:25.838361,1.07698000E-01
2026-03-24T16:29:25.842209,1.07698000E-01
2026-03-24T16:29:25.846345,1.07698000E-01
2026-03-24T16:29:25.849769,1.07698000E-01
2026-03-24T16:29:25.853447,1.07698000E-01
2026-03-24T16:29:25.857329,1.07698000E-01
2026-03-24T16:29:25.867827,1.07408000E-01
2026-03-24T16:29:25.871658,1.07408000E-01
2026-03-24T16:29:25.875758,1.07408000E-01
2026-03-24T16:29:25.878984,1.07408000E-01
2026-03-24T16:29:25.882949,1.07408000E-01
2026-03-24T16:29:25.886706,1.07408000E-01
2026-03-24T16:29:25.893386,1.07408000E-01
2026-03-24T16:29:25.897184,1.07408000E-01
2026-03-24T16:29:25.901350,1.07408000E-01
2026-03-24T16:29:25.905490,1.07408000E-01
2026-03-24T16:29:25.908705,1.07408000E-01
2026-03-24T16:29:25.912599,1.07408000E-01
2026-03-24T16:29:25.916420,1.07408000E-01
2026-03-24T16:29:25.920477,1.07408000E-01
2026-03-24T16:29:25.923722,1.07408000E-01
2026-03-24T16:29:25.927561,1.07408000E-01
2026-03-24T16:29:25.931501,1.07408000E-01
2026-03-24T16:29:25.935559,1.07408000E-01
2026-03-24T16:29:25.938669,1.07408000E-01
2026-03-24T16:29:25.942492,1.07408000E-01
2026-03-24T16:29:25.949080,1.07408000E-01
2026-03-24T16:29:25.955932,1.07408000E-01
2026-03-24T16:29:25.964180,1.07395000E-01
2026-03-24T16:29:25.968170,1.07395000E-01
2026-03-24T16:29:25.971986,1.07395000E-01
2026-03-24T16:29:25.976159,1.07395000E-01
2026-03-24T16:29:25.979223,1.07395000E-01
2026-03-24T16:29:25.983169,1.07395000E-01
2026-03-24T16:29:25.986940,1.07395000E-01
2026-03-24T16:29:25.991094,1.07395000E-01
2026-03-24T16:29:25.994234,1.07395000E-01
2026-03-24T16:29:25.998220,1.07395000E-01
2026-03-24T16:29:26.002037,1.07395000E-01
2026-03-24T16:29:26.009061,1.07395000E-01
2026-03-24T16:29:26.012955,1.07395000E-01
2026-03-24T16:29:26.016755,1.07395000E-01
2026-03-24T16:29:26.020789,1.07395000E-01
2026-03-24T16:29:26.023930,1.07395000E-01
2026-03-24T16:29:26.027825,1.07395000E-01
2026-03-24T16:29:26.031717,1.07395000E-01
2026-03-24T16:29:26.035780,1.07395000E-01
2026-03-24T16:29:26.038887,1.07395000E-01
2026-03-24T16:29:26.042687,1.07395000E-01
2026-03-24T16:29:26.046543,1.07395000E-01
2026-03-24T16:29:26.053757,1.07526000E-01
2026-03-24T16:29:26.057585,1.07526000E-01
2026-03-24T16:29:26.067982,1.07526000E-01
2026-03-24T16:29:26.071882,1.07526000E-01
2026-03-24T16:29:26.077633,1.07526000E-01
2026-03-24T16:29:26.082381,1.07526000E-01
2026-03-24T16:29:26.086566,1.07526000E-01
2026-03-24T16:29:26.090100,1.07526000E-01
2026-03-24T16:29:26.094266,1.07526000E-01
2026-03-24T16:29:26.097417,1.07526000E-01
