2026-03-25T20:23:01.575,1.04408000E-01,baseline
2026-03-25T20:23:01.578,1.04408000E-01,baseline
2026-03-25T20:23:01.584,1.04408000E-01,baseline
2026-03-25T20:23:01.586,1.04408000E-01,baseline
2026-03-25T20:23:01.590,1.04408000E-01,baseline
2026-03-25T20:23:01.592,1.04408000E-01,baseline
2026-03-25T20:23:01.596,1.04408000E-01,baseline
2026-03-25T20:23:01.600,1.04408000E-01,baseline
2026-03-25T20:23:01.603,1.04408000E-01,baseline
2026-03-25T20:23:01.607,1.04408000E-01,baseline
2026-03-25T20:23:01.611,1.04408000E-01,baseline
2026-03-25T20:23:01.613,1.04408000E-01,baseline
2026-03-25T20:23:01.621,1.04408000E-01,baseline
2026-03-25T20:23:01.628,1.04408000E-01,baseline
2026-03-25T20:23:01.631,1.04408000E-01,baseline
2026-03-25T20:23:01.635,1.04408000E-01,baseline
2026-03-25T20:23:01.638,1.04408000E-01,baseline
2026-03-25T20:23:01.645,1.04442000E-01,baseline
2026-03-25T20:23:01.649,1.04442000E-01,baseline
2026-03-25T20:23:01.652,1.04442000E-01,baseline
2026-03-25T20:23:01.656,1.04442000E-01,baseline
2026-03-25T20:23:01.660,1.04442000E-01,baseline
2026-03-25T20:23:01.665,1.04442000E-01,baseline
2026-03-25T20:23:01.667,1.04442000E-01,baseline
2026-03-25T20:23:01.670,1.04442000E-01,baseline
2026-03-25T20:23:01.673,1.04442000E-01,baseline
2026-03-25T20:23:01.677,1.04442000E-01,baseline
2026-03-25T20:23:01.681,1.04442000E-01,baseline
2026-03-25T20:23:01.688,1.04442000E-01,baseline
2026-03-25T20:23:01.691,1.04442000E-01,baseline
2026-03-25T20:23:01.695,1.04442000E-01,baseline
2026-03-25T20:23:01.698,1.04442000E-01,baseline
2026-03-25T20:23:01.702,1.04442000E-01,baseline
2026-03-25T20:23:01.705,1.04442000E-01,baseline
2026-03-25T20:23:01.708,1.04442000E-01,baseline
2026-03-25T20:23:01.712,1.04442000E-01,baseline
2026-03-25T20:23:01.720,1.04442000E-01,baseline
