run,20
session,20260422_182825


# EVENTS
1,2026-04-22T18:34:50.495,2026-04-22T18:34:50.502,2026-04-22T18:34:50.529,34.000,True
2,2026-04-22T18:34:51.685,2026-04-22T18:34:51.692,2026-04-22T18:34:51.720,35.000,True
4,2026-04-22T18:34:52.873,2026-04-22T18:34:52.882,2026-04-22T18:34:52.915,42.000,True
8,2026-04-22T18:34:54.072,2026-04-22T18:34:54.083,2026-04-22T18:34:54.121,49.000,True
16,2026-04-22T18:34:55.274,2026-04-22T18:34:55.290,2026-04-22T18:34:55.343,69.000,True
32,2026-04-22T18:34:56.496,2026-04-22T18:34:56.519,2026-04-22T18:34:56.588,92.000,True
64,2026-04-22T18:34:57.743,2026-04-22T18:34:57.785,2026-04-22T18:34:57.905,162.000,True
128,2026-04-22T18:34:59.057,2026-04-22T18:34:59.132,2026-04-22T18:34:59.344,287.000,True
220,2026-04-22T18:35:00.496,2026-04-22T18:35:00.622,2026-04-22T18:35:00.972,476.000,True

# RESULTS
Index, Phase, Mean_V, Std_V, Count
0,baseline,0.035544987,0.000004330,1304
1,idle,0.045153433,0.024664239,2273
2,tx_1,0.035549584,0.000000113,50
3,tx_128,0.035516940,0.000007878,118
4,tx_16,0.035515819,0.000001725,58
5,tx_2,0.035525400,0.000000000,50
6,tx_220,0.047267874,0.013903520,165
7,tx_32,0.035513245,0.000003366,66
8,tx_4,0.035505462,0.000001146,50
9,tx_64,0.035511604,0.000000551,83
10,tx_8,0.035520283,0.000000038,53

# METER
timestamp,v_shunt,phase,current,power_phase
2026-04-22 18:34:45.339000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.342000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.356000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.359000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.362000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.366000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.369000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.372000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.375000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.378000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.382000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.388000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.391000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.394000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.398000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.401000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.404000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.410000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.413000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.416000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.419000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.422000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.426000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.429000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.432000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.435000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.439000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.442000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.449000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.453000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.456000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.459000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.463000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.468000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.472000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.475000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.478000,0.035544700,baseline,0.031330322,idle
2026-04-22 18:34:45.488000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.491000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.495000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.499000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.502000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.505000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.509000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.512000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.515000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.518000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.524000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.528000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.531000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.534000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.537000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.541000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.544000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.552000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.555000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.558000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.561000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.565000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.568000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.572000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.578000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.583000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.587000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.590000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.594000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.597000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.601000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.604000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.607000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.610000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.613000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.617000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.620000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.623000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.626000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.629000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.632000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.636000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.642000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.648000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.652000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.655000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.658000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.662000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.665000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.669000,0.035542900,baseline,0.031328735,idle
2026-04-22 18:34:45.679000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.682000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.685000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.689000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.692000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.698000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.702000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.705000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.708000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.711000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.715000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.718000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.721000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.724000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.727000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.730000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.733000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.737000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.740000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.744000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.752000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.760000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.763000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.769000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.772000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.775000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.778000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.781000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.785000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.788000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.791000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.795000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.798000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.801000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.805000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.808000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.811000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.816000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.820000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.823000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.826000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.829000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.832000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.835000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.839000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.842000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.849000,0.035542500,baseline,0.031328383,idle
2026-04-22 18:34:45.852000,0.035542500,baseline,0.031328383,idle
