run,1
session,20260422_182825


# EVENTS
1,2026-04-22T18:28:55.701,2026-04-22T18:28:55.708,2026-04-22T18:28:55.736,35.000,True
2,2026-04-22T18:28:56.893,2026-04-22T18:28:56.900,2026-04-22T18:28:56.928,35.000,True
4,2026-04-22T18:28:58.085,2026-04-22T18:28:58.094,2026-04-22T18:28:58.127,42.000,True
8,2026-04-22T18:28:59.280,2026-04-22T18:28:59.291,2026-04-22T18:28:59.329,49.000,True
16,2026-04-22T18:29:00.480,2026-04-22T18:29:00.495,2026-04-22T18:29:00.548,68.000,True
32,2026-04-22T18:29:01.705,2026-04-22T18:29:01.729,2026-04-22T18:29:01.798,93.000,True
64,2026-04-22T18:29:02.950,2026-04-22T18:29:02.991,2026-04-22T18:29:03.111,161.000,True
128,2026-04-22T18:29:04.265,2026-04-22T18:29:04.341,2026-04-22T18:29:04.558,293.000,True
220,2026-04-22T18:29:05.712,2026-04-22T18:29:05.838,2026-04-22T18:29:06.183,471.000,True

# RESULTS
Index, Phase, Mean_V, Std_V, Count
2026-04-22 18:28:50.629000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.632000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.635000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.639000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.642000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.649000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.657000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.660000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.663000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.667000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.677000,0.035571982,baseline,0.031352445,active_peak_unknown
2026-04-22 18:28:50.680000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.684000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.687000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.690000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.694000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.697000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.700000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.704000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.707000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.713000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.716000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.719000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.722000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.725000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.728000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.732000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.735000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.738000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.742000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.750000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.753000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.756000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.760000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.763000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.771000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.774000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.777000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.781000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.784000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.787000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.791000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.794000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.797000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.801000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.804000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.807000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.810000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.814000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.817000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.820000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.823000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.830000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.833000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.837000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.840000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.844000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.850000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.853000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.856000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.866000,0.035563482,baseline,0.031344953,idle
2026-04-22 18:28:50.870000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.873000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.876000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.879000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.882000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.888000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.891000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.895000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.898000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.901000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.905000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.908000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.911000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.914000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.917000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.920000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.924000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.927000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.930000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.933000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.936000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.940000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.950000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.953000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.959000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.962000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.966000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.969000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.972000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.975000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.978000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.981000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.985000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.988000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.992000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.995000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:50.999000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.004000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.007000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.010000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.013000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.016000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.020000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.023000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.026000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.030000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.033000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.036000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.040000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.043000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.057000,0.035553782,baseline,0.031336403,idle
2026-04-22 18:28:51.064000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.068000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.071000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.074000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.077000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.080000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.084000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.087000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.090000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.093000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.096000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.100000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.103000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.106000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.109000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.112000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.118000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.121000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.125000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.128000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.132000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.135000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.138000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.141000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.154000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.157000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.160000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.164000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.167000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.170000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.178000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.182000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.185000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.188000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.192000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.195000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.199000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.202000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.205000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.209000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.212000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.215000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.218000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.221000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.225000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.228000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.237000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.251000,0.035551282,baseline,0.031334200,idle
2026-04-22 18:28:51.255000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.258000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.261000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.264000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.267000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.270000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.274000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.277000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.280000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.283000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.287000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.293000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.296000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.299000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.302000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.306000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.309000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.312000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.315000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.318000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.321000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.325000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.328000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.331000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.334000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.340000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.343000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.355000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.358000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.361000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.364000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.367000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.371000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.374000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.377000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.380000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.384000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.387000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.390000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.394000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.397000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.400000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.404000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.410000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.413000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.416000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.419000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.422000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.426000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.437000,0.035554782,baseline,0.031337285,idle
2026-04-22 18:28:51.441000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.444000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.451000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.454000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.458000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.461000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.467000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.470000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.473000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.476000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.479000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.482000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.486000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.489000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.493000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.497000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.500000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.503000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.507000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.510000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.513000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.516000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.519000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.528000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.531000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.534000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.538000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.541000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.548000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.551000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.555000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.558000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.561000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.564000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.567000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.571000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.574000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.577000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.583000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.586000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.589000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.592000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.595000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.598000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.601000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.605000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.609000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.612000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.615000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.618000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.623000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.626000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.629000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.633000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.636000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.642000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.645000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.648000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.652000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.655000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.658000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.662000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.665000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.669000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.672000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.675000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.678000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.681000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.685000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.688000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.691000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.694000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.697000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.700000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.703000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.707000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.723000,0.035553082,baseline,0.031335787,idle
2026-04-22 18:28:51.727000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.730000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.734000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.737000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.740000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.744000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.751000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.757000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.760000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.763000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.766000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.769000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.772000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.776000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.779000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.782000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.786000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.789000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.792000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.796000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.799000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.803000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.806000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.809000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.817000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.820000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.824000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.827000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.831000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.834000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.838000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.841000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.848000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.851000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.854000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.857000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.861000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.865000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.868000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.874000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.877000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.880000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.883000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.887000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.890000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.894000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.897000,0.035555682,baseline,0.031338078,idle
2026-04-22 18:28:51.901000,0.035555682,baseline,0.031338078,idle
