# META
run,30
session,20260422_182825

# METER
timestamp,voltage_v,phase
2026-04-22T18:37:51.922,3.55608000E-02,baseline
2026-04-22T18:37:51.929,3.55618000E-02,baseline
2026-04-22T18:37:51.934,3.55618000E-02,baseline
2026-04-22T18:37:51.937,3.55618000E-02,baseline
2026-04-22T18:37:51.941,3.55618000E-02,baseline
2026-04-22T18:37:51.954,3.55618000E-02,baseline
2026-04-22T18:37:51.965,3.55618000E-02,baseline
2026-04-22T18:37:51.969,3.55618000E-02,baseline
2026-04-22T18:37:51.973,3.55618000E-02,baseline
2026-04-22T18:37:51.979,3.55618000E-02,baseline
2026-04-22T18:37:51.982,3.55618000E-02,baseline
2026-04-22T18:37:51.986,3.55618000E-02,baseline
2026-04-22T18:37:51.990,3.55618000E-02,baseline
2026-04-22T18:37:52.004,3.55618000E-02,baseline
2026-04-22T18:37:52.007,3.55618000E-02,baseline
2026-04-22T18:37:52.020,3.55618000E-02,baseline
2026-04-22T18:37:52.027,3.55618000E-02,baseline
2026-04-22T18:37:52.034,3.55618000E-02,baseline
2026-04-22T18:37:52.038,3.55618000E-02,baseline
2026-04-22T18:37:52.056,3.55618000E-02,baseline
2026-04-22T18:37:52.063,3.55618000E-02,baseline
2026-04-22T18:37:52.066,3.55618000E-02,baseline
2026-04-22T18:37:52.070,3.55618000E-02,baseline
2026-04-22T18:37:52.074,3.55618000E-02,baseline
2026-04-22T18:37:52.077,3.55618000E-02,baseline
2026-04-22T18:37:52.082,3.55618000E-02,baseline
2026-04-22T18:37:52.087,3.55618000E-02,baseline
2026-04-22T18:37:52.090,3.55618000E-02,baseline
2026-04-22T18:37:52.118,3.55618000E-02,baseline
2026-04-22T18:37:52.122,3.55560000E-02,baseline
2026-04-22T18:37:52.132,3.55560000E-02,baseline
2026-04-22T18:37:52.138,3.55560000E-02,baseline
2026-04-22T18:37:52.188,3.55560000E-02,baseline
2026-04-22T18:37:52.198,3.55560000E-02,baseline
2026-04-22T18:37:52.229,3.55560000E-02,baseline
2026-04-22T18:37:52.232,3.55560000E-02,baseline
2026-04-22T18:37:52.236,3.55560000E-02,baseline
2026-04-22T18:37:52.239,3.55560000E-02,baseline
2026-04-22T18:37:52.242,3.55560000E-02,baseline
2026-04-22T18:37:52.246,3.55560000E-02,baseline
2026-04-22T18:37:52.249,3.55560000E-02,baseline
2026-04-22T18:37:52.253,3.55560000E-02,baseline
2026-04-22T18:37:52.256,3.55560000E-02,baseline
2026-04-22T18:37:52.259,3.55560000E-02,baseline
2026-04-22T18:37:52.263,3.55560000E-02,baseline
2026-04-22T18:37:52.271,3.55560000E-02,baseline
2026-04-22T18:37:52.274,3.55560000E-02,baseline
2026-04-22T18:37:52.277,3.55560000E-02,baseline
2026-04-22T18:37:52.281,3.55560000E-02,baseline
2026-04-22T18:37:52.284,3.55560000E-02,baseline
2026-04-22T18:37:52.288,3.55560000E-02,baseline
2026-04-22T18:37:52.293,3.55560000E-02,baseline
2026-04-22T18:37:52.298,3.55560000E-02,baseline
2026-04-22T18:37:52.303,3.55560000E-02,baseline
2026-04-22T18:37:52.306,3.55560000E-02,baseline
2026-04-22T18:37:52.309,3.55560000E-02,baseline
2026-04-22T18:37:52.313,3.55560000E-02,baseline
2026-04-22T18:37:52.316,3.55560000E-02,baseline
2026-04-22T18:37:52.321,3.55560000E-02,baseline
2026-04-22T18:37:52.325,3.55560000E-02,baseline
2026-04-22T18:37:52.328,3.55560000E-02,baseline
2026-04-22T18:37:52.332,3.55560000E-02,baseline
2026-04-22T18:37:52.337,3.55560000E-02,baseline
2026-04-22T18:37:52.340,3.55560000E-02,baseline
2026-04-22T18:37:52.344,3.55560000E-02,baseline
2026-04-22T18:37:52.347,3.55560000E-02,baseline
2026-04-22T18:37:52.350,3.55560000E-02,baseline
2026-04-22T18:37:52.354,3.55560000E-02,baseline
2026-04-22T18:37:52.357,3.55560000E-02,baseline
2026-04-22T18:37:52.364,3.55560000E-02,baseline
2026-04-22T18:37:52.370,3.55560000E-02,baseline
2026-04-22T18:37:52.373,3.55560000E-02,baseline
2026-04-22T18:37:52.379,3.55560000E-02,baseline
2026-04-22T18:37:52.383,3.55560000E-02,baseline
2026-04-22T18:37:52.386,3.55560000E-02,baseline
2026-04-22T18:37:52.398,3.55560000E-02,baseline
2026-04-22T18:37:52.406,3.55545000E-02,baseline
2026-04-22T18:37:52.409,3.55545000E-02,baseline
2026-04-22T18:37:52.412,3.55545000E-02,baseline
2026-04-22T18:37:52.415,3.55545000E-02,baseline
2026-04-22T18:37:52.418,3.55545000E-02,baseline
