module,strategy,run,payload_bytes,duration_s,mean_power_mW,energy_mJ,efficiency_mJ_per_KB,run_total_energy_mJ,run_mean_active_power_mW,baseline_mean_mA,baseline_std_mA
ble_nrf52,full_payload,12,256,0.553,37.4578,20.717984,82.871934,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,512,0.583,37.7666,22.007661,44.015321,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,1024,0.609,37.5896,22.888902,22.888902,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,2048,0.735,37.7579,27.748092,13.874046,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,4096,0.971,36.8719,35.834378,8.958595,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,8192,1.365,36.6292,50.1131,6.264138,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,16384,2.51,35.3905,88.625398,5.539087,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,32768,4.574,35.1753,161.044361,5.032636,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,65536,9.193,34.6229,317.633059,4.963017,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,131072,1.511,38.2201,57.72651,0.450988,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,262144,1.516,38.0719,57.724757,0.225487,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,524288,1.513,37.9604,57.442879,0.112193,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,12,1048576,1.543,38.195,58.893923,0.057514,1149.284,36.2036,7.09802,1.75603
ble_nrf52,full_payload,13,1,0.76,37.4333,28.444284,29126.946647,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,2,0.52,37.3777,19.435113,9950.777633,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,4,0.519,37.4506,19.436158,4975.656492,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,8,0.558,37.3282,20.831121,2666.383548,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,16,0.525,37.3781,19.62273,1255.854737,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,32,0.554,37.4623,20.748183,663.941868,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,64,0.523,37.4091,19.559584,312.95334,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,128,0.556,37.3565,20.772299,166.17839,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,256,0.588,37.4114,21.996369,87.985477,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,512,0.553,37.4899,20.734203,41.468406,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,1024,0.615,37.5114,23.065146,23.065146,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,2048,0.735,37.844,27.80931,13.904655,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,4096,1.007,37.3398,37.639966,9.409991,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,8192,1.362,37.2726,50.840323,6.35504,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,16384,2.481,35.1502,87.448178,5.465511,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,32768,4.544,35.2524,160.220548,5.006892,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,65536,9.137,34.6229,316.120986,4.93939,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,131072,1.514,38.1435,57.746201,0.451142,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,262144,1.512,38.0649,57.557175,0.224833,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,524288,1.523,38.2641,58.260582,0.11379,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,13,1048576,1.505,38.1589,57.447103,0.056101,1145.7356,36.2678,7.14555,1.79179
ble_nrf52,full_payload,14,1,0.769,37.4252,28.779966,29470.68546,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,2,0.52,37.4695,19.48064,9974.087777,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,4,0.518,37.429,19.389388,4963.683395,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,8,0.557,37.4295,20.844863,2668.142442,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,16,0.527,37.3458,19.683119,1259.719602,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,32,0.554,37.3649,20.699958,662.398656,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,64,0.521,37.4138,19.489553,311.832856,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,128,0.553,37.5879,20.785848,166.286787,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,256,0.581,37.4625,21.764022,87.056088,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,512,0.58,37.5341,21.773652,43.547305,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,1024,0.617,37.5566,23.174793,23.174793,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,2048,0.673,37.8342,25.470846,12.735423,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,4096,1.01,37.5952,37.986437,9.496609,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,8192,1.334,37.7102,50.329005,6.291126,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,16384,2.387,36.2402,86.546817,5.409176,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,32768,4.574,35.3463,161.692213,5.052882,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,65536,8.958,35.1464,314.814386,4.918975,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,131072,1.512,38.1332,57.685106,0.450665,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,262144,1.518,38.2721,58.085569,0.226897,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,524288,1.514,38.1225,57.732565,0.112759,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,14,1048576,1.509,38.0469,57.426721,0.056081,1143.6355,36.5542,7.10186,1.79273
ble_nrf52,full_payload,15,1,0.737,37.3609,27.535141,28195.984312,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,2,0.555,37.4491,20.783422,10641.112289,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,4,0.506,37.4898,18.972151,4856.870726,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,8,0.557,37.4559,20.859363,2669.998404,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,16,0.519,37.3644,19.391957,1241.085257,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,32,0.56,37.4692,20.977718,671.286987,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,64,0.523,37.3773,19.546787,312.748595,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,128,0.556,37.3292,20.756205,166.049643,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,256,0.588,37.4581,22.029333,88.117333,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,512,0.556,37.5717,20.888189,41.776378,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,1024,0.587,37.6618,22.097305,22.097305,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,2048,0.852,37.9017,32.285027,16.142514,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,4096,0.999,35.7752,35.818216,8.954554,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,8192,1.397,36.5673,51.07346,6.384182,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,16384,2.534,35.1208,89.035596,5.564725,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,32768,4.745,34.8316,165.075162,5.158599,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,65536,9.012,34.89,312.336596,4.880259,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,131072,1.516,38.1131,57.780533,0.45141,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,262144,1.513,38.1122,57.676225,0.225298,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,524288,1.507,38.1511,57.480023,0.112266,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,15,1048576,1.516,38.1688,57.884951,0.056528,1150.2834,36.1327,7.1204,1.72331
ble_nrf52,full_payload,16,1,0.736,37.4528,27.561159,28222.626432,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,2,0.554,37.501,20.774273,10636.427873,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,4,0.522,37.3358,19.490035,4989.449076,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,8,0.555,37.4187,20.768075,2658.313659,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,16,0.515,37.3689,19.244375,1231.639992,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,32,0.556,37.3527,20.76811,664.579508,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,64,0.523,37.3784,19.548561,312.776978,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,128,0.555,37.5029,20.811915,166.495321,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,256,0.554,37.5573,20.812063,83.248253,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,512,0.554,37.4004,20.718356,41.436711,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,1024,0.618,37.4699,23.155522,23.155522,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,2048,0.738,37.7095,27.829332,13.914666,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,4096,1.063,37.8993,40.349797,10.087449,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,8192,1.278,37.3027,47.656081,5.95701,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,16384,2.45,35.7958,87.61384,5.475865,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,32768,4.354,35.8068,156.131905,4.879122,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,65536,8.441,35.6244,300.709753,4.69859,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,131072,1.509,38.2711,57.750414,0.451175,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,262144,1.519,38.0513,57.807403,0.22581,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,524288,1.514,38.2625,57.925428,0.113136,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,16,1048576,1.519,37.9652,57.676759,0.056325,1125.1032,36.7357,7.27827,1.84992
ble_nrf52,full_payload,17,1,0.736,37.4822,27.587289,28249.383444,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,2,0.539,37.4443,20.18263,10333.50667,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,4,0.544,37.5771,20.43857,5232.273827,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,8,0.538,37.5775,20.215075,2587.529641,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,16,0.523,37.4237,19.571363,1252.56724,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,32,0.547,37.4746,20.499102,655.97126,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,64,0.544,37.4387,20.36484,325.837438,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,128,0.539,37.3987,20.158061,161.264488,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,256,0.54,37.4809,20.238287,80.953147,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,512,0.595,37.6601,22.407974,44.815947,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,1024,0.593,37.6463,22.320041,22.320041,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,2048,0.741,37.8745,28.06261,14.031305,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,4096,0.891,38.159,33.998152,8.499538,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,8192,1.348,37.8337,51.000165,6.375021,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,16384,2.244,36.8789,82.848713,5.178045,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,32768,4.166,36.7156,153.105533,4.784548,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,65536,8.021,36.5896,293.558134,4.586846,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,131072,1.512,38.3981,58.037262,0.453416,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,262144,1.523,38.1221,58.061363,0.226802,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,524288,1.514,38.2068,57.871185,0.11303,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,17,1048576,1.546,38.1705,58.997816,0.057615,1109.5242,37.3025,6.51131,0.75898
ble_nrf52,full_payload,18,1,0.752,37.5057,28.200732,28877.549353,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,2,0.545,37.427,20.397918,10443.734062,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,4,0.521,37.4592,19.516068,4996.113324,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,8,0.545,37.5797,20.478195,2621.208966,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,16,0.545,37.4518,20.404633,1305.896508,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,32,0.52,37.4449,19.472009,623.1043,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,64,0.546,37.4908,20.467383,327.478124,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,128,0.544,37.6,20.446173,163.56938,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,256,0.546,37.4615,20.451373,81.805493,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,512,0.572,37.5474,21.475518,42.951036,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,1024,0.617,37.5363,23.159915,23.159915,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,2048,0.747,37.8071,28.239392,14.119696,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,4096,0.942,37.8918,35.682922,8.92073,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,8192,1.319,38.1498,50.312142,6.289018,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,16384,2.3,36.6103,84.23555,5.264722,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,32768,4.197,37.0662,155.603364,4.862605,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,65536,7.969,36.9152,294.239695,4.597495,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,131072,1.521,38.442,58.471077,0.456805,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,262144,1.518,38.227,58.038439,0.226713,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,524288,1.522,38.0743,57.969139,0.113221,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,18,1048576,1.511,38.3632,57.956297,0.056598,1115.2179,37.4247,6.49771,0.80264
ble_nrf52,full_payload,19,1,0.745,37.478,27.918964,28589.019233,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,2,0.546,37.5396,20.496659,10494.289597,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,4,0.517,37.4174,19.344586,4952.214136,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,8,0.545,37.5023,20.438522,2616.130852,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,16,0.542,37.4778,20.309677,1299.819301,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,32,0.545,37.4109,20.38778,652.408976,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,64,0.525,37.4571,19.664712,314.635387,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,128,0.545,37.5593,20.470039,163.760311,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,256,0.549,37.5339,20.607182,82.428728,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,512,0.56,37.4432,20.968123,41.936246,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,1024,0.616,37.545,23.128334,23.128334,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,2048,0.714,37.6822,26.911956,13.455978,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,4096,0.938,37.9703,35.619293,8.904823,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,8192,1.321,38.2165,50.494597,6.311825,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,16384,2.198,37.6376,82.75947,5.172467,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,32768,4.117,37.1051,152.811504,4.77536,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,65536,8.099,36.6629,296.579812,4.63406,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,131072,1.508,38.2196,57.649322,0.450385,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,262144,1.515,38.124,57.753014,0.225598,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,524288,1.522,38.1885,58.120976,0.113518,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,19,1048576,1.519,38.1326,57.944523,0.056586,1110.379,37.4041,6.52475,0.925
ble_nrf52,full_payload,20,1,0.756,37.5299,28.382564,29063.745132,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,2,0.546,37.5187,20.483032,10487.312225,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,4,0.514,37.4281,19.23777,4924.869016,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,8,0.545,37.5069,20.435139,2615.697765,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,16,0.545,37.4557,20.406609,1306.022953,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,32,0.521,37.4354,19.503929,624.125732,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,64,0.563,37.5089,21.115404,337.846471,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,128,0.547,37.5443,20.52647,164.211761,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,256,0.544,37.4446,20.36936,81.477439,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,512,0.547,37.4934,20.507271,41.014542,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,1024,0.64,37.4664,23.979812,23.979812,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,2048,0.719,37.7365,27.134874,13.567437,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,4096,0.923,38.0001,35.07148,8.76787,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,8192,1.342,38.412,51.525088,6.440636,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,16384,2.168,37.7069,81.761912,5.11012,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,32768,4.023,37.367,150.292849,4.696652,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,65536,8.52,35.8565,305.592954,4.77489,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,131072,1.515,38.1603,57.823109,0.451743,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,262144,1.518,38.2603,58.176838,0.227253,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,524288,1.517,38.1188,57.839562,0.112968,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,20,1048576,1.523,38.1691,58.15332,0.05679,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,21,1,0.749,37.5161,28.100277,28774.683633,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,2,0.546,37.5455,20.49552,10493.70601,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,4,0.514,37.5157,19.279378,4935.520846,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,8,0.542,37.4425,20.293789,2597.604958,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,16,0.571,37.4953,21.411507,1370.336468,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,32,0.52,37.6576,19.577709,626.486684,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,64,0.547,37.5732,20.545906,328.73449,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,128,0.548,37.4842,20.540147,164.321179,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,256,0.545,37.5561,20.464923,81.859691,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,512,0.547,37.5419,20.540193,41.080386,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,1024,0.669,37.6092,25.161486,25.161486,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,2048,0.742,38.0468,28.214869,14.107434,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,4096,0.894,38.2101,34.15416,8.53854,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,8192,1.32,37.8131,49.913779,6.239222,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,16384,2.193,37.1527,81.501713,5.093857,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,32768,4.223,37.0399,156.365354,4.886417,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,65536,8.099,36.7299,297.44209,4.647533,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,131072,1.521,38.2176,58.12873,0.454131,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,262144,1.52,38.2923,58.198903,0.227339,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,524288,1.521,38.1598,58.06022,0.113399,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,1048576,1.524,38.0909,58.067744,0.056707,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,22,1,0.742,37.5633,27.872273,28541.207101,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,2,0.546,37.5597,20.503135,10497.605015,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,4,0.519,37.4339,19.428506,4973.697612,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,8,0.547,37.4788,20.498684,2623.831521,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,16,0.542,37.4274,20.28561,1298.279041,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,32,0.54,37.4148,20.204121,646.53186,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,64,0.516,37.5684,19.385288,310.164613,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,128,0.548,37.6239,20.614227,164.913816,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,256,0.573,37.5051,21.483605,85.93442,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,512,0.541,37.4678,20.270145,40.540289,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,1024,0.664,37.6783,25.019699,25.019699,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,2048,0.669,37.7613,25.257138,12.628569,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,4096,0.934,37.9972,35.497393,8.874348,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,8192,1.346,38.2723,51.509837,6.43873,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,16384,2.202,37.6759,83.001438,5.18759,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,32768,4.095,36.9495,151.282233,4.72757,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,65536,8.0,36.8502,294.773124,4.60583,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,131072,1.512,38.1061,57.64023,0.450314,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,262144,1.517,38.3245,58.12825,0.227063,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,524288,1.52,38.1022,57.933136,0.113151,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,1048576,1.519,38.2662,58.146681,0.056784,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,23,1,0.747,37.5037,28.016023,28688.40725,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,2,0.545,37.6248,20.499388,10495.686897,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,4,0.521,37.4334,19.505255,4993.345252,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,8,0.543,37.446,20.333268,2602.658298,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,16,0.546,37.4801,20.459512,1309.408785,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,32,0.548,37.5751,20.589191,658.854108,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,64,0.543,37.5062,20.365836,325.853384,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,128,0.523,37.4972,19.610502,156.884017,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,256,0.571,37.6015,21.470827,85.883308,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,512,0.55,37.4791,20.614516,41.229033,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,1024,0.647,37.5711,24.311005,24.311005,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,2048,0.717,37.7064,27.030997,13.515498,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,4096,0.925,38.0686,35.210173,8.802543,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,8192,1.371,37.3961,51.281981,6.410248,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,16384,2.221,37.5258,83.35486,5.209679,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,32768,4.196,36.9543,155.020688,4.844396,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,65536,8.024,36.5718,293.526435,4.586351,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,131072,1.509,38.0895,57.465156,0.448947,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,262144,1.521,38.3792,58.360824,0.227972,1113.2107,37.3385,6.5676,0.90321
