Protocol,Experiment,Run,Unique_Samples_N,Samples_N_eff,Vshunt_Mean_V,Vshunt_Median_V,Vshunt_Std_V,Vshunt_Max_V,Vshunt_Min_V,Vshunt_Combined_Uncert_V,Current_Mean_mA,Current_Median_mA,Current_Std_mA,Current_Max_mA,Current_Min_mA,Power_Mean_mW,Power_Std_mW,Power_Rel_Uncert_pct
BLE,chunk,ble_nrf52_chunked_244_run13.csv,332,70.590863,0.0096154296,0.0098182600,0.0020805886,0.0112112000,0.0036124300,0.0002476794,8.4767688317,8.6555394567,1.8337891695,9.8832489209,3.1858449800,42.5565920864,9.2063166060,2.5784421815
BLE,chunk,ble_nrf52_chunked_244_run14.csv,333,42.391088,0.0096437847,0.0097984700,0.0019755221,0.0112813000,0.0036074200,0.0003034566,8.5017603759,8.6380969464,1.7411856425,9.9450336592,3.1814292662,42.6820591099,8.7414118051,3.1485404199
BLE,chunk,ble_nrf52_chunked_244_run15.csv,332,71.577018,0.0096320096,0.0098353700,0.0020676609,0.0113185000,0.0036117100,0.0002444402,8.4913820591,8.6706198685,1.8223950157,9.9778209954,3.1852103864,42.6299560261,9.1491136355,2.5404353041
BLE,chunk,ble_nrf52_chunked_244_run16.csv,331,43.286265,0.0096408027,0.0098876500,0.0019853545,0.0112161000,0.0036242300,0.0003017974,8.4991321042,8.7166984152,1.7498517866,9.8875676829,3.1962452641,42.6688641899,8.7849191330,3.1323210216
BLE,chunk,ble_nrf52_chunked_244_run17.csv,333,73.629650,0.0096271364,0.0097535200,0.0020581930,0.0111857000,0.0035889400,0.0002399070,8.4870869604,8.5984789151,1.8140501904,9.8607737307,3.1651413637,42.6083930032,9.1072194502,2.4947012212
BLE,chunk,ble_nrf52_chunked_244_run18.csv,332,43.872727,0.0096411299,0.0098182000,0.0019780795,0.0113872000,0.0036021700,0.0002986758,8.4994205367,8.6554865739,1.7434397293,10.0383718018,3.1768020212,42.6703122304,8.7527281749,3.0998713496
BLE,chunk,ble_nrf52_chunked_244_run19.csv,330,71.033055,0.0096010154,0.0097473200,0.0020847535,0.0114055000,0.0036042000,0.0002474017,8.4640644314,8.5930143591,1.8374600329,10.0545010559,3.1785912226,42.4928111823,9.2247457316,2.5794139020
BLE,chunk,ble_nrf52_chunked_244_run20.csv,333,42.733107,0.0096360450,0.0097680700,0.0019779234,0.0111693000,0.0035902500,0.0003026074,8.4949387858,8.6113029942,1.7433021153,9.8463190987,3.1662959715,42.6478121423,8.7520373007,3.1422608345
BLE,chunk,ble_nrf52_chunked_244_run21.csv,337,72.394234,0.0096334439,0.0097363500,0.0020291184,0.0111947000,0.0036214900,0.0002385281,8.4926462041,8.5833456204,1.7884243708,9.8687061508,3.1938302829,42.6363025134,8.9785681240,2.4787809952
BLE,chunk,ble_nrf52_chunked_244_run22.csv,333,45.840508,0.0096360826,0.0098268400,0.0019918279,0.0112237000,0.0036226800,0.0002942269,8.4949718971,8.6631016971,1.7555573071,9.8942661709,3.1948791251,42.6479783736,8.8135630083,3.0553728112
BLE,chunk,ble_nrf52_chunked_244_run23.csv,331,69.044919,0.0096346390,0.0098035900,0.0020600803,0.0111983000,0.0036123100,0.0002479683,8.4936996080,8.6426096120,1.8157136169,9.8718791188,3.1857392144,42.6415910003,9.1155704816,2.5763086005
BLE,chunk,ble_nrf52_chunked_244_run24.csv,331,47.286290,0.0096375689,0.0099042200,0.0020063194,0.0113073000,0.0036145700,0.0002918022,8.4962819183,8.7313028819,1.7683297831,9.9679495394,3.1877311332,42.6545551766,8.8776856781,3.0297721540
BLE,chunk,ble_nrf52_chunked_244_run25.csv,329,67.412153,0.0096180518,0.0097679400,0.0020566337,0.0111615000,0.0035876300,0.0002505325,8.4790799197,8.6111884148,1.8126758334,9.8394443346,3.1639867559,42.5681946240,9.1003196572,2.6073619394
BLE,chunk,ble_nrf52_chunked_244_run26.csv,332,46.634944,0.0096335486,0.0098295900,0.0019957860,0.0111702000,0.0036169600,0.0002922902,8.4927385347,8.6655254921,1.7590458751,9.8471123407,3.1898376314,42.6367660481,8.8310769413,3.0360933712
BLE,chunk,ble_nrf52_chunked_244_run27.csv,334,62.141974,0.0096231663,0.0097368250,0.0020397054,0.0112316000,0.0036065900,0.0002587893,8.4835877857,8.5837642760,1.7977555139,9.9012290730,3.1806977208,42.5908258198,9.0254139985,2.6916618528
BLE,chunk,ble_nrf52_chunked_244_run28.csv,333,51.792932,0.0096294679,0.0099081600,0.0020206870,0.0111685000,0.0036194600,0.0002808177,8.4891418992,8.7347755191,1.7809931278,9.8456139947,3.1920410814,42.6187095748,8.9412604677,2.9183747917
BLE,chunk,ble_nrf52_chunked_244_run29.csv,331,57.873564,0.0096380934,0.0097261000,0.0020180289,0.0111669000,0.0035792800,0.0002653110,8.4967441768,8.5743114754,1.7786503024,9.8442037867,3.1566272328,42.6568758895,8.9294985963,2.7550789933
BLE,chunk,ble_nrf52_chunked_244_run30.csv,334,58.465718,0.0096284527,0.0098611200,0.0020432421,0.0112086000,0.0036031300,0.0002672613,8.4882471193,8.6933154037,1.8008726892,9.8809573329,3.1776481460,42.6142174403,9.0410633997,2.7780610241
BLE,byte,ble_nrf52_byte_for_byte_run01.csv,3587,1476.862557,0.0084359451,0.0084490700,0.0009105563,0.0124462000,0.0052267500,0.0000241510,7.4371947250,7.4487627676,0.8025461149,10.9717532271,4.6086743497,37.3375360902,4.0290856481,0.3134724313
BLE,byte,ble_nrf52_byte_for_byte_run02.csv,3587,1455.981940,0.0084553371,0.0084793500,0.0009026360,0.0124759000,0.0052356900,0.0000241135,7.4542864746,7.4754509541,0.7955653051,10.9979302132,4.6165538870,37.4233431504,3.9940393375,0.3124687584
BLE,byte,ble_nrf52_byte_for_byte_run024.csv,3596,1507.179829,0.0084379021,0.0084797100,0.0009278717,0.0124286000,0.0052309200,0.0000243536,7.4389195887,7.4757682509,0.8178076072,10.9562409390,4.6123497044,37.3461955595,4.1057041234,0.3156053239
BLE,byte,ble_nrf52_byte_for_byte_run025.csv,3588,1490.410291,0.0083591112,0.0083913600,0.0009321772,0.0125566000,0.0052364000,0.0000245945,7.3694749032,7.3978983275,0.8216023261,11.0690575797,4.6171796668,36.9975569197,4.1247550502,0.3207331773
BLE,byte,ble_nrf52_byte_for_byte_run026.csv,3589,1470.633142,0.0083580016,0.0083817000,0.0009380876,0.0125049000,0.0052263900,0.0000249047,7.3684969271,7.3893841966,0.8268116820,11.0234902334,4.6083570529,36.9926471095,4.1509079913,0.3241758380
BLE,byte,ble_nrf52_byte_for_byte_run027.csv,3588,1519.260473,0.0084112875,0.0084392300,0.0009148986,0.0124796000,0.0052298500,0.0000239336,7.4154620545,7.4400899883,0.8063732965,11.0011913193,4.6114066278,37.2284298480,4.0482995504,0.3118800571
BLE,byte,ble_nrf52_byte_for_byte_run028.csv,3587,1520.104513,0.0084290158,0.0084577700,0.0009158159,0.0126211000,0.0052250800,0.0000239503,7.4310874054,7.4564307736,0.8071818457,11.1259065900,4.6072024451,37.3068750309,4.0523587736,0.3115155232
BLE,byte,ble_nrf52_byte_for_byte_run029.csv,3601,1328.742746,0.0084193471,0.0084506200,0.0009434062,0.0124688000,0.0051672500,0.0000262999,7.4225655961,7.4501289066,0.8314993182,10.9916724152,4.5562322394,37.2640923186,4.1744417014,0.3374530002
BLE,byte,ble_nrf52_byte_for_byte_run03.csv,3587,1444.560322,0.0084264879,0.0084648100,0.0009091276,0.0124734000,0.0052226900,0.0000243726,7.4288593789,7.4626356888,0.8012868765,10.9957267632,4.6050959469,37.2956894938,4.0227637941,0.3161684064
BLE,byte,ble_nrf52_byte_for_byte_run030.csv,3587,1375.235455,0.0084513591,0.0084766100,0.0009157130,0.0124601000,0.0051378000,0.0000251317,7.4507803759,7.4730359729,0.8070911083,10.9840044092,4.5302755983,37.4057412062,4.0519032375,0.3236207450
BLE,byte,ble_nrf52_byte_for_byte_run04.csv,3586,1413.499854,0.0084491140,0.0084585450,0.0008946400,0.0124676000,0.0052269900,0.0000242510,7.4488015645,7.4571138431,0.7885177763,10.9906147592,4.6088858809,37.3958068232,3.9586580718,0.3141458187
BLE,byte,ble_nrf52_byte_for_byte_run05.csv,3585,1519.013241,0.0084708097,0.0084846000,0.0008882004,0.0125167000,0.0052237700,0.0000232642,7.4679237378,7.4800781991,0.7828420450,11.0338905175,4.6060478373,37.4918073799,3.9301637498,0.3028785523
BLE,byte,ble_nrf52_byte_for_byte_run06.csv,3595,1420.257691,0.0084324554,0.0084401300,0.0009117912,0.0125277000,0.0052211400,0.0000246420,7.4341190102,7.4408832303,0.8036345308,11.0435856975,4.6037298079,37.3220948361,4.0345499083,0.3189051148
BLE,byte,ble_nrf52_byte_for_byte_run07.csv,3592,1469.419929,0.0084054934,0.0084197400,0.0009214774,0.0123704000,0.0052277000,0.0000244893,7.4103552426,7.4229118920,0.8121717463,10.9049446227,4.6095116607,37.2027917166,4.0774099657,0.3180995847
BLE,byte,ble_nrf52_byte_for_byte_run08.csv,3593,1455.153359,0.0084480846,0.0084766100,0.0009061384,0.0125748000,0.0052235300,0.0000242101,7.4478942955,7.4730359729,0.7986523066,11.0850986957,4.6058363061,37.3912519889,4.0095372549,0.3137363569
BLE,byte,ble_nrf52_byte_for_byte_run09.csv,3594,1461.208137,0.0084531884,0.0084809600,0.0009148058,0.0125570000,0.0052362900,0.0000243843,7.4523926014,7.4768699759,0.8062915153,11.0694101317,4.6170827150,37.4138351892,4.0478889776,0.3154604287
BLE,byte,ble_nrf52_byte_for_byte_run10.csv,3592,1461.416939,0.0084435536,0.0084711850,0.0009099249,0.0125198000,0.0052285400,0.0000242573,7.4439007570,7.4682544864,0.8019896451,11.0366227955,4.6102520199,37.3712029120,4.0262919591,0.3143869167
BLE,byte,ble_nrf52_byte_for_byte_run11.csv,3599,1404.227572,0.0084366601,0.0084625400,0.0009165544,0.0125198000,0.0052280600,0.0000249021,7.4378249397,7.4606349562,0.8078327544,11.0366227955,4.6098289575,37.3407000065,4.0556265818,0.3215971480
BLE,byte,ble_nrf52_byte_for_byte_run12.csv,3595,1427.405626,0.0084406097,0.0084639700,0.0009017676,0.0123940000,0.0052229300,0.0000243220,7.4413060304,7.4618953296,0.7947999042,10.9257451908,4.6053074781,37.3581764012,3.9901967349,0.3151792395
BLE,byte,ble_nrf52_byte_for_byte_run13.csv,3592,1451.680303,0.0084515605,0.0084712400,0.0009099938,0.0124113000,0.0052243600,0.0000243373,7.4509578381,7.4683029623,0.8020503013,10.9409930649,4.6065678515,37.4066321337,4.0265964760,0.3150029726
BLE,byte,ble_nrf52_byte_for_byte_run14.csv,3588,1432.911489,0.0084458472,0.0084615850,0.0009048329,0.0124858000,0.0052280600,0.0000243565,7.4459222454,7.4597932383,0.7975016092,11.0066558753,4.6098289575,37.3813515499,4.0037603178,0.3153886004
BLE,byte,ble_nrf52_byte_for_byte_run15.csv,3586,1466.001284,0.0084374214,0.0084677900,0.0009056803,0.0124281000,0.0052272200,0.0000241120,7.4384959587,7.4652622013,0.7982485103,10.9558002490,4.6090885983,37.3440687766,4.0075100441,0.3130050544
BLE,byte,ble_nrf52_byte_for_byte_run16.csv,3586,1496.465806,0.0084827982,0.0085049850,0.0008857791,0.0124828000,0.0052281800,0.0000233705,7.4784901102,7.4980451305,0.7807079739,11.0040117353,4.6099347231,37.5448545738,3.9194499041,0.3036625855
BLE,byte,ble_nrf52_byte_for_byte_run17.csv,3586,1527.627500,0.0084552438,0.0084974750,0.0008926369,0.0125100000,0.0052273400,0.0000233123,7.4542042298,7.4914259667,0.7867523006,11.0279852714,4.6091943639,37.4229302503,3.9497947150,0.3038527980
BLE,byte,ble_nrf52_byte_for_byte_run18.csv,3589,1527.954951,0.0084246265,0.0084450100,0.0009191891,0.0125068000,0.0052212600,0.0000239757,7.4272187116,7.4451843647,0.8101548707,11.0251648554,4.6038355735,37.2874527219,4.0672844859,0.3119249822
BLE,byte,ble_nrf52_byte_for_byte_run19.csv,3592,1515.507025,0.0084518454,0.0084746400,0.0009002332,0.0124933000,0.0052218600,0.0000235928,7.4512089308,7.4712996543,0.7934475502,11.0132662253,4.6043644015,37.4078927142,3.9834074050,0.3069667925
BLE,byte,ble_nrf52_byte_for_byte_run20.csv,3590,1520.597111,0.0084869705,0.0085099300,0.0008882989,0.0124043000,0.0052168500,0.0000232551,7.4821675289,7.5024035547,0.7829288959,10.9348234049,4.5999486877,37.5633166093,3.9305997741,0.3023075484
BLE,byte,ble_nrf52_byte_for_byte_run21.csv,3590,1444.021267,0.0068199778,0.0068287900,0.0009113543,0.0107867000,0.0035970500,0.0000244307,6.0129134732,6.0206803730,0.8032494331,9.5091031087,3.1722893555,30.1871044275,4.0326165720,0.3802482482
BLE,byte,ble_nrf52_byte_for_byte_run22.csv,3588,1324.427531,0.0067336921,0.0067501600,0.0009409302,0.0108391000,0.0036067000,0.0000262707,5.9368630064,5.9513774632,0.8293170950,9.5552874210,3.1807946726,29.8053022622,4.1634861140,0.4104350736
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,3589,1351.975148,0.0084294642,0.0084619400,0.0009304369,0.0123968000,0.0051359000,0.0000257332,7.4314826016,7.4601061282,0.8200685175,10.9282130548,4.5286009763,37.3088590659,4.1170547497,0.3308977474
BLE,all,ble_nrf52_full_payload_run01.csv,276,39.595591,0.0101084625,0.0113265500,0.0022924574,0.0118496000,0.0051614100,0.0003643460,8.9113181056,9.9849161045,2.0205261112,10.4459219161,4.5510849802,44.7381941286,10.1438068234,3.6058565692
BLE,all,ble_nrf52_full_payload_run02.csv,270,55.485752,0.0102791957,0.0113398000,0.0019626534,0.0117937000,0.0052805200,0.0002635251,9.0617989369,9.9965943895,1.7298434271,10.3966527738,4.6560661526,45.4936649310,8.6844695852,2.5663181506
BLE,all,ble_nrf52_full_payload_run03.csv,277,53.561858,0.0101499876,0.0113145000,0.0020181807,0.0118161000,0.0052269900,0.0002758007,8.9479175139,9.9742954754,1.7787841170,10.4163956859,4.6088858809,44.9219370285,8.9301703964,2.7196750806
BLE,all,ble_nrf52_full_payload_run04.csv,277,51.070764,0.0101122370,0.0113138000,0.0020401982,0.0119544000,0.0052362900,0.0002855256,8.9146449096,9.9736785094,1.7981898789,10.5382905406,4.6170827150,44.7548959452,9.0275946756,2.8258505313
BLE,all,ble_nrf52_full_payload_run05.csv,279,52.334201,0.0101468197,0.0113141000,0.0020173032,0.0118258000,0.0052315200,0.0002788946,8.9451253868,9.9739429234,1.7780106857,10.4249450720,4.6128785324,44.9079194924,8.9262874782,2.7509736262
BLE,all,ble_nrf52_full_payload_run06.csv,280,54.209373,0.0101479138,0.0113182500,0.0020393717,0.0118971000,0.0052429600,0.0002770268,8.9460897120,9.9776006504,1.7974614105,10.4877874663,4.6229615196,44.9127607702,9.0239374881,2.7322957876
BLE,all,ble_nrf52_full_payload_run07.csv,278,58.305531,0.0101542923,0.0113193000,0.0020597177,0.0118136000,0.0052372400,0.0002697856,8.9517115771,9.9785260994,1.8153939928,10.4141922359,4.6179200260,44.9409846639,9.1139658476,2.6593678662
BLE,all,ble_nrf52_full_payload_run08.csv,281,49.129151,0.0101015481,0.0113181000,0.0020442701,0.0118301000,0.0052594200,0.0002916924,8.9052239045,9.9774684434,1.8017787869,10.4287350060,4.6374690345,44.7075989294,9.0456123537,2.8898073837
BLE,all,ble_nrf52_full_payload_run09.csv,275,54.459951,0.0101557986,0.0113192000,0.0020389538,0.0117837000,0.0052261500,0.0002763323,8.9530392457,9.9784379614,1.7970931000,10.3878389738,4.6081455217,44.9476500631,9.0220884299,2.7233502251
BLE,all,ble_nrf52_full_payload_run10.csv,279,54.735016,0.0101948486,0.0113178000,0.0019963136,0.0118451000,0.0052664500,0.0002698746,8.9874570891,9.9772040294,1.7595108759,10.4419557061,4.6436651359,45.1204406811,8.8334114217,2.6496874003
BLE,all,ble_nrf52_full_payload_run11.csv,280,53.724733,0.0101514627,0.0113109000,0.0020385736,0.0119077000,0.0052293700,0.0002781642,8.9492176667,9.9711225074,1.7967579790,10.4971300944,4.6109835653,44.9284642882,9.0204059954,2.7425331996
BLE,all,ble_nrf52_full_payload_run12.csv,278,54.786672,0.0101111240,0.0113109000,0.0020608780,0.0118422000,0.0052300900,0.0002784689,8.9136639241,9.9711225074,1.8164166775,10.4393997041,4.6116181590,44.7499710263,9.1191001123,2.7564578867
BLE,all,ble_nrf52_full_payload_run13.csv,278,53.539345,0.0101339302,0.0113131000,0.0020449634,0.0118993000,0.0052345000,0.0002795184,8.9337648731,9.9730615434,1.8023898639,10.4897265023,4.6155050448,44.8508854081,9.0486801921,2.7606123445
BLE,all,ble_nrf52_full_payload_run14.csv,277,53.433416,0.0102087486,0.0113149000,0.0020140573,0.0118103000,0.0052230500,0.0002755679,8.9997082621,9.9746480274,1.7751498151,10.4112836819,4.6054132437,45.1819462123,8.9119248234,2.7017813877
BLE,all,ble_nrf52_full_payload_run15.csv,277,55.194030,0.0101135208,0.0113169000,0.0020815818,0.0119050000,0.0052472500,0.0002802261,8.9157764488,9.9764107874,1.8346646132,10.4947503684,4.6267426398,44.7605767008,9.2107116648,2.7731583247
BLE,all,ble_nrf52_full_payload_run16.csv,272,59.439092,0.0102262239,0.0113136000,0.0019956465,0.0118687000,0.0052194700,0.0002588923,9.0151107107,9.9735022334,1.7589229491,10.4627562742,4.6022579033,45.2592723417,8.8304598067,2.5343390835
BLE,all,ble_nrf52_full_payload_run17.csv,263,63.392016,0.0103078106,0.0113376000,0.0020004126,0.0118467000,0.0052792100,0.0002512919,9.0870195408,9.9946553535,1.7631236631,10.4433659141,4.6549115448,45.6202819210,8.8515489827,2.4407138155
BLE,all,ble_nrf52_full_payload_run18.csv,265,58.443469,0.0103512342,0.0113434000,0.0019661230,0.0118271000,0.0052833800,0.0002572263,9.1252922165,9.9997673575,1.7329014576,10.4260908660,4.6585868994,45.8124252577,8.6998220575,2.4877463320
BLE,all,ble_nrf52_full_payload_run19.csv,264,57.282947,0.0103368851,0.0113398000,0.0019648305,0.0118122000,0.0052779000,0.0002596473,9.1126452619,9.9965943895,1.7317623432,10.4129583039,4.6537569370,45.7489327527,8.6941032713,2.5145749712
BLE,all,ble_nrf52_full_payload_run20.csv,265,60.191995,0.0103247300,0.0113386000,0.0019820567,0.0117920000,0.0052690700,0.0002555173,9.1019319546,9.9955367335,1.7469451372,10.3951544278,4.6459743515,45.6951478895,8.7703266512,2.4775875073
BLE,all,ble_nrf52_full_payload_run21.csv,267,57.417512,0.0103277055,0.0113438000,0.0019580425,0.0118090000,0.0052675200,0.0002584472,9.1045545720,10.0001199095,1.7257795213,10.4101378879,4.6446082125,45.7083144229,8.6640672382,2.5052019436
BLE,all,ble_nrf52_full_payload_run22.csv,263,56.961135,0.0103586890,0.0113413000,0.0019590625,0.0118788000,0.0052768200,0.0002596153,9.1318627815,9.9979164595,1.7266784830,10.4716582122,4.6528050466,45.8454119839,8.6685803665,2.5089890169
BLE,all,ble_nrf52_full_payload_run23.csv,263,58.669459,0.0103437145,0.0113429000,0.0019516991,0.0118682000,0.0052857600,0.0002548478,9.1186645348,9.9993266675,1.7201885967,10.4623155842,4.6606845838,45.7791517837,8.6359986779,2.4665904702
BLE,all,ble_nrf52_full_payload_run24.csv,268,59.880311,0.0104209391,0.0113406000,0.0019073333,0.0118611000,0.0052644200,0.0002465266,9.1867288017,9.9972994935,1.6810854274,10.4560577861,4.6418759345,46.1208601987,8.4396859486,2.3686432060
BLE,all,ble_nrf52_full_payload_run25.csv,264,59.468596,0.0103453867,0.0113430500,0.0019900326,0.0118943000,0.0052812300,0.0002581003,9.1201384276,9.9994588745,1.7539749220,10.4853196023,4.6566919324,45.7865512839,8.8056188352,2.4975839368
BLE,all,ble_nrf52_full_payload_run26.csv,263,56.034812,0.0103589929,0.0113399000,0.0019602507,0.0118902000,0.0052819500,0.0002619104,9.1321305802,9.9966825275,1.7277257585,10.4817059443,4.6573265260,45.8467564352,8.6738380866,2.5310379731
BLE,all,ble_nrf52_full_payload_run27.csv,264,58.510097,0.0103489380,0.0113432500,0.0019787428,0.0118486000,0.0052626300,0.0002587294,9.1232683949,9.9996351505,1.7440243348,10.4450405361,4.6402982643,45.8022649063,8.7556631163,2.5027988122
BLE,all,ble_nrf52_full_payload_run28.csv,263,55.925455,0.0103929008,0.0113414000,0.0019385255,0.0118655000,0.0052436800,0.0002592617,9.1620163665,9.9980045975,1.7085776098,10.4599358582,4.6235961132,45.9967944086,8.5777071229,2.4973554094
BLE,all,ble_nrf52_full_payload_run29.csv,263,56.177584,0.0103582702,0.0113447000,0.0019655307,0.0118594000,0.0052660900,0.0002622818,9.1314936407,10.0009131515,1.7323794202,10.4545594401,4.6433478391,45.8435587576,8.6972012318,2.5347944327
BLE,all,ble_nrf52_full_payload_run30.csv,264,60.833941,0.0103290589,0.0113399000,0.0019789125,0.0119262000,0.0052712200,0.0002537630,9.1057473951,9.9966825275,1.7441739117,10.5134356245,4.6478693186,45.7143028468,8.7564140488,2.4595940700
lora,chunk,LoRa_exp_run01.csv,967,629.410218,0.0898566708,0.0881229000,0.0364038659,0.1431760000,0.0365627000,0.0014510723,79.1997944039,77.6716834542,32.0856395441,126.1943850095,32.2275541186,397.6129832848,161.0820704238,1.6198889065
lora,chunk,LoRa_exp_run02.csv,969,626.814001,0.0899933426,0.0886783000,0.0365768182,0.1429480000,0.0366250000,0.0014609822,79.3202541812,78.1612019090,32.2380761927,125.9934303684,32.2824640929,398.2177370192,161.8473601710,1.6284215175
lora,chunk,LoRa_exp_run03.csv,967,632.046725,0.0900552173,0.0893549000,0.0364505014,0.1429770000,0.0366943000,0.0014498978,79.3747892593,78.7575436204,32.1267431490,126.0189903885,32.3435437272,398.4915237793,161.2884260980,1.6150398072
lora,chunk,LoRa_exp_run04.csv,969,641.650838,0.0900395545,0.0884340000,0.0363443217,0.1430650000,0.0366532000,0.0014348148,79.3609843976,77.9458807738,32.0331584106,126.0965518290,32.3073190090,398.4222181414,160.8185952445,1.5986209337
lora,chunk,LoRa_exp_run05.csv,968,643.135594,0.0899883921,0.0884799000,0.0364439587,0.1429960000,0.0366595000,0.0014370865,79.3158909337,77.9863361160,32.1209764986,126.0357366086,32.3128717030,398.1958318633,161.2594753277,1.6020402643
lora,chunk,LoRa_exp_run06.csv,968,640.794438,0.0899225160,0.0874187000,0.0363368138,0.1430130000,0.0366707000,0.0014354766,79.2578290243,77.0510156547,32.0265411448,126.0507200687,32.3227431591,397.9043390736,160.7853740621,1.6014218553
lora,chunk,LoRa_exp_run07.csv,970,642.121646,0.0898499233,0.0886894500,0.0364465686,0.1430320000,0.0367018000,0.0014383235,79.1938472582,78.1710292961,32.1232768541,126.0674662888,32.3501540773,397.5831263597,161.2710239840,1.6058658147
lora,chunk,LoRa_exp_run08.csv,971,634.017584,0.0901984329,0.0881438000,0.0365747778,0.1430230000,0.0366995000,0.0014525782,79.5010166104,77.6901042963,32.2362778521,126.0595338688,32.3481269032,399.1252329199,161.8383318195,1.6154538350
lora,chunk,LoRa_exp_run09.csv,970,641.285330,0.0898825723,0.0872456500,0.0364058308,0.1430330000,0.0367053000,0.0014376524,79.2226234067,76.8984928448,32.0873713714,126.0683476688,32.3532389073,397.7275935309,161.0907648536,1.6045419535
lora,chunk,LoRa_exp_run10.csv,969,645.793707,0.0903988157,0.0900163000,0.0365436582,0.1430390000,0.0367017000,0.0014380494,79.6776300333,79.3404883558,32.2088496614,126.0736359488,32.3500659393,400.0118992361,161.7006319073,1.5958750776
lora,chunk,LoRa_exp_run11.csv,971,646.291940,0.0898877455,0.0888615000,0.0364455320,0.1430440000,0.0367134000,0.0014336350,79.2271830076,78.3226707260,32.1223632110,126.0780428489,32.3603780853,397.7504844555,161.2664371493,1.5999951257
lora,chunk,LoRa_exp_run12.csv,970,645.576837,0.0899560955,0.0891503500,0.0363598695,0.1430370000,0.0367043000,0.0014310574,79.2874252815,78.5772573404,32.0468619806,126.0718731888,32.3523575273,398.0529235010,160.8873923594,1.5959311011
lora,chunk,LoRa_exp_run13.csv,968,640.325965,0.0902399230,0.0900060000,0.0364097670,0.1430700000,0.0366979000,0.0014388847,79.5375852294,79.3314101417,32.0908405991,126.1009587290,32.3467166952,399.3088212461,161.1081816913,1.5995896497
lora,chunk,LoRa_exp_run14.csv,970,651.856253,0.0901193549,0.0878908000,0.0364829986,0.1430290000,0.0367177000,0.0014289708,79.4313189268,77.4671151551,32.1553855073,126.0648221488,32.3641680193,398.7753241337,161.4322215917,1.5907507694
lora,chunk,LoRa_exp_run15.csv,971,643.690284,0.0898011564,0.0866842000,0.0364534578,0.1430640000,0.0367729000,0.0014368415,79.1508651208,76.4036420410,32.1293488018,126.0956704490,32.4128201956,397.3673397407,161.3015074625,1.6050872484
lora,chunk,LoRa_exp_run16.csv,970,641.768343,0.0898427665,0.0878953500,0.0364279822,0.1430750000,0.0367235000,0.0014379857,79.1875393941,77.4711254341,32.1068951067,126.1053656290,32.3692800234,397.5514584915,161.1887814037,1.6056180997
lora,chunk,LoRa_exp_run17.csv,970,641.484697,0.0902207188,0.0892632000,0.0364058219,0.1430750000,0.0367110000,0.0014374288,79.5206589660,78.6767210740,32.0873634592,126.1053656290,32.3582627733,399.2238449892,161.0907251309,1.5983195002
lora,chunk,LoRa_exp_run18.csv,970,643.886298,0.0901666428,0.0873258000,0.0364899177,0.1430350000,0.0367394000,0.0014380598,79.4729974791,76.9691354522,32.1614838263,126.0701104288,32.3832939655,398.9845662617,161.4628374641,1.5999694079
lora,chunk,LoRa_exp_run19.csv,969,647.669948,0.0900098871,0.0872644000,0.0363286620,0.1430720000,0.0367249000,0.0014275170,79.3348361540,76.9150187199,32.0193562797,126.1027214890,32.3705139554,398.2909440492,160.7493033167,1.5910629243
lora,chunk,LoRa_exp_run20.csv,970,638.378543,0.0900663356,0.0888664500,0.0364452264,0.1431120000,0.0367515000,0.0014424810,79.3845887041,78.3270335570,32.1220938592,126.1379766892,32.3939586635,398.5407207058,161.2650849016,1.6066329687
lora,chunk,LoRa_exp_run21.csv,966,646.791963,0.0904413376,0.0893666000,0.0364984620,0.1431070000,0.0367417000,0.0014351622,79.7151079781,78.7678557665,32.1690146549,126.1335697892,32.3853211395,400.2000527226,161.5006450780,1.5919476201
lora,chunk,LoRa_exp_run22.csv,970,642.043181,0.0897632381,0.0876891500,0.0364056420,0.1430980000,0.0367340000,0.0014367962,79.1174446962,77.2893848771,32.0872049274,126.1256373691,32.3785345134,397.1995565430,161.0899292412,1.6057106933
lora,chunk,LoRa_exp_run23.csv,968,643.023723,0.0903749043,0.0902773500,0.0364355130,0.1430980000,0.0367128000,0.0014368786,79.6565550498,79.5705726061,32.1135325881,126.1256373691,32.3598492573,399.9060948317,161.2221040758,1.5950033467
lora,chunk,LoRa_exp_run24.csv,965,642.512713,0.0900529553,0.0870233000,0.0363796473,0.1430920000,0.0367255000,0.0014352458,79.3727956367,76.7025180007,32.0642937358,126.1203490891,32.3710427834,398.4815150382,160.9749063764,1.5988616202
lora,chunk,LoRa_exp_run25.csv,968,638.868274,0.0901010651,0.0887061500,0.0364234033,0.1431040000,0.0367366000,0.0014410646,79.4151986047,78.1857483422,32.1028593699,126.1309256492,32.3808261014,398.6943940078,161.1685204754,1.6044507311
lora,chunk,LoRa_exp_run26.csv,971,632.964989,0.0903328819,0.0887737000,0.0366215591,0.1431130000,0.0367428000,0.0014556449,79.6195172898,78.2452855615,32.2775099440,126.1388580692,32.3862906575,399.7201512401,162.0453325471,1.6164487221
lora,chunk,LoRa_exp_run27.csv,971,645.341365,0.0900701778,0.0885534000,0.0365287207,0.1431090000,0.0367497000,0.0014379651,79.3879751317,78.0511175464,32.1956840066,126.1353325492,32.3923721795,398.5577218557,161.6345353308,1.6015672168
