Protocol,Experiment,Run,Phase,Samples_N,Samples_N_eff,Elapsed_ms,Vshunt_Mean_V,Current_Mean_mA,Power_Mean_mW
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.00,1003.000,0.094756450,83.518361787,419.293828210
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_4+idle,11,12.79,1842.000,0.095758127,84.401220106,423.726111563
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_8,3,1.00,420.000,0.098554300,86.865710839,436.098789040
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.00,1002.000,0.096560950,85.108812006,427.278491064
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_8+idle,9,4.31,1425.000,0.097225400,85.694444950,430.218590389
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_16,4,1.00,526.000,0.097755475,86.161642456,432.564098930
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,3.44,1002.000,0.096707800,85.238242659,427.928281997
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_16+idle,10,3.24,1534.000,0.097126870,85.607602578,429.782608770
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_32,3,1.00,422.000,0.097906233,86.294517837,433.231183698
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.00,1002.000,0.096879233,85.389340572,428.686850780
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_32+idle,9,3.29,1426.000,0.097221567,85.691066327,430.201628420
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_64,7,10.24,1145.000,0.096255929,84.839972217,425.928813441
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,9.86,994.000,0.094800983,83.557612576,419.490882049
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_64+idle,13,15.99,2144.000,0.095584415,84.248113922,422.957460491
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_128,3,1.00,425.000,0.099454000,87.658688429,440.079837070
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.00,998.000,0.096280317,84.861467397,426.036727388
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_128+idle,9,2.62,1428.000,0.097338211,85.793874408,430.717763949
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_256,5,6.28,723.000,0.097523720,85.957378233,431.538615118
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,5,9.95,1000.000,0.094786040,83.544441821,419.424759866
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_256+idle,10,6.91,1726.000,0.096154880,84.750910027,425.481687492
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_512,5,5.05,732.000,0.098230460,86.580284738,434.665841842
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,5.30,998.000,0.094536500,83.324502255,418.320579890
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_512+idle,11,5.07,1735.000,0.096215573,84.804403383,425.750244414
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_1024,3,1.00,418.000,0.098416967,86.744667985,435.491108040
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,7,2.96,997.000,0.098483343,86.803170632,435.784813500
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_1024+idle,10,4.73,1421.000,0.098463430,86.785619838,435.696701862
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_2048,4,1.00,736.000,0.100025775,88.162639482,442.609862342
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.00,1008.000,0.097635783,86.056148614,432.034479864
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_2048+idle,10,2.17,1749.000,0.098591780,86.898744961,436.264632855
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_4096,7,2.11,1131.000,0.100340943,88.440422129,444.004436507
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.22,994.000,0.096112917,84.713924384,425.296005548
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_4096+idle,13,2.85,2130.000,0.098389546,86.720500093,435.369776064
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_8192,8,1.72,1353.000,0.103354925,91.096885725,457.340890515
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,5,1.00,1000.000,0.097680940,86.095948798,432.234291867
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_8192+idle,13,2.13,2356.000,0.101172623,89.173448446,447.684506419
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_16384,15,2.74,2600.000,0.103022513,90.803904729,455.870014878
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,5,9.80,1002.000,0.096018940,84.631095229,424.880171799
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_16384+idle,20,3.03,3605.000,0.101271620,89.260702354,448.122554108
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_32768,23,2.53,4203.000,0.105113687,92.647023348,465.123168854
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,5,1.00,1000.000,0.097300600,85.760724726,430.551339986
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_32768+idle,28,2.09,5206.000,0.103718493,91.417327165,458.949627984
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_65536,42,3.91,8204.000,0.105686210,93.151633291,467.656502007
wifi,all,esp32_full_payload_run14_attempt03.csv,baseline,27,57.76,5054.000,0.094600778,83.381155403,418.605000164
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,11,10.04,2003.000,0.095693645,84.344387121,423.440788439
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_2,3,1.00,429.000,0.098519700,86.835215091,435.945688827
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,8.98,996.000,0.096660150,85.196244902,427.717437340
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_2+idle,9,4.64,1431.000,0.097280000,85.742568298,430.460187835
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_4,4,1.00,527.000,0.097775600,86.179380229,432.653149271
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,995.000,0.096298550,84.877537892,426.117407366
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_4+idle,10,2.54,1525.000,0.096889370,85.398274827,428.731704128
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_8,6,6.72,1039.000,0.096610650,85.152616592,427.498406688
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,16.06,996.000,0.094599433,83.379970436,418.599051183
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_8+idle,12,9.26,2038.000,0.095605042,84.266293514,423.048728935
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_16,3,1.00,353.000,0.098540000,86.853107105,436.035513519
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,1003.000,0.096848533,85.362282206,428.551007527
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_16+idle,9,3.62,1359.000,0.097412356,85.859223839,431.045842858
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_32,3,1.00,509.000,0.096036467,84.646542883,424.957724874
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,3.15,997.000,0.096926617,85.431103294,428.896515475
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_32+idle,9,4.86,1508.000,0.096629900,85.169583157,427.583585275
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_64,3,1.00,524.000,0.097947067,86.330507520,433.411865549
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,1000.000,0.096899917,85.407570448,428.778371669
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_64+idle,9,3.27,1527.000,0.097248967,85.715216139,430.322869629
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_128,3,1.00,452.000,0.094515900,83.306345826,418.229427739
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,9.31,999.000,0.096657667,85.194056142,427.706448933
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_128+idle,9,10.82,1454.000,0.095943744,84.564819370,424.547441869
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_256,5,1.00,703.000,0.097342220,85.797407762,430.735502728
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,1003.000,0.096754633,85.279520623,428.135513018
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_256+idle,11,3.41,1712.000,0.097021718,85.514923868,429.317326522
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_512,4,1.00,528.000,0.099038775,87.292717417,438.242523890
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,1005.000,0.096568400,85.115378287,427.311456283
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_512+idle,10,2.64,1536.000,0.097556550,85.986313939,431.683883326
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_1024,4,1.00,630.000,0.099428500,87.636213239,439.967003098
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,1002.000,0.097040367,85.531360270,429.399843488
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_1024+idle,10,2.27,1634.000,0.097995620,86.373301458,433.626707332
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_2048,6,3.56,1040.000,0.099005833,87.263683290,438.096761572
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,15.37,1002.000,0.094862583,83.611905585,419.763453527
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_2048+idle,12,3.97,2044.000,0.096934208,85.437794437,428.930107550
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_4096,5,1.13,736.000,0.101835740,89.757906443,450.618707064
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,1005.000,0.097288500,85.750060028,430.497799159
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_4096+idle,11,2.09,1744.000,0.099355427,87.571808398,439.643666389
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_8192,9,1.68,1640.000,0.101966200,89.872891278,451.195974515
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.68,998.000,0.096778917,85.300923468,428.242963409
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_8192+idle,15,2.24,2651.000,0.099891287,88.044104154,442.014770073
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_16384,13,3.31,2483.000,0.104225085,91.863827012,461.191226429
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,1.00,999.000,0.096747550,85.273277515,428.104170248
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_16384+idle,19,2.12,3484.000,0.101863758,89.782600855,450.742682372
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_32768,23,8.11,4337.000,0.104949743,92.502526844,464.397741643
wifi,all,esp32_full_payload_run14_attempt03.csv,idle,6,9.91,998.000,0.097878017,86.269648231,433.106328852
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_32768+idle,29,12.89,5339.000,0.103486628,91.212965752,457.923656238
wifi,all,esp32_full_payload_run14_attempt03.csv,tx_65536,41,8.57,8106.000,0.106173190,93.580848360,469.811324322
wifi,all,esp32_full_payload_run15_attempt01.csv,baseline,26,17.38,5057.000,0.094448788,83.247195058,417.932468466
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,8.63,1000.000,0.096680733,85.214386641,427.808515742
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_1,5,3.11,849.000,0.094579800,83.362666009,418.512176399
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,10.50,1002.000,0.094760300,83.521755100,419.310863928
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_1+idle,11,15.57,1854.000,0.094678255,83.449441877,418.947824142
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_2,3,1.00,300.000,0.098533400,86.847289997,436.006309432
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,5,1.00,1000.000,0.096965960,85.465779722,429.070604282
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_2+idle,8,3.63,1308.000,0.097553750,85.983846075,431.671493713
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_4,4,2161777.07,531.000,0.096054000,84.661996412,425.035307448
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,1.78,1004.000,0.096717017,85.246366045,427.969064472
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_4+idle,10,3.58,1540.000,0.096451810,85.012618192,426.795561663
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_8,4,22.13,620.000,0.097254300,85.719916832,430.346468891
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,1.00,998.000,0.096623050,85.163545704,427.553274972
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_8+idle,10,4.20,1624.000,0.096875550,85.386094155,428.670552540
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_16,3,1.00,426.000,0.094719100,83.485442243,419.128559627
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,7,7.95,1001.000,0.096369671,84.940222897,426.432109848
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_16+idle,10,10.08,1429.000,0.095874500,84.503788701,424.241044782
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_32,3,1.00,548.000,0.096315900,84.892829836,426.194178715
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,2.52,1004.000,0.096867200,85.378734632,428.633604945
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_32+idle,9,4.20,1554.000,0.096683433,85.216766367,427.820462868
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_64,4,25.29,506.000,0.097128000,85.608598538,429.787608864
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,1.00,1001.000,0.096817233,85.334695011,428.412509358
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_64+idle,10,3.45,1514.000,0.096941540,85.444256422,428.962549160
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_128,4,1.00,524.000,0.097441925,85.885285756,431.176683559
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,5,1.00,1003.000,0.097836100,86.232703719,432.920853401
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_128+idle,9,3.15,1529.000,0.097660911,86.078295735,432.145666804
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_256,4,13.62,527.000,0.095147725,83.863223748,421.025165954
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,5.89,1001.000,0.096794367,85.314540789,428.311327521
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_256+idle,10,8.49,1533.000,0.096135710,84.734013972,425.396862894
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_512,4,2.93,632.000,0.096413650,84.978984731,426.626708942
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,7,2.13,997.000,0.097114629,85.596813228,429.728442143
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_512+idle,11,3.82,1633.000,0.096859727,85.372148320,428.600539161
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_1024,3,1.00,630.000,0.097436367,85.880386752,431.152088703
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,7,1.89,1000.000,0.097648529,86.067382013,432.090875779
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_1024+idle,10,3.51,1633.000,0.097584880,86.011283434,431.809239656
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_2048,5,1.00,840.000,0.101739280,89.672888527,450.191884909
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,1.00,998.000,0.098156067,86.514715941,434.336661635
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_2048+idle,11,2.36,1840.000,0.099784800,87.950248935,441.543581305
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_4096,5,1.00,943.000,0.101096880,89.106690012,447.349353783
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,7,1.00,999.000,0.098044657,86.416521815,433.843689905
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_4096+idle,12,1.74,1945.000,0.099316417,87.537425230,439.471049854
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_8192,8,1.00,1461.000,0.103106713,90.878116191,456.242584542
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,1.00,1003.000,0.097599267,86.023963555,431.872898666
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_8192+idle,14,1.62,2469.000,0.100746379,88.797765061,445.798433452
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_16384,13,1.00,2454.000,0.103902292,91.579324326,459.762915125
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,1.00,997.000,0.098054700,86.425373388,433.888128158
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_16384+idle,19,1.81,3465.000,0.102055684,89.951760872,451.591929767
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_32768,23,2.66,4413.000,0.104723435,92.303062885,463.396356974
wifi,all,esp32_full_payload_run15_attempt01.csv,idle,6,2.44,999.000,0.097013933,85.508062458,429.282879645
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_32768+idle,29,2.65,5416.000,0.103128366,90.897200727,456.338396147
wifi,all,esp32_full_payload_run15_attempt01.csv,tx_65536,41,8.33,8132.000,0.105930259,93.366733211,468.736385125
wifi,all,esp32_full_payload_run16_attempt02.csv,baseline,27,28.49,5061.000,0.097673952,86.089789584,432.203370278
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,4.70,1001.000,0.099813800,87.975808955,441.671902293
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_1,1,1.00,0.000,0.100103000,88.230704053,442.951572283
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,1.91,1002.000,0.095516900,84.188607211,422.658714254
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_1+idle,7,1.52,1005.000,0.096172057,84.766049617,425.557693973
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_2,6,8.58,934.000,0.096600550,85.143714654,427.453715585
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,6.42,1001.000,0.095454033,84.133197789,422.380537952
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_2+idle,12,14.16,1938.000,0.096027292,84.638456221,424.917126768
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_4,5,9.58,736.000,0.097000700,85.496398863,429.224323976
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,10.18,1000.000,0.095272783,83.973447663,421.578531777
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_4+idle,11,15.24,1749.000,0.096058200,84.665698208,425.053891867
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_8,2,2.00,225.000,0.096929950,85.434041228,428.911265014
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,3.73,1000.000,0.096956450,85.457397798,429.028523848
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_8+idle,8,5.55,1228.000,0.096949825,85.451558655,428.999209139
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_16,6,7.25,1031.000,0.096682133,85.215620573,427.814710548
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,8.78,1001.000,0.094570883,83.354807037,418.472721383
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_16+idle,12,9.90,2038.000,0.095626508,84.285213805,423.143715965
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_32,3,1.00,397.000,0.098500200,86.818028181,435.859404025
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,1.00,999.000,0.096932333,85.436141850,428.921810934
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_32+idle,9,3.53,1403.000,0.097454956,85.896770627,431.234341964
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_64,16,9.12,3089.000,0.095409194,84.093677076,422.182128999
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,7,13.04,999.000,0.094787457,83.545690862,419.431030528
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_64+idle,23,13.07,4093.000,0.095219970,83.926898663,421.344838160
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_128,2,2.00,326.000,0.098396600,86.726717212,435.400988358
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,1.43,1002.000,0.097065033,85.553100977,429.508990075
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_128+idle,8,3.25,1331.000,0.097397925,85.846505035,430.981989646
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_256,4,1.00,581.000,0.097660950,86.078330011,432.145838882
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,6.96,999.000,0.100006317,88.145489296,442.523761909
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_256+idle,10,7.70,1584.000,0.099068170,87.318625582,438.372592698
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_512,4,1.00,573.000,0.097510325,85.945572148,431.479344096
wifi,all,esp32_full_payload_run16_attempt02.csv,idle,6,1.00,1003.000,0.096897783,85.405690171,428.768931964
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_512+idle,10,3.82,1589.000,0.097142800,85.621642962,429.853096817
wifi,all,esp32_full_payload_run16_attempt02.csv,tx_1024,4,1.00,616.000,0.097602900,86.027165902,431.888975663
