# RESULTS
Index, Phase, Mean_V, Min_V, Max_V, Spread_V, Std_V, Uncertainty_V, Neff, Elapsed_ms, Unique_Sample_Count
0, baseline, 0.036733296, 0.036721600, 0.036743100, 0.000021500, 0.000006766, 0.000006264, 5.88, 5000.000, 25
1, tx_1, 0.036734600, 0.036734600, 0.036734600, 0.000000000, nan, 0.000005608, 1.00, 10.000, 1
2, idle, 0.037979000, 0.036689900, 0.045606400, 0.008916500, 0.003363415, 0.001040562, 10.45, 1003.000, 7
3, tx_2, 0.036698000, 0.036698000, 0.036698000, 0.000000000, nan, 0.000005607, 1.00, 18.000, 1
4, idle, 0.039043367, 0.036691200, 0.050775800, 0.014084600, 0.005747696, 0.001818494, 9.99, 1001.000, 6
5, tx_4, 0.036697000, 0.036697000, 0.036697000, 0.000000000, nan, 0.000005607, 1.00, 19.000, 1
6, idle, 0.038522783, 0.036692100, 0.047660700, 0.010968600, 0.004476647, 0.001415944, 10.00, 992.000, 6
7, tx_8, 0.036695000, 0.036695000, 0.036695000, 0.000000000, nan, 0.000005606, 1.00, 27.000, 1
8, idle, 0.038033500, 0.036695000, 0.044699100, 0.008004100, 0.003265467, 0.001032122, 10.01, 1003.000, 6
9, tx_16, 0.036708600, 0.036708600, 0.036708600, 0.000000000, nan, 0.000005607, 1.00, 35.000, 1
10, idle, 0.037012200, 0.036696000, 0.038557400, 0.001861400, 0.000757030, 0.000242622, 9.74, 1001.000, 6
11, tx_32, 0.036698500, 0.036698500, 0.036698500, 0.000000000, nan, 0.000005607, 1.00, 55.000, 1
12, idle, 0.039210514, 0.036692900, 0.054285800, 0.017592900, 0.006647577, 0.002051043, 10.50, 999.000, 7
13, tx_64, 0.036698100, 0.036698100, 0.036698100, 0.000000000, nan, 0.000005607, 1.00, 95.000, 1
14, idle, 0.043336917, 0.036691800, 0.076528500, 0.039836700, 0.016260490, 0.005141127, 10.00, 1001.000, 6
15, tx_128, 0.036696600, 0.036685700, 0.036707500, 0.000021800, 0.000015415, 0.000012257, 2.00, 161.000, 2
16, idle, 0.049602433, 0.036685700, 0.114136000, 0.077450300, 0.031614863, 0.009996944, 10.00, 998.000, 6
17, tx_256, 0.036656100, 0.036618000, 0.036694200, 0.000076200, 0.000053882, 0.000038510, 2.00, 330.000, 2
18, idle, 0.053485043, 0.036618000, 0.132860000, 0.096242000, 0.035902957, 0.013120603, 7.49, 1003.000, 7
19, tx_512, 0.081737150, 0.036562700, 0.134258000, 0.097695300, 0.052439741, 0.038759137, 1.83, 654.000, 4
20, idle, 0.060419300, 0.036691000, 0.119438000, 0.082747000, 0.037474208, 0.037474208, 1.00, 1000.000, 6
21, tx_1024, 0.084604071, 0.036628200, 0.140325000, 0.103696800, 0.042990173, 0.016571160, 6.73, 1293.000, 7
22, idle, 0.056378167, 0.036704700, 0.108331000, 0.071626300, 0.030533796, 0.030533797, 1.00, 1001.000, 6
23, tx_2048, 0.085987371, 0.036703200, 0.142415000, 0.105711800, 0.038230000, 0.013011278, 8.63, 2583.000, 14
24, idle, 0.052434183, 0.036692700, 0.114264000, 0.077571300, 0.031009981, 0.012225278, 6.43, 1002.000, 6
25, tx_4096, 0.093413141, 0.036709400, 0.141706000, 0.104996600, 0.035529063, 0.007364054, 23.28, 5149.000, 27
26, idle, 0.068238300, 0.036701200, 0.141690000, 0.104988800, 0.049283640, 0.049283641, 1.00, 1000.000, 6
27, tx_8192, 0.095627412, 0.036671400, 0.142346000, 0.105674600, 0.033516763, 0.004185592, 64.12, 10318.000, 52
28, idle, 0.060034057, 0.036708800, 0.141536000, 0.104827200, 0.039808773, 0.021282857, 3.50, 1001.000, 7
29, tx_16384, 0.097805851, 0.036708800, 0.143176000, 0.106467200, 0.032689626, 0.002837975, 132.68, 20602.000, 103
30, idle, 0.052670817, 0.036720400, 0.089433800, 0.052713400, 0.024757574, 0.017625471, 1.97, 1002.000, 6
31, tx_32768, 0.097777048, 0.036723900, 0.143131000, 0.106407100, 0.032387420, 0.001981716, 267.10, 41241.000, 207
32, idle, 0.062408550, 0.036730800, 0.137833000, 0.101102200, 0.042584756, 0.022977129, 3.43, 1002.000, 6
33, tx_65536, 0.097636061, 0.036704800, 0.142877000, 0.106172200, 0.032427745, 0.001403516, 533.85, 83464.000, 417
# METER
Timestamp_Start, Timestamp_End, V_Shunt, Phase, Current
2026-05-04T19:31:19.251,2026-05-04T19:31:19.422,0.036729000,baseline,0.032374128
2026-05-04T19:31:19.425,2026-05-04T19:31:19.604,0.036741600,baseline,0.032385233
2026-05-04T19:31:19.618,2026-05-04T19:31:19.803,0.036731600,baseline,0.032376419
2026-05-04T19:31:19.805,2026-05-04T19:31:20.088,0.036734500,baseline,0.032378975
2026-05-04T19:31:20.091,2026-05-04T19:31:20.281,0.036739200,baseline,0.032383118
2026-05-04T19:31:20.283,2026-05-04T19:31:20.468,0.036740300,baseline,0.032384087
2026-05-04T19:31:20.470,2026-05-04T19:31:20.659,0.036743100,baseline,0.032386555
2026-05-04T19:31:20.661,2026-05-04T19:31:20.841,0.036740600,baseline,0.032384352
2026-05-04T19:31:20.850,2026-05-04T19:31:21.040,0.036737300,baseline,0.032381443
2026-05-04T19:31:21.042,2026-05-04T19:31:21.220,0.036734400,baseline,0.032378887
2026-05-04T19:31:21.230,2026-05-04T19:31:21.410,0.036726100,baseline,0.032371572
2026-05-04T19:31:21.424,2026-05-04T19:31:21.600,0.036727700,baseline,0.032372982
2026-05-04T19:31:21.613,2026-05-04T19:31:21.791,0.036722100,baseline,0.032368046
2026-05-04T19:31:21.800,2026-05-04T19:31:22.085,0.036723400,baseline,0.032369192
2026-05-04T19:31:22.087,2026-05-04T19:31:22.274,0.036721600,baseline,0.032367605
2026-05-04T19:31:22.277,2026-05-04T19:31:22.464,0.036734200,baseline,0.032378711
2026-05-04T19:31:22.466,2026-05-04T19:31:22.645,0.036726400,baseline,0.032371836
2026-05-04T19:31:22.657,2026-05-04T19:31:22.835,0.036724100,baseline,0.032369809
2026-05-04T19:31:22.844,2026-05-04T19:31:23.034,0.036728800,baseline,0.032373951
2026-05-04T19:31:23.036,2026-05-04T19:31:23.230,0.036738300,baseline,0.032382324
2026-05-04T19:31:23.238,2026-05-04T19:31:23.421,0.036743100,baseline,0.032386555
2026-05-04T19:31:23.425,2026-05-04T19:31:23.601,0.036737300,baseline,0.032381443
2026-05-04T19:31:23.610,2026-05-04T19:31:23.885,0.036736500,baseline,0.032380738
2026-05-04T19:31:23.894,2026-05-04T19:31:24.084,0.036736600,baseline,0.032380826
2026-05-04T19:31:24.087,2026-05-04T19:31:24.251,0.036734600,baseline,0.032379063
2026-05-04T19:31:24.255,2026-05-04T19:31:24.265,0.036734600,tx_1,0.032379063
2026-05-04T19:31:24.274,2026-05-04T19:31:24.274,0.036734600,idle,0.032379063
2026-05-04T19:31:24.279,2026-05-04T19:31:24.464,0.036731100,idle,0.032375979
2026-05-04T19:31:24.467,2026-05-04T19:31:24.654,0.045606400,idle,0.040198490
2026-05-04T19:31:24.656,2026-05-04T19:31:24.844,0.036698500,idle,0.032347246
2026-05-04T19:31:24.847,2026-05-04T19:31:25.040,0.036694500,idle,0.032343720
2026-05-04T19:31:25.041,2026-05-04T19:31:25.215,0.036689900,idle,0.032339666
2026-05-04T19:31:25.229,2026-05-04T19:31:25.277,0.036698000,idle,0.032346805
2026-05-04T19:31:25.280,2026-05-04T19:31:25.298,0.036698000,tx_2,0.032346805
2026-05-04T19:31:25.301,2026-05-04T19:31:25.405,0.036698000,idle,0.032346805
2026-05-04T19:31:25.414,2026-05-04T19:31:25.699,0.050775800,idle,0.044754696
2026-05-04T19:31:25.701,2026-05-04T19:31:25.889,0.036700700,idle,0.032349185
2026-05-04T19:31:25.892,2026-05-04T19:31:26.082,0.036697500,idle,0.032346364
2026-05-04T19:31:26.085,2026-05-04T19:31:26.260,0.036691200,idle,0.032340811
2026-05-04T19:31:26.270,2026-05-04T19:31:26.302,0.036697000,idle,0.032345923
2026-05-04T19:31:26.307,2026-05-04T19:31:26.326,0.036697000,tx_4,0.032345923
2026-05-04T19:31:26.333,2026-05-04T19:31:26.451,0.036697000,idle,0.032345923
2026-05-04T19:31:26.460,2026-05-04T19:31:26.641,0.047660700,idle,0.042009109
2026-05-04T19:31:26.650,2026-05-04T19:31:26.843,0.036694700,idle,0.032343896
2026-05-04T19:31:26.845,2026-05-04T19:31:27.033,0.036692100,idle,0.032341605
2026-05-04T19:31:27.036,2026-05-04T19:31:27.219,0.036697200,idle,0.032346100
2026-05-04T19:31:27.221,2026-05-04T19:31:27.325,0.036695000,idle,0.032344161
