# META
module,ble_nrf52
measurement,boot
boot_number,2
session,20260415_161742
shunt_ohms,1.1000


# METER
timestamp,v_shunt,current
2026-04-15 16:18:01.594000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.597000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.600000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.603000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.606000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.609000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.612000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.615000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.618000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.621000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.624000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.627000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.630000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.633000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.636000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.642000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.644000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.647000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.650000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.653000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.656000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.659000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.662000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.665000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.668000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.671000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.674000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.676000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.686000,1.135390000e-04,1.000710393e-04
2026-04-15 16:18:01.689000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.692000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.695000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.698000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.701000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.704000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.707000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.710000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.713000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.716000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.719000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.721000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.724000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.727000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.730000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.733000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.736000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.739000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.742000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.745000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.748000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.751000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.754000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.761000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.764000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.766000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.769000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.772000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.778000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.780000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.784000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.787000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.790000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.793000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.796000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.799000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.802000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.805000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.808000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.811000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.816000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.819000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.822000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.825000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.828000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.831000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.834000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.837000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.840000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.843000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.846000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.849000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.852000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.858000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.861000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.864000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.867000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.882000,1.017014000e-05,8.963761167e-06
2026-04-15 16:18:01.885000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.888000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.891000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.894000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.897000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.900000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.903000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.906000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.909000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.912000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.915000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.918000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.921000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.924000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.926000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.932000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.935000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.938000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.941000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.944000,2.539674000e-06,2.238418663e-06
2026-04-15 16:18:01.947000,2.539674000e-06,2.238418663e-06
