# META
module,LoRa
measurement,boot
boot_number,24
session,20260423_155418
shunt_ohms,1.1

# DATA
type,timestamp,value,boot

EVENT,reset,2026-04-23T15:59:23.649,24
METER,2026-04-23T15:59:23.653,3.55832000E-02,24
METER,2026-04-23T15:59:23.656,3.55832000E-02,24
METER,2026-04-23T15:59:23.666,3.55750000E-02,24
METER,2026-04-23T15:59:23.669,3.55750000E-02,24
METER,2026-04-23T15:59:23.672,3.55750000E-02,24
METER,2026-04-23T15:59:23.675,3.55750000E-02,24
METER,2026-04-23T15:59:23.679,3.55750000E-02,24
METER,2026-04-23T15:59:23.682,3.55750000E-02,24
METER,2026-04-23T15:59:23.686,3.55750000E-02,24
METER,2026-04-23T15:59:23.689,3.55750000E-02,24
METER,2026-04-23T15:59:23.693,3.55750000E-02,24
METER,2026-04-23T15:59:23.696,3.55750000E-02,24
METER,2026-04-23T15:59:23.699,3.55750000E-02,24
METER,2026-04-23T15:59:23.712,3.55750000E-02,24
METER,2026-04-23T15:59:23.715,3.55750000E-02,24
METER,2026-04-23T15:59:23.719,3.55750000E-02,24
METER,2026-04-23T15:59:23.722,3.55750000E-02,24
METER,2026-04-23T15:59:23.725,3.55750000E-02,24
METER,2026-04-23T15:59:23.728,3.55750000E-02,24
METER,2026-04-23T15:59:23.731,3.55750000E-02,24
METER,2026-04-23T15:59:23.735,3.55750000E-02,24
METER,2026-04-23T15:59:23.738,3.55750000E-02,24
METER,2026-04-23T15:59:23.741,3.55750000E-02,24
METER,2026-04-23T15:59:23.744,3.55750000E-02,24
METER,2026-04-23T15:59:23.748,3.55750000E-02,24
METER,2026-04-23T15:59:23.751,3.55750000E-02,24
METER,2026-04-23T15:59:23.756,3.55750000E-02,24
METER,2026-04-23T15:59:23.759,3.55750000E-02,24
METER,2026-04-23T15:59:23.765,3.55750000E-02,24
METER,2026-04-23T15:59:23.768,3.55750000E-02,24
METER,2026-04-23T15:59:23.771,3.55750000E-02,24
METER,2026-04-23T15:59:23.774,3.55750000E-02,24
METER,2026-04-23T15:59:23.777,3.55750000E-02,24
METER,2026-04-23T15:59:23.780,3.55750000E-02,24
METER,2026-04-23T15:59:23.784,3.55750000E-02,24
METER,2026-04-23T15:59:23.787,3.55750000E-02,24
METER,2026-04-23T15:59:23.790,3.55750000E-02,24
METER,2026-04-23T15:59:23.794,3.55750000E-02,24
METER,2026-04-23T15:59:23.798,3.55750000E-02,24
METER,2026-04-23T15:59:23.801,3.55750000E-02,24
METER,2026-04-23T15:59:23.807,3.55750000E-02,24
METER,2026-04-23T15:59:23.815,3.55750000E-02,24
METER,2026-04-23T15:59:23.827,3.55750000E-02,24
METER,2026-04-23T15:59:23.832,3.55750000E-02,24
METER,2026-04-23T15:59:23.835,3.55750000E-02,24
METER,2026-04-23T15:59:23.839,3.55750000E-02,24
METER,2026-04-23T15:59:23.842,3.55750000E-02,24
METER,2026-04-23T15:59:23.845,3.55750000E-02,24
METER,2026-04-23T15:59:23.855,3.65039000E-02,24
METER,2026-04-23T15:59:23.858,3.65039000E-02,24
METER,2026-04-23T15:59:23.862,3.65039000E-02,24
METER,2026-04-23T15:59:23.865,3.65039000E-02,24
METER,2026-04-23T15:59:23.868,3.65039000E-02,24
METER,2026-04-23T15:59:23.871,3.65039000E-02,24
METER,2026-04-23T15:59:23.875,3.65039000E-02,24
METER,2026-04-23T15:59:23.881,3.65039000E-02,24
METER,2026-04-23T15:59:23.884,3.65039000E-02,24
METER,2026-04-23T15:59:23.887,3.65039000E-02,24
METER,2026-04-23T15:59:23.890,3.65039000E-02,24
METER,2026-04-23T15:59:23.893,3.65039000E-02,24
METER,2026-04-23T15:59:23.896,3.65039000E-02,24
METER,2026-04-23T15:59:23.899,3.65039000E-02,24
METER,2026-04-23T15:59:23.907,3.65039000E-02,24
METER,2026-04-23T15:59:23.910,3.65039000E-02,24
METER,2026-04-23T15:59:23.913,3.65039000E-02,24
METER,2026-04-23T15:59:23.916,3.65039000E-02,24
METER,2026-04-23T15:59:23.919,3.65039000E-02,24
METER,2026-04-23T15:59:23.923,3.65039000E-02,24
METER,2026-04-23T15:59:23.926,3.65039000E-02,24
METER,2026-04-23T15:59:23.929,3.65039000E-02,24
METER,2026-04-23T15:59:23.933,3.65039000E-02,24
METER,2026-04-23T15:59:23.939,3.65039000E-02,24
METER,2026-04-23T15:59:23.945,3.65039000E-02,24
METER,2026-04-23T15:59:23.948,3.65039000E-02,24
METER,2026-04-23T15:59:23.951,3.65039000E-02,24
METER,2026-04-23T15:59:23.954,3.65039000E-02,24
METER,2026-04-23T15:59:23.957,3.65039000E-02,24
METER,2026-04-23T15:59:23.961,3.65039000E-02,24
METER,2026-04-23T15:59:23.964,3.65039000E-02,24
METER,2026-04-23T15:59:23.967,3.65039000E-02,24
METER,2026-04-23T15:59:23.970,3.65039000E-02,24
METER,2026-04-23T15:59:23.973,3.65039000E-02,24
METER,2026-04-23T15:59:23.976,3.65039000E-02,24
METER,2026-04-23T15:59:23.979,3.65039000E-02,24
METER,2026-04-23T15:59:23.983,3.65039000E-02,24
METER,2026-04-23T15:59:23.986,3.65039000E-02,24
METER,2026-04-23T15:59:23.989,3.65039000E-02,24
METER,2026-04-23T15:59:23.995,3.65039000E-02,24
METER,2026-04-23T15:59:23.999,3.65039000E-02,24
METER,2026-04-23T15:59:24.005,3.65039000E-02,24
METER,2026-04-23T15:59:24.008,3.65039000E-02,24
METER,2026-04-23T15:59:24.012,3.65039000E-02,24
METER,2026-04-23T15:59:24.015,3.65039000E-02,24
METER,2026-04-23T15:59:24.018,3.65039000E-02,24
METER,2026-04-23T15:59:24.021,3.65039000E-02,24
METER,2026-04-23T15:59:24.024,3.65039000E-02,24
METER,2026-04-23T15:59:24.027,3.65039000E-02,24
METER,2026-04-23T15:59:24.031,3.65039000E-02,24
METER,2026-04-23T15:59:24.034,3.65039000E-02,24
METER,2026-04-23T15:59:24.044,3.65039000E-02,24
METER,2026-04-23T15:59:24.047,3.56926000E-02,24
METER,2026-04-23T15:59:24.053,3.56926000E-02,24
METER,2026-04-23T15:59:24.056,3.56926000E-02,24
METER,2026-04-23T15:59:24.059,3.56926000E-02,24
METER,2026-04-23T15:59:24.062,3.56926000E-02,24
METER,2026-04-23T15:59:24.065,3.56926000E-02,24
METER,2026-04-23T15:59:24.069,3.56926000E-02,24
METER,2026-04-23T15:59:24.072,3.56926000E-02,24
METER,2026-04-23T15:59:24.075,3.56926000E-02,24
METER,2026-04-23T15:59:24.078,3.56926000E-02,24
METER,2026-04-23T15:59:24.081,3.56926000E-02,24
METER,2026-04-23T15:59:24.085,3.56926000E-02,24
METER,2026-04-23T15:59:24.088,3.56926000E-02,24
METER,2026-04-23T15:59:24.091,3.56926000E-02,24
METER,2026-04-23T15:59:24.094,3.56926000E-02,24
METER,2026-04-23T15:59:24.097,3.56926000E-02,24
METER,2026-04-23T15:59:24.100,3.56926000E-02,24
METER,2026-04-23T15:59:24.113,3.56926000E-02,24
METER,2026-04-23T15:59:24.116,3.56926000E-02,24
METER,2026-04-23T15:59:24.119,3.56926000E-02,24
METER,2026-04-23T15:59:24.123,3.56926000E-02,24
METER,2026-04-23T15:59:24.127,3.56926000E-02,24
METER,2026-04-23T15:59:24.130,3.56926000E-02,24
METER,2026-04-23T15:59:24.135,3.56926000E-02,24
METER,2026-04-23T15:59:24.141,3.56926000E-02,24
METER,2026-04-23T15:59:24.144,3.56926000E-02,24
METER,2026-04-23T15:59:24.148,3.56926000E-02,24
METER,2026-04-23T15:59:24.151,3.56926000E-02,24
METER,2026-04-23T15:59:24.154,3.56926000E-02,24
METER,2026-04-23T15:59:24.158,3.56926000E-02,24
METER,2026-04-23T15:59:24.161,3.56926000E-02,24
METER,2026-04-23T15:59:24.164,3.56926000E-02,24
METER,2026-04-23T15:59:24.170,3.56926000E-02,24
METER,2026-04-23T15:59:24.173,3.56926000E-02,24
METER,2026-04-23T15:59:24.177,3.56926000E-02,24
METER,2026-04-23T15:59:24.180,3.56926000E-02,24
METER,2026-04-23T15:59:24.183,3.56926000E-02,24
