# META
module,LoRa
measurement,boot
boot_number,26
session,20260423_155418
shunt_ohms,1.1

# DATA
type,timestamp,value,boot

EVENT,reset,2026-04-23T15:59:39.744,26
METER,2026-04-23T15:59:39.748,3.55683000E-02,26
METER,2026-04-23T15:59:39.751,3.55683000E-02,26
METER,2026-04-23T15:59:39.756,3.55683000E-02,26
METER,2026-04-23T15:59:39.759,3.55683000E-02,26
METER,2026-04-23T15:59:39.763,3.55683000E-02,26
METER,2026-04-23T15:59:39.766,3.55683000E-02,26
METER,2026-04-23T15:59:39.772,3.55683000E-02,26
METER,2026-04-23T15:59:39.777,3.55683000E-02,26
METER,2026-04-23T15:59:39.780,3.55683000E-02,26
METER,2026-04-23T15:59:39.784,3.55683000E-02,26
METER,2026-04-23T15:59:39.787,3.55683000E-02,26
METER,2026-04-23T15:59:39.790,3.55683000E-02,26
METER,2026-04-23T15:59:39.793,3.55683000E-02,26
METER,2026-04-23T15:59:39.797,3.55683000E-02,26
METER,2026-04-23T15:59:39.806,3.55683000E-02,26
METER,2026-04-23T15:59:39.810,3.55683000E-02,26
METER,2026-04-23T15:59:39.813,3.55683000E-02,26
METER,2026-04-23T15:59:39.816,3.55683000E-02,26
METER,2026-04-23T15:59:39.819,3.55683000E-02,26
METER,2026-04-23T15:59:39.822,3.55683000E-02,26
METER,2026-04-23T15:59:39.830,3.55683000E-02,26
METER,2026-04-23T15:59:39.833,3.55683000E-02,26
METER,2026-04-23T15:59:39.837,3.55683000E-02,26
METER,2026-04-23T15:59:39.840,3.55683000E-02,26
METER,2026-04-23T15:59:39.844,3.55683000E-02,26
METER,2026-04-23T15:59:39.847,3.55683000E-02,26
METER,2026-04-23T15:59:39.850,3.55683000E-02,26
METER,2026-04-23T15:59:39.853,3.55683000E-02,26
METER,2026-04-23T15:59:39.856,3.55683000E-02,26
METER,2026-04-23T15:59:39.859,3.55683000E-02,26
METER,2026-04-23T15:59:39.862,3.55683000E-02,26
METER,2026-04-23T15:59:39.866,3.55683000E-02,26
METER,2026-04-23T15:59:39.869,3.55683000E-02,26
METER,2026-04-23T15:59:39.872,3.55683000E-02,26
METER,2026-04-23T15:59:39.875,3.55683000E-02,26
METER,2026-04-23T15:59:39.878,3.55683000E-02,26
METER,2026-04-23T15:59:39.881,3.55683000E-02,26
METER,2026-04-23T15:59:39.887,3.55683000E-02,26
METER,2026-04-23T15:59:39.891,3.55683000E-02,26
METER,2026-04-23T15:59:39.894,3.55683000E-02,26
METER,2026-04-23T15:59:39.897,3.55683000E-02,26
METER,2026-04-23T15:59:39.900,3.55683000E-02,26
METER,2026-04-23T15:59:39.903,3.55683000E-02,26
METER,2026-04-23T15:59:39.913,3.55683000E-02,26
METER,2026-04-23T15:59:39.918,3.55683000E-02,26
METER,2026-04-23T15:59:39.929,3.55683000E-02,26
METER,2026-04-23T15:59:39.932,3.55427000E-02,26
METER,2026-04-23T15:59:39.935,3.55427000E-02,26
METER,2026-04-23T15:59:39.938,3.55427000E-02,26
METER,2026-04-23T15:59:39.942,3.55427000E-02,26
METER,2026-04-23T15:59:39.946,3.55427000E-02,26
METER,2026-04-23T15:59:39.949,3.55427000E-02,26
METER,2026-04-23T15:59:39.952,3.55427000E-02,26
METER,2026-04-23T15:59:39.955,3.55427000E-02,26
METER,2026-04-23T15:59:39.958,3.55427000E-02,26
METER,2026-04-23T15:59:39.962,3.55427000E-02,26
METER,2026-04-23T15:59:39.965,3.55427000E-02,26
METER,2026-04-23T15:59:39.968,3.55427000E-02,26
METER,2026-04-23T15:59:39.971,3.55427000E-02,26
METER,2026-04-23T15:59:39.979,3.55427000E-02,26
METER,2026-04-23T15:59:39.982,3.55427000E-02,26
METER,2026-04-23T15:59:39.985,3.55427000E-02,26
METER,2026-04-23T15:59:39.988,3.55427000E-02,26
METER,2026-04-23T15:59:39.991,3.55427000E-02,26
METER,2026-04-23T15:59:39.994,3.55427000E-02,26
METER,2026-04-23T15:59:39.998,3.55427000E-02,26
METER,2026-04-23T15:59:40.003,3.55427000E-02,26
METER,2026-04-23T15:59:40.006,3.55427000E-02,26
METER,2026-04-23T15:59:40.009,3.55427000E-02,26
METER,2026-04-23T15:59:40.013,3.55427000E-02,26
METER,2026-04-23T15:59:40.016,3.55427000E-02,26
METER,2026-04-23T15:59:40.021,3.55427000E-02,26
METER,2026-04-23T15:59:40.024,3.55427000E-02,26
METER,2026-04-23T15:59:40.028,3.55427000E-02,26
METER,2026-04-23T15:59:40.031,3.55427000E-02,26
METER,2026-04-23T15:59:40.035,3.55427000E-02,26
