# META
module,LoRa
measurement,boot
boot_number,10
session,20260423_155418
shunt_ohms,1.1

# DATA
type,timestamp,value,boot

EVENT,reset,2026-04-23T15:56:52.598,10
METER,2026-04-23T15:56:52.603,3.55434000E-02,10
METER,2026-04-23T15:56:52.610,3.55434000E-02,10
METER,2026-04-23T15:56:52.616,3.55434000E-02,10
METER,2026-04-23T15:56:52.619,3.55434000E-02,10
METER,2026-04-23T15:56:52.622,3.55434000E-02,10
METER,2026-04-23T15:56:52.630,3.55434000E-02,10
METER,2026-04-23T15:56:52.636,3.55434000E-02,10
METER,2026-04-23T15:56:52.643,3.55434000E-02,10
METER,2026-04-23T15:56:52.646,3.55434000E-02,10
METER,2026-04-23T15:56:52.649,3.55434000E-02,10
METER,2026-04-23T15:56:52.652,3.55434000E-02,10
METER,2026-04-23T15:56:52.656,3.55434000E-02,10
METER,2026-04-23T15:56:52.659,3.55434000E-02,10
METER,2026-04-23T15:56:52.669,3.55434000E-02,10
METER,2026-04-23T15:56:52.672,3.55434000E-02,10
METER,2026-04-23T15:56:52.675,3.55434000E-02,10
METER,2026-04-23T15:56:52.683,3.55434000E-02,10
METER,2026-04-23T15:56:52.694,3.55434000E-02,10
METER,2026-04-23T15:56:52.698,3.55434000E-02,10
METER,2026-04-23T15:56:52.701,3.55434000E-02,10
METER,2026-04-23T15:56:52.704,3.55434000E-02,10
METER,2026-04-23T15:56:52.714,3.55358000E-02,10
METER,2026-04-23T15:56:52.718,3.55358000E-02,10
METER,2026-04-23T15:56:52.721,3.55358000E-02,10
METER,2026-04-23T15:56:52.724,3.55358000E-02,10
METER,2026-04-23T15:56:52.728,3.55358000E-02,10
METER,2026-04-23T15:56:52.733,3.55358000E-02,10
METER,2026-04-23T15:56:52.741,3.55358000E-02,10
METER,2026-04-23T15:56:52.748,3.55358000E-02,10
METER,2026-04-23T15:56:52.751,3.55358000E-02,10
METER,2026-04-23T15:56:52.755,3.55358000E-02,10
METER,2026-04-23T15:56:52.758,3.55358000E-02,10
METER,2026-04-23T15:56:52.766,3.55358000E-02,10
METER,2026-04-23T15:56:52.769,3.55358000E-02,10
METER,2026-04-23T15:56:52.773,3.55358000E-02,10
METER,2026-04-23T15:56:52.776,3.55358000E-02,10
METER,2026-04-23T15:56:52.780,3.55358000E-02,10
METER,2026-04-23T15:56:52.783,3.55358000E-02,10
METER,2026-04-23T15:56:52.786,3.55358000E-02,10
METER,2026-04-23T15:56:52.790,3.55358000E-02,10
METER,2026-04-23T15:56:52.793,3.55358000E-02,10
METER,2026-04-23T15:56:52.796,3.55358000E-02,10
METER,2026-04-23T15:56:52.804,3.55358000E-02,10
METER,2026-04-23T15:56:52.808,3.55358000E-02,10
METER,2026-04-23T15:56:52.811,3.55358000E-02,10
METER,2026-04-23T15:56:52.815,3.55358000E-02,10
METER,2026-04-23T15:56:52.818,3.55358000E-02,10
METER,2026-04-23T15:56:52.821,3.55358000E-02,10
METER,2026-04-23T15:56:52.824,3.55358000E-02,10
METER,2026-04-23T15:56:52.827,3.55358000E-02,10
METER,2026-04-23T15:56:52.830,3.55358000E-02,10
METER,2026-04-23T15:56:52.834,3.55358000E-02,10
METER,2026-04-23T15:56:52.840,3.55358000E-02,10
METER,2026-04-23T15:56:52.844,3.55358000E-02,10
METER,2026-04-23T15:56:52.847,3.55358000E-02,10
METER,2026-04-23T15:56:52.850,3.55358000E-02,10
METER,2026-04-23T15:56:52.853,3.55358000E-02,10
METER,2026-04-23T15:56:52.857,3.55358000E-02,10
METER,2026-04-23T15:56:52.862,3.55358000E-02,10
METER,2026-04-23T15:56:52.865,3.55358000E-02,10
METER,2026-04-23T15:56:52.868,3.55358000E-02,10
METER,2026-04-23T15:56:52.871,3.55358000E-02,10
METER,2026-04-23T15:56:52.874,3.55358000E-02,10
METER,2026-04-23T15:56:52.877,3.55358000E-02,10
METER,2026-04-23T15:56:52.881,3.55358000E-02,10
METER,2026-04-23T15:56:52.884,3.55358000E-02,10
METER,2026-04-23T15:56:52.887,3.55358000E-02,10
METER,2026-04-23T15:56:52.890,3.55358000E-02,10
METER,2026-04-23T15:56:52.893,3.55358000E-02,10
METER,2026-04-23T15:56:52.903,3.55358000E-02,10
METER,2026-04-23T15:56:52.907,4.25763000E-02,10
METER,2026-04-23T15:56:52.910,4.25763000E-02,10
METER,2026-04-23T15:56:52.913,4.25763000E-02,10
METER,2026-04-23T15:56:52.919,4.25763000E-02,10
METER,2026-04-23T15:56:52.922,4.25763000E-02,10
